,Unnamed: 0,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
57,58,3.179,ENDOCRINE,12,0,0,1,1,3,0,0,0,1,0,6,FRONTIERS IN NEUROENDOCRINOLOGY
58,59,3.04,EUR J PHARMACOL,12,0,0,0,0,1,2,0,0,2,0,7,FRONTIERS IN NEUROENDOCRINOLOGY
59,60,4.3,FRONT CELL NEUROSCI,12,0,0,1,1,0,0,1,0,1,0,8,FRONTIERS IN NEUROENDOCRINOLOGY
60,61,2.915,NEUROPEPTIDES,12,0,0,0,0,1,2,0,3,2,1,3,FRONTIERS IN NEUROENDOCRINOLOGY
61,62,,PITUITARY 4 EDITIOXB,12,0,0,0,0,0,1,0,0,2,0,9,FRONTIERS IN NEUROENDOCRINOLOGY
62,63,3.0669999999999997,ANIM BEHAV,11,0,0,2,0,2,0,1,2,1,1,2,FRONTIERS IN NEUROENDOCRINOLOGY
63,64,,BRAIN SCI,11,1,0,0,2,1,2,1,0,1,1,2,FRONTIERS IN NEUROENDOCRINOLOGY
64,65,2.8569999999999998,FRONT PSYCHIATRY,11,0,2,0,3,3,2,1,0,0,0,0,FRONTIERS IN NEUROENDOCRINOLOGY
65,66,3.786,J AFFECT DISORDERS,11,0,1,1,0,1,0,0,0,2,2,4,FRONTIERS IN NEUROENDOCRINOLOGY
66,67,5.789,J CLIN ENDOCR METAB,11,0,0,0,0,2,1,1,1,3,1,2,FRONTIERS IN NEUROENDOCRINOLOGY
67,68,4.196000000000001,NUTRIENTS,11,0,0,1,0,2,1,1,4,1,0,1,FRONTIERS IN NEUROENDOCRINOLOGY
68,69,14.163,PROG NEUROBIOL,11,0,0,0,1,0,2,1,0,0,3,4,FRONTIERS IN NEUROENDOCRINOLOGY
69,70,2.575,SOC NEUROSCI-UK,11,0,0,0,2,0,0,0,0,7,0,2,FRONTIERS IN NEUROENDOCRINOLOGY
70,71,1.555,BEHAV PROCESS,10,0,0,0,0,0,0,1,4,3,0,2,FRONTIERS IN NEUROENDOCRINOLOGY
71,72,3.469,CURR MED CHEM,10,0,0,0,2,0,0,0,0,2,2,4,FRONTIERS IN NEUROENDOCRINOLOGY
72,73,7.6160000000000005,ELIFE,10,0,0,2,2,0,0,2,1,1,0,2,FRONTIERS IN NEUROENDOCRINOLOGY
73,74,3.4960000000000004,GENES BRAIN BEHAV,10,0,0,2,1,0,1,0,0,5,0,1,FRONTIERS IN NEUROENDOCRINOLOGY
74,75,5.193,J NEUROINFLAMM,10,0,0,0,1,0,4,0,0,4,0,1,FRONTIERS IN NEUROENDOCRINOLOGY
75,76,2.2230000000000003,PSYCHIAT RES,10,0,0,0,1,3,0,1,0,1,0,4,FRONTIERS IN NEUROENDOCRINOLOGY
76,77,1.548,APPL ANIM BEHAV SCI,9,1,0,0,0,2,0,0,2,1,2,1,FRONTIERS IN NEUROENDOCRINOLOGY
77,78,3.895,CELL MOL NEUROBIOL,9,0,1,1,0,0,1,1,1,1,0,3,FRONTIERS IN NEUROENDOCRINOLOGY
78,79,2.7569999999999997,CURR PHARM DESIGN,9,0,0,1,2,0,2,0,0,1,0,3,FRONTIERS IN NEUROENDOCRINOLOGY
79,80,3.9019999999999997,FRONT MOL NEUROSCI,9,2,0,0,0,0,2,0,0,0,0,5,FRONTIERS IN NEUROENDOCRINOLOGY
80,81,3.2439999999999998,NEUROBIOL LEARN MEM,9,0,0,0,0,0,0,1,1,4,2,1,FRONTIERS IN NEUROENDOCRINOLOGY
81,82,2.58,REPROD TOXICOL,9,0,0,0,0,2,0,0,1,2,0,4,FRONTIERS IN NEUROENDOCRINOLOGY
82,83,15.557,TRENDS COGN SCI,9,0,0,0,0,0,1,0,1,3,2,2,FRONTIERS IN NEUROENDOCRINOLOGY
83,84,3.44,BRAIN RES BULL,8,0,0,0,0,0,1,0,0,2,1,4,FRONTIERS IN NEUROENDOCRINOLOGY
84,85,,FRONT SYST NEUROSCI,8,0,0,1,0,0,2,1,0,1,2,1,FRONTIERS IN NEUROENDOCRINOLOGY
85,86,1.453,GYNECOL ENDOCRINOL,8,0,0,1,1,0,0,0,0,1,2,3,FRONTIERS IN NEUROENDOCRINOLOGY
86,87,4.927,HUM BRAIN MAPP,8,0,0,0,1,0,1,0,0,2,2,2,FRONTIERS IN NEUROENDOCRINOLOGY
87,88,3.2969999999999997,J MOL ENDOCRINOL,8,0,0,1,0,1,0,0,0,0,2,4,FRONTIERS IN NEUROENDOCRINOLOGY
88,89,2.787,PHARMACOL REP,8,0,1,0,1,0,0,0,0,1,2,3,FRONTIERS IN NEUROENDOCRINOLOGY
89,90,4.185,PROG NEURO-PSYCHOPH,8,0,1,0,0,0,2,0,0,1,0,4,FRONTIERS IN NEUROENDOCRINOLOGY
90,91,2.67,SEMIN REPROD MED,8,1,0,3,0,0,0,0,1,1,1,1,FRONTIERS IN NEUROENDOCRINOLOGY
91,92,3.1839999999999997,BIOL REPROD,7,0,0,1,0,0,0,0,1,2,1,2,FRONTIERS IN NEUROENDOCRINOLOGY
92,93,0.6990000000000001,BIOL RHYTHM RES,7,0,0,1,1,0,0,2,1,0,0,2,FRONTIERS IN NEUROENDOCRINOLOGY
93,94,3.73,BMC GENOMICS,7,0,0,2,1,0,0,1,0,2,0,1,FRONTIERS IN NEUROENDOCRINOLOGY
94,95,5.22,CLIN SCI,7,0,0,0,1,0,0,0,1,1,2,2,FRONTIERS IN NEUROENDOCRINOLOGY
95,96,4.815,DEV COGN NEUROS-NETH,7,0,0,0,1,0,0,0,1,3,0,2,FRONTIERS IN NEUROENDOCRINOLOGY
96,97,2.494,DEV PSYCHOBIOL,7,0,0,0,1,0,0,3,1,1,0,1,FRONTIERS IN NEUROENDOCRINOLOGY
97,98,7.273,DIABETES,7,0,0,0,0,0,0,1,3,2,0,1,FRONTIERS IN NEUROENDOCRINOLOGY
98,99,15.545,ENDOCR REV,7,0,0,1,0,0,0,2,0,0,1,3,FRONTIERS IN NEUROENDOCRINOLOGY
99,100,3.3939999999999997,FRONT PHYSIOL,7,0,1,1,0,0,1,0,2,0,0,2,FRONTIERS IN NEUROENDOCRINOLOGY
0,1,,ALL Journals,57469,283,1699,2209,2441,2517,2906,3196,2817,2628,3244,33529,GENES & DEVELOPMENT
1,2,,ALL OTHERS (872),872,1,20,21,20,28,43,35,39,41,50,574,GENES & DEVELOPMENT
2,3,4.122,SCI REP-UK,2268,9,43,61,97,105,98,129,126,97,149,1354,GENES & DEVELOPMENT
3,4,,ONCOTARGET,1604,3,43,43,58,83,106,106,88,83,102,889,GENES & DEVELOPMENT
4,5,2.766,PLOS ONE,1332,3,26,34,34,49,57,66,53,58,53,899,GENES & DEVELOPMENT
5,6,11.561,NUCLEIC ACIDS RES,1298,12,56,70,88,64,70,97,65,64,66,646,GENES & DEVELOPMENT
6,7,12.353,NAT COMMUN,1105,4,37,67,77,55,74,79,58,39,68,547,GENES & DEVELOPMENT
7,8,9.504,P NATL ACAD SCI USA,849,8,30,54,39,34,51,44,41,35,27,486,GENES & DEVELOPMENT
8,9,7.6160000000000005,ELIFE,827,8,33,33,50,39,26,38,42,31,33,494,GENES & DEVELOPMENT
9,10,8.032,CELL REP,707,6,27,45,45,53,47,47,39,30,37,331,GENES & DEVELOPMENT
10,11,4.011,J BIOL CHEM,636,3,14,28,24,26,33,40,38,22,42,366,GENES & DEVELOPMENT
11,12,5.54,PLOS GENET,634,1,18,31,25,19,26,34,25,26,34,395,GENES & DEVELOPMENT
12,13,3.687,INT J MOL SCI,632,7,22,16,22,33,41,30,37,34,34,356,GENES & DEVELOPMENT
13,14,5.412999999999999,DEVELOPMENT,628,3,24,20,33,21,24,25,18,24,28,408,GENES & DEVELOPMENT
14,15,14.248,MOL CELL,567,1,29,32,48,39,48,42,28,36,26,238,GENES & DEVELOPMENT
15,16,9.462,GENE DEV,555,31,40,48,47,25,41,33,28,25,31,206,GENES & DEVELOPMENT
16,17,6.854,ONCOGENE,529,3,14,16,29,35,37,34,41,28,27,265,GENES & DEVELOPMENT
17,18,4.075,GENETICS,457,2,16,17,20,15,20,19,22,24,26,276,GENES & DEVELOPMENT
18,19,3.1910000000000003,GENES-BASEL,450,2,17,15,21,19,21,21,33,25,33,243,GENES & DEVELOPMENT
19,20,3.262,DEV BIOL,447,1,14,2,20,9,10,13,15,17,20,326,GENES & DEVELOPMENT
20,21,3.677,FRONT PLANT SCI,376,3,9,4,7,1,6,10,22,23,11,280,GENES & DEVELOPMENT
21,22,,METHOD MOL BIOL,323,0,0,7,20,4,11,21,15,32,20,193,GENES & DEVELOPMENT
22,23,6.138,SEMIN CELL DEV BIOL,313,0,3,9,4,14,19,20,7,7,12,218,GENES & DEVELOPMENT
23,24,4.894,J MOL BIOL,308,2,21,27,19,24,25,21,15,8,13,133,GENES & DEVELOPMENT
24,25,6.721,CELL MOL LIFE SCI,294,0,4,13,9,18,18,15,12,10,24,171,GENES & DEVELOPMENT
25,26,9.13,CANCER RES,293,2,18,20,21,17,18,19,21,16,24,117,GENES & DEVELOPMENT
26,27,10.557,EMBO J,291,0,17,14,24,15,22,26,14,15,22,122,GENES & DEVELOPMENT
27,28,31.398000000000003,CELL,288,4,23,27,19,22,19,16,16,14,21,107,GENES & DEVELOPMENT
28,29,9.616,DEV CELL,280,2,14,15,11,11,15,19,16,12,8,157,GENES & DEVELOPMENT
29,30,2.559,BIOCHEM BIOPH RES CO,269,0,8,3,8,10,11,9,22,13,21,164,GENES & DEVELOPMENT
30,31,3.813,MOL CELL BIOL,247,2,5,10,7,13,14,12,15,12,17,140,GENES & DEVELOPMENT
31,32,5.216,RNA BIOL,233,0,8,18,27,6,10,19,13,15,11,106,GENES & DEVELOPMENT
32,33,3.304,CELL CYCLE,231,4,21,10,6,15,13,13,10,10,12,117,GENES & DEVELOPMENT
33,34,1.6640000000000001,ONCOL LETT,229,0,0,1,6,8,8,9,10,22,12,153,GENES & DEVELOPMENT
34,35,5.178999999999999,BBA-GENE REGUL MECH,224,0,4,6,5,11,10,13,16,16,8,135,GENES & DEVELOPMENT
35,36,1.76,ADV EXP MED BIOL,223,0,2,4,7,4,15,2,5,3,12,169,GENES & DEVELOPMENT
36,37,,TRANSL EPIGENET SER,223,0,5,35,14,12,14,17,13,8,17,88,GENES & DEVELOPMENT
37,38,41.577,NATURE,221,2,13,15,24,17,10,18,10,4,10,98,GENES & DEVELOPMENT
38,39,4.49,RNA,220,2,9,16,18,13,7,8,13,13,12,109,GENES & DEVELOPMENT
39,40,8.783999999999999,J CELL BIOL,218,1,5,9,14,10,9,12,14,16,16,112,GENES & DEVELOPMENT
40,41,35.611999999999995,NAT REV MOL CELL BIO,217,4,8,31,21,13,21,8,15,9,10,77,GENES & DEVELOPMENT
41,42,5.638,CELL DEATH DIS,216,2,8,5,11,11,18,12,16,9,12,112,GENES & DEVELOPMENT
42,43,3.73,BMC GENOMICS,211,0,2,6,4,9,10,25,11,10,7,127,GENES & DEVELOPMENT
43,44,4.401,J CELL SCI,210,1,8,8,5,7,5,4,12,11,16,133,GENES & DEVELOPMENT
44,45,4.019,FRONT MICROBIOL,207,0,0,2,6,6,4,11,5,14,15,144,GENES & DEVELOPMENT
45,46,5.949,PLANT PHYSIOL,197,1,4,6,5,3,11,7,9,7,7,137,GENES & DEVELOPMENT
46,47,9.251,CURR BIOL,194,2,10,6,10,10,8,9,5,18,14,102,GENES & DEVELOPMENT
47,48,6.537000000000001,STEM CELL REP,194,0,8,14,13,13,7,19,15,10,12,83,GENES & DEVELOPMENT
48,49,2.742,G3-GENES GENOM GENET,191,2,3,7,5,6,4,5,5,11,9,134,GENES & DEVELOPMENT
49,50,10.101,GENOME RES,187,0,9,11,13,19,10,23,15,7,11,69,GENES & DEVELOPMENT
50,51,13.333,NAT STRUCT MOL BIOL,179,0,11,9,23,11,10,12,10,8,2,83,GENES & DEVELOPMENT
51,52,1.922,MOL MED REP,177,1,3,5,4,4,5,10,8,15,12,110,GENES & DEVELOPMENT
52,53,6.4910000000000005,CANCER LETT,176,0,8,6,7,14,12,13,15,7,13,81,GENES & DEVELOPMENT
53,54,13.251,J CLIN INVEST,167,1,4,6,17,5,8,9,15,5,13,84,GENES & DEVELOPMENT
54,55,5.354,J EXP BOT,167,2,2,6,2,3,4,8,3,8,4,125,GENES & DEVELOPMENT
55,56,8.0,CELL DEATH DIFFER,165,1,10,5,7,14,8,8,13,5,11,83,GENES & DEVELOPMENT
56,57,10.556,TRENDS GENET,165,5,11,14,12,7,10,10,9,6,10,71,GENES & DEVELOPMENT
57,58,5.279,CRIT REV BIOCHEM MOL,154,1,3,7,7,10,11,8,7,12,5,83,GENES & DEVELOPMENT
58,59,9.247,CSH PERSPECT BIOL,152,0,0,1,3,6,4,9,4,5,12,108,GENES & DEVELOPMENT
59,60,41.058,SCIENCE,151,4,10,18,11,5,10,12,5,0,4,72,GENES & DEVELOPMENT
60,61,15.132,BLOOD,149,0,7,3,9,8,8,14,9,10,6,75,GENES & DEVELOPMENT
61,62,5.666,PHILOS T R SOC B,149,4,20,20,9,6,16,11,5,3,5,50,GENES & DEVELOPMENT
62,63,3.512,MOL BIOL CELL,142,0,8,3,7,5,7,12,8,4,9,79,GENES & DEVELOPMENT
63,64,3.3089999999999997,EXP CELL RES,141,0,1,3,5,6,4,9,8,13,9,83,GENES & DEVELOPMENT
64,65,2.9989999999999997,FEBS LETT,141,2,1,2,4,6,15,8,7,7,7,82,GENES & DEVELOPMENT
65,66,4.368,J VIROL,141,1,2,9,1,1,11,7,6,3,4,96,GENES & DEVELOPMENT
66,67,5.843999999999999,WIRES RNA,141,0,5,7,9,2,6,6,9,10,10,77,GENES & DEVELOPMENT
67,68,13.214,GENOME BIOL,140,4,8,15,16,15,5,12,9,7,6,43,GENES & DEVELOPMENT
68,69,8.228,PLANT CELL,140,0,5,6,5,3,10,8,7,6,1,89,GENES & DEVELOPMENT
69,70,8.749,EMBO REP,139,2,8,13,6,2,15,7,11,3,6,66,GENES & DEVELOPMENT
70,71,2.217,BIOL OPEN,136,0,1,1,3,3,7,5,1,3,7,105,GENES & DEVELOPMENT
71,72,5.775,PLANT J,136,1,0,6,5,0,6,12,5,4,5,92,GENES & DEVELOPMENT
72,73,2.498,GENE,135,0,3,3,3,3,8,5,10,6,11,83,GENES & DEVELOPMENT
73,74,4.461,DNA REPAIR,134,0,9,9,8,10,8,9,7,9,7,58,GENES & DEVELOPMENT
74,75,5.511,FRONT IMMUNOL,134,1,5,4,6,4,3,5,9,7,4,86,GENES & DEVELOPMENT
75,76,4.902,HUM MOL GENET,132,0,3,7,2,10,7,6,5,5,7,80,GENES & DEVELOPMENT
76,77,2.9760000000000004,ONCOL REP,132,0,1,2,4,10,3,9,9,7,7,80,GENES & DEVELOPMENT
77,78,4.021,CHROMOSOMA,127,0,9,3,11,6,9,5,4,6,8,66,GENES & DEVELOPMENT
78,79,4.419,BIOESSAYS,126,1,8,11,12,4,5,10,11,5,7,52,GENES & DEVELOPMENT
79,80,5.595,FASEB J,125,0,0,4,5,5,6,8,7,6,10,74,GENES & DEVELOPMENT
80,81,4.53,FEBS J,125,1,6,10,4,8,7,5,3,3,10,68,GENES & DEVELOPMENT
81,82,3.923,J CELL PHYSIOL,125,0,1,2,1,4,7,9,3,4,9,85,GENES & DEVELOPMENT
82,83,19.064,NAT CELL BIOL,123,4,10,5,7,6,13,10,6,5,8,49,GENES & DEVELOPMENT
83,84,3.761,VIRUSES-BASEL,121,1,5,3,3,5,2,3,3,8,5,83,GENES & DEVELOPMENT
84,85,3.998,METHODS,118,0,7,8,11,8,7,5,2,4,3,63,GENES & DEVELOPMENT
85,86,3.574,CURR GENET,117,0,2,2,4,2,7,5,4,8,8,75,GENES & DEVELOPMENT
86,87,3.11,CURR TOP DEV BIOL,117,0,1,2,3,2,1,5,4,3,6,90,GENES & DEVELOPMENT
87,88,2.5069999999999997,DEV DYNAM,117,0,4,2,2,4,3,1,1,2,7,91,GENES & DEVELOPMENT
88,89,3.563,MOL CELL ENDOCRINOL,117,0,3,2,0,6,1,6,4,6,12,77,GENES & DEVELOPMENT
89,90,6.377999999999999,SCI SIGNAL,117,0,2,3,5,6,3,8,7,4,9,70,GENES & DEVELOPMENT
90,91,3.9019999999999997,FRONT MOL NEUROSCI,115,1,1,3,3,11,2,5,2,6,15,66,GENES & DEVELOPMENT
91,92,3.622,INT REV CEL MOL BIO,114,0,0,4,7,3,3,1,10,6,7,73,GENES & DEVELOPMENT
92,93,2.9589999999999996,J CELL BIOCHEM,114,0,2,2,1,4,3,10,2,5,9,76,GENES & DEVELOPMENT
93,94,23.29,CELL STEM CELL,113,2,5,14,4,9,7,7,6,4,9,46,GENES & DEVELOPMENT
94,95,3.3939999999999997,FRONT PHYSIOL,113,1,2,5,5,2,5,5,17,5,8,58,GENES & DEVELOPMENT
95,96,5.587000000000001,STEM CELLS,113,0,3,4,8,7,5,6,7,2,8,63,GENES & DEVELOPMENT
96,97,5.0760000000000005,MOL NEUROBIOL,112,0,0,3,3,5,6,2,6,2,8,77,GENES & DEVELOPMENT
97,98,3.487,CELL SIGNAL,111,0,0,0,9,2,3,1,2,4,5,85,GENES & DEVELOPMENT
98,99,6.1579999999999995,PLOS PATHOG,111,1,1,2,4,3,3,2,8,8,6,73,GENES & DEVELOPMENT
99,100,10.199,CLIN CANCER RES,110,1,3,4,2,12,10,8,6,1,7,56,GENES & DEVELOPMENT
0,1,,ALL Journals,1694,72,196,538,270,227,391,0,0,0,0,0,GigaScience
1,2,,ALL OTHERS (324),324,10,36,110,57,50,61,0,0,0,0,0,GigaScience
2,3,4.122,SCI REP-UK,113,1,9,43,14,19,27,0,0,0,0,0,GigaScience
3,4,7.267,GIGASCIENCE,96,21,17,22,4,7,25,0,0,0,0,0,GigaScience
4,5,2.766,PLOS ONE,69,2,7,25,7,7,21,0,0,0,0,0,GigaScience
5,6,3.73,BMC GENOMICS,33,0,2,8,1,6,16,0,0,0,0,0,GigaScience
6,7,4.019,FRONT MICROBIOL,32,3,8,4,0,9,8,0,0,0,0,0,GigaScience
7,8,12.353,NAT COMMUN,30,2,2,10,4,0,12,0,0,0,0,0,GigaScience
8,9,5.481,BIOINFORMATICS,28,0,2,11,7,4,4,0,0,0,0,0,GigaScience
9,10,3.677,FRONT PLANT SCI,28,1,8,6,8,1,4,0,0,0,0,0,GigaScience
10,11,10.101,GENOME RES,20,1,1,7,2,2,7,0,0,0,0,0,GigaScience
11,12,,INT J DIGIT LIBRARIE,20,0,0,8,6,2,4,0,0,0,0,0,GigaScience
12,13,2.1180000000000003,PEERJ,20,2,3,6,1,2,6,0,0,0,0,0,GigaScience
13,14,2.742,G3-GENES GENOM GENET,19,4,1,8,2,2,2,0,0,0,0,0,GigaScience
14,15,3.94,GENOME BIOL EVOL,19,1,0,3,7,2,6,0,0,0,0,0,GigaScience
15,16,6.131,MOL ECOL,19,1,4,5,1,5,3,0,0,0,0,0,GigaScience
16,17,27.125,NAT GENET,18,0,1,9,2,3,3,0,0,0,0,0,GigaScience
17,18,41.577,NATURE,18,0,2,3,4,3,6,0,0,0,0,0,GigaScience
18,19,9.133,MICROBIOME,16,1,2,4,0,6,3,0,0,0,0,0,GigaScience
19,20,11.561,NUCLEIC ACIDS RES,16,1,1,4,5,0,5,0,0,0,0,0,GigaScience
20,21,13.214,GENOME BIOL,14,0,0,3,3,1,7,0,0,0,0,0,GigaScience
21,22,10.217,MOL BIOL EVOL,14,1,0,6,1,1,5,0,0,0,0,0,GigaScience
22,23,4.075,GENETICS,12,0,1,7,1,1,2,0,0,0,0,0,GigaScience
23,24,5.54,PLOS GENET,12,0,0,9,0,0,3,0,0,0,0,0,GigaScience
24,25,0.488,MITOCHONDRIAL DNA B,11,0,2,1,0,0,8,0,0,0,0,0,GigaScience
25,26,5.426,NEUROIMAGE,10,0,2,4,4,0,0,0,0,0,0,0,GigaScience
26,27,7.433,NEW PHYTOL,10,0,1,1,3,1,4,0,0,0,0,0,GigaScience
27,28,,ONCOTARGET,10,1,2,5,1,0,1,0,0,0,0,0,GigaScience
28,29,9.504,P NATL ACAD SCI USA,10,0,2,5,0,0,3,0,0,0,0,0,GigaScience
29,30,5.311,SCI DATA,10,1,0,2,3,1,3,0,0,0,0,0,GigaScience
30,31,2.213,BMC BIOINFORMATICS,9,0,0,1,1,1,6,0,0,0,0,0,GigaScience
31,32,3.687,INT J MOL SCI,9,0,3,2,2,0,2,0,0,0,0,0,GigaScience
32,33,2.533,J BIOTECHNOL,9,0,2,2,1,1,3,0,0,0,0,0,GigaScience
33,34,8.855,AM J HUM GENET,8,0,0,8,0,0,0,0,0,0,0,0,GigaScience
34,35,1.9369999999999998,MAR GENOM,8,0,0,2,2,0,4,0,0,0,0,0,GigaScience
35,36,3.511,METABOLOMICS,8,0,3,0,0,5,0,0,0,0,0,0,GigaScience
36,37,4.412,MOL PHYLOGENET EVOL,8,0,0,2,1,1,4,0,0,0,0,0,GigaScience
37,38,,NEXTG SEQ BIOINFXB,8,0,0,4,4,0,0,0,0,0,0,0,GigaScience
38,39,5.775,PLANT J,8,0,0,1,4,0,3,0,0,0,0,0,GigaScience
39,40,3.955,PLOS COMPUT BIOL,8,0,1,2,2,3,0,0,0,0,0,0,GigaScience
40,41,7.6160000000000005,ELIFE,7,0,0,3,1,1,2,0,0,0,0,0,GigaScience
41,42,,IEEE INT C BIOINFORM,7,1,1,1,2,0,2,0,0,0,0,0,GigaScience
42,43,5.354,J EXP BOT,7,1,1,1,3,0,1,0,0,0,0,0,GigaScience
43,44,4.912,ADV ECOL RES,6,0,2,2,0,2,0,0,0,0,0,0,GigaScience
44,45,2.34,ECOL EVOL,6,0,1,2,0,2,1,0,0,0,0,0,GigaScience
45,46,4.974,ENVIRON MICROBIOL,6,0,1,0,0,1,4,0,0,0,0,0,GigaScience
46,47,3.495,FEMS MICROBIOL ECOL,6,0,1,1,1,3,0,0,0,0,0,0,GigaScience
47,48,7.059,MOL ECOL RESOUR,6,0,0,0,1,2,3,0,0,0,0,0,GigaScience
48,49,9.326,MOL PLANT,6,0,1,0,3,0,2,0,0,0,0,0,GigaScience
49,50,5.949,PLANT PHYSIOL,6,0,2,1,3,0,0,0,0,0,0,0,GigaScience
50,51,11.511,SCI ADV,6,0,0,2,1,1,2,0,0,0,0,0,GigaScience
51,52,3.016,AM J MED GENET B,5,0,0,5,0,0,0,0,0,0,0,0,GigaScience
52,53,6.042000000000001,ANAL CHEM,5,0,0,2,0,3,0,0,0,0,0,0,GigaScience
53,54,4.277,ANN NY ACAD SCI,5,0,1,2,2,0,0,0,0,0,0,0,GigaScience
54,55,3.633,APPL ENVIRON MICROB,5,0,0,0,0,1,4,0,0,0,0,0,GigaScience
55,56,5.77,BMC BIOL,5,0,1,0,2,2,0,0,0,0,0,0,GigaScience
56,57,4.148,COMPUT STRUCT BIOTEC,5,0,0,1,1,0,3,0,0,0,0,0,GigaScience
57,58,3.978,DATABASE-OXFORD,5,0,2,1,0,1,1,0,0,0,0,0,GigaScience
58,59,3.1910000000000003,GENES-BASEL,5,0,0,3,1,0,1,0,0,0,0,0,GigaScience
59,60,4.902,HUM MOL GENET,5,0,0,4,0,1,0,0,0,0,0,0,GigaScience
60,61,1.932,INT J SYST EVOL MICR,5,0,0,0,0,0,5,0,0,0,0,0,GigaScience
61,62,9.52,ISME J,5,0,0,2,0,1,2,0,0,0,0,0,GigaScience
62,63,4.379,MAR DRUGS,5,0,3,0,1,0,1,0,0,0,0,0,GigaScience
63,64,6.3629999999999995,METHODS ECOL EVOL,5,0,2,1,0,2,0,0,0,0,0,0,GigaScience
64,65,3.0980000000000003,MOLECULES,5,0,3,1,0,0,1,0,0,0,0,0,GigaScience
65,66,5.75,MSYSTEMS,5,0,0,1,0,3,1,0,0,0,0,0,GigaScience
66,67,35.724000000000004,NAT BIOTECHNOL,5,0,1,1,1,1,1,0,0,0,0,0,GigaScience
67,68,41.465,NAT REV GENET,5,0,0,1,3,0,1,0,0,0,0,0,GigaScience
68,69,2.665,PHYS MED BIOL,5,0,0,0,5,0,0,0,0,0,0,0,GigaScience
69,70,9.163,PLOS BIOL,5,1,0,2,1,0,1,0,0,0,0,0,GigaScience
70,71,,ACMBCB 2017 P 8 ACXB,4,0,0,2,0,1,1,0,0,0,0,0,GigaScience
71,72,1.841,ANIM GENET,4,0,1,3,0,0,0,0,0,0,0,0,GigaScience
72,73,1.187,APPL PLANT SCI,4,0,0,0,2,0,2,0,0,0,0,0,GigaScience
73,74,3.0269999999999997,BMC EVOL BIOL,4,1,0,0,2,1,0,0,0,0,0,0,GigaScience
74,75,31.398000000000003,CELL,4,0,0,2,2,0,0,0,0,0,0,0,GigaScience
75,76,8.982000000000001,CELL SYST,4,1,0,3,0,0,0,0,0,0,0,0,GigaScience
76,77,0.742,CONSERV GENET RESOUR,4,0,1,0,0,0,3,0,0,0,0,0,GigaScience
77,78,9.251,CURR BIOL,4,0,0,3,0,1,0,0,0,0,0,0,GigaScience
78,79,5.043,DEPRESS ANXIETY,4,0,2,2,0,0,0,0,0,0,0,0,GigaScience
79,80,2.9130000000000003,DEV COMP IMMUNOL,4,2,1,0,1,0,0,0,0,0,0,0,GigaScience
80,81,5.415,DNA RES,4,0,0,0,1,0,3,0,0,0,0,0,GigaScience
81,82,2.6710000000000003,ECOSPHERE,4,1,0,3,0,0,0,0,0,0,0,0,GigaScience
82,83,3.636,EUR J HUM GENET,4,0,0,4,0,0,0,0,0,0,0,0,GigaScience
83,84,4.803,FERTIL STERIL,4,0,0,1,3,0,0,0,0,0,0,0,GigaScience
84,85,3.877,FRONT NEUROSCI-SWITZ,4,0,0,0,3,1,0,0,0,0,0,0,GigaScience
85,86,0.68,GENES GENOM,4,0,0,0,1,1,2,0,0,0,0,0,GigaScience
86,87,3.7430000000000003,GENET SEL EVOL,4,0,0,4,0,0,0,0,0,0,0,0,GigaScience
87,88,,GENOM DATA,4,0,0,0,0,0,4,0,0,0,0,0,GigaScience
88,89,3.247,INT J BIOCHEM CELL B,4,0,1,1,0,1,1,0,0,0,0,0,GigaScience
89,90,5.2170000000000005,J ANTIMICROB CHEMOTH,4,0,1,1,1,0,1,0,0,0,0,0,GigaScience
90,91,1.1909999999999998,J COMPUT BIOL,4,0,0,1,0,1,2,0,0,0,0,0,GigaScience
91,92,1.7009999999999998,J MICROBIOL METH,4,0,0,0,0,3,1,0,0,0,0,0,GigaScience
92,93,3.575,MSPHERE,4,0,2,0,0,1,1,0,0,0,0,0,GigaScience
93,94,,NAT ECOL EVOL,4,0,2,0,1,0,1,0,0,0,0,0,GigaScience
94,95,4.454,NEUROBIOL AGING,4,0,0,4,0,0,0,0,0,0,0,0,GigaScience
95,96,3.1630000000000003,PARASITE VECTOR,4,0,3,1,0,0,0,0,0,0,0,0,GigaScience
96,97,8.228,PLANT CELL,4,1,0,0,3,0,0,0,0,0,0,0,GigaScience
97,98,1.6,STAND GENOMIC SCI,4,0,0,0,0,0,4,0,0,0,0,0,GigaScience
98,99,8.523,SYST BIOL,4,0,0,2,1,0,1,0,0,0,0,0,GigaScience
99,100,4.691,TRANSL PSYCHIAT,4,0,0,4,0,0,0,0,0,0,0,0,GigaScience
0,1,,ALL Journals,13417,237,845,938,988,1088,908,773,854,622,690,5474,GLIA
1,2,,ALL OTHERS (536),536,2,24,19,32,45,23,40,38,26,30,257,GLIA
2,3,5.846,GLIA,750,20,76,81,56,61,54,41,29,25,40,267,GLIA
3,4,4.122,SCI REP-UK,442,13,26,32,28,33,33,25,33,29,16,174,GLIA
4,5,2.772,NEUROCHEM RES,341,7,19,27,33,13,24,18,19,12,18,151,GLIA
5,6,5.0760000000000005,MOL NEUROBIOL,253,0,5,16,21,24,22,14,15,6,17,113,GLIA
