,Unnamed: 0,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
50,51,12.423,NAT PROTOC,59,0,2,3,6,9,7,1,3,3,7,18,JOURNAL OF CELL BIOLOGY
51,52,4.651,BBA-MOL CELL RES,58,0,13,4,4,9,4,2,3,2,2,15,JOURNAL OF CELL BIOLOGY
52,53,9.247,CSH PERSPECT BIOL,57,0,1,10,18,14,4,5,4,1,0,0,JOURNAL OF CELL BIOLOGY
53,54,15.132,BLOOD,56,0,2,0,2,1,8,7,6,4,5,21,JOURNAL OF CELL BIOLOGY
54,55,8.000,CELL DEATH DIFFER,55,1,2,5,5,5,10,9,1,5,1,11,JOURNAL OF CELL BIOLOGY
55,56,2.283,YEAST,55,0,0,2,0,1,1,0,0,0,1,50,JOURNAL OF CELL BIOLOGY
56,57,20.154,ANNU REV BIOCHEM,54,2,1,5,3,5,6,3,1,6,1,21,JOURNAL OF CELL BIOLOGY
57,58,32.621,NAT MED,54,0,4,5,4,5,2,10,0,4,4,16,JOURNAL OF CELL BIOLOGY
58,59,2.559,BIOCHEM BIOPH RES CO,53,2,1,1,1,4,2,4,3,1,4,30,JOURNAL OF CELL BIOLOGY
59,60,4.539,J IMMUNOL,52,0,1,4,4,4,6,5,1,1,0,26,JOURNAL OF CELL BIOLOGY
60,61,1.984,METHOD ENZYMOL,52,1,0,1,1,3,2,2,3,2,1,36,JOURNAL OF CELL BIOLOGY
61,62,35.724,NAT BIOTECHNOL,52,0,0,3,4,8,4,4,9,0,8,12,JOURNAL OF CELL BIOLOGY
62,63, ,METHOD MOL BIOL,51,3,10,1,3,9,5,3,5,1,3,8,JOURNAL OF CELL BIOLOGY
63,64,32.635,NAT REV NEUROSCI,49,0,5,6,4,4,6,3,4,2,2,13,JOURNAL OF CELL BIOLOGY
64,65,2.997,BIOCHEMISTRY-US,48,0,2,0,1,2,0,3,4,2,1,33,JOURNAL OF CELL BIOLOGY
65,66,3.309,EXP CELL RES,48,1,1,3,0,3,2,1,2,1,4,30,JOURNAL OF CELL BIOLOGY
66,67,22.844,CANCER CELL,46,2,3,2,5,2,7,7,5,1,2,10,JOURNAL OF CELL BIOLOGY
67,68,19.734,IMMUNITY,46,1,3,5,0,6,5,4,3,2,3,14,JOURNAL OF CELL BIOLOGY
68,69,10.790,J EXP MED,46,1,7,0,0,1,3,2,1,3,0,28,JOURNAL OF CELL BIOLOGY
69,70,21.809,NAT IMMUNOL,46,0,4,1,7,4,3,3,5,1,2,16,JOURNAL OF CELL BIOLOGY
70,71,42.784,NAT REV CANCER,45,0,1,3,2,1,4,7,3,2,3,19,JOURNAL OF CELL BIOLOGY
71,72,11.100,AUTOPHAGY,44,1,7,5,1,10,1,5,3,3,1,7,JOURNAL OF CELL BIOLOGY
72,73,5.236,MOL CELL PROTEOMICS,44,0,1,3,8,4,5,2,3,3,6,9,JOURNAL OF CELL BIOLOGY
73,74,3.304,CELL CYCLE,42,0,4,1,8,6,5,5,3,4,3,3,JOURNAL OF CELL BIOLOGY
74,75,41.465,NAT REV GENET,42,0,1,2,5,6,4,2,6,0,3,13,JOURNAL OF CELL BIOLOGY
75,76,13.214,GENOME BIOL,41,1,1,3,4,4,2,5,3,1,3,14,JOURNAL OF CELL BIOLOGY
76,77,4.368,J VIROL,40,0,0,1,4,1,1,1,3,0,2,27,JOURNAL OF CELL BIOLOGY
77,78,3.433,J STRUCT BIOL,38,0,1,5,0,2,3,2,2,2,0,21,JOURNAL OF CELL BIOLOGY
78,79,6.721,CELL MOL LIFE SCI,37,2,9,6,2,7,4,4,0,1,0,2,JOURNAL OF CELL BIOLOGY
79,80,2.507,DEV DYNAM,36,0,1,0,0,2,2,4,4,1,1,21,JOURNAL OF CELL BIOLOGY
80,81,15.678,TRENDS BIOCHEM SCI,36,1,6,6,1,3,2,0,5,1,1,10,JOURNAL OF CELL BIOLOGY
81,82,1.588,METHOD CELL BIOL,35,1,3,5,3,4,0,0,4,1,3,11,JOURNAL OF CELL BIOLOGY
82,83,6.158,PLOS PATHOG,34,3,2,2,6,4,5,4,2,2,1,3,JOURNAL OF CELL BIOLOGY
83,84,6.378,SCI SIGNAL,34,0,2,5,3,8,5,5,3,1,2,0,JOURNAL OF CELL BIOLOGY
84,85,8.855,AM J HUM GENET,33,0,3,2,2,3,0,5,3,2,2,11,JOURNAL OF CELL BIOLOGY
85,86,17.872,CELL HOST MICROBE,33,1,0,6,1,6,10,0,2,4,1,2,JOURNAL OF CELL BIOLOGY
86,87,5.595,FASEB J,33,0,2,2,2,2,4,2,2,2,1,14,JOURNAL OF CELL BIOLOGY
87,88,23.290,CELL STEM CELL,32,1,2,2,5,2,5,5,2,3,5,0,JOURNAL OF CELL BIOLOGY
88,89,10.101,GENOME RES,32,0,2,4,2,3,8,2,2,1,0,8,JOURNAL OF CELL BIOLOGY
89,90,24.014,PHYSIOL REV,32,0,0,5,6,5,2,2,2,1,1,8,JOURNAL OF CELL BIOLOGY
90,91,3.394,BIOCHEM SOC T,31,0,1,6,0,3,3,3,2,2,1,10,JOURNAL OF CELL BIOLOGY
91,92,3.998,METHODS,30,2,0,3,3,2,2,2,1,0,1,14,JOURNAL OF CELL BIOLOGY
92,93,4.609,J NEUROCHEM,29,0,5,1,0,0,1,2,1,3,1,15,JOURNAL OF CELL BIOLOGY
93,94,41.982,NAT REV IMMUNOL,28,0,6,0,3,5,1,2,0,2,1,8,JOURNAL OF CELL BIOLOGY
94,95,4.966,BBA-MOL CELL BIOL L,27,0,7,5,3,1,2,1,0,1,0,7,JOURNAL OF CELL BIOLOGY
95,96,2.939,EUR J CELL BIOL,27,0,2,0,3,0,0,3,1,0,2,16,JOURNAL OF CELL BIOLOGY
96,97,3.219,J BACTERIOL,27,0,1,0,0,1,0,0,0,1,1,23,JOURNAL OF CELL BIOLOGY
97,98,8.500,MOL SYST BIOL,27,0,0,3,2,1,1,8,4,6,0,2,JOURNAL OF CELL BIOLOGY
98,99,13.843,NAT CHEM BIOL,27,1,6,1,2,4,2,3,0,4,3,1,JOURNAL OF CELL BIOLOGY
99,100,6.138,SEMIN CELL DEV BIOL,27,3,6,1,8,1,0,3,1,0,2,2,JOURNAL OF CELL BIOLOGY
0,1, ,ALL Journals,16092,104,584,1234,1295,1178,1137,1074,929,826,726,7005,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
1,2, ,ALL OTHERS (973),973,3,46,78,90,71,56,63,65,39,43,419,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
2,3,6.045,J CEREBR BLOOD F MET,1203,44,67,82,88,90,79,106,63,54,50,480,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
3,4,6.239,STROKE,941,3,18,50,55,64,55,61,34,92,47,462,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
4,5,5.971,J NEUROSCI,385,2,9,31,29,29,33,28,25,26,25,148,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
5,6,5.426,NEUROIMAGE,378,0,16,17,44,33,42,23,26,25,25,127,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
6,7,9.504,P NATL ACAD SCI USA,323,0,7,9,7,23,16,18,29,11,10,193,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
7,8,10.848,BRAIN,286,0,6,11,23,18,34,30,19,26,4,115,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
8,9,3.125,BRAIN RES,281,0,8,10,2,10,13,5,12,16,9,196,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
9,10,4.082,MAGN RESON MED,276,0,6,19,9,14,15,8,11,13,17,164,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
10,11,2.766,PLOS ONE,265,1,8,37,58,63,34,34,16,7,4,3,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
11,12,10.250,ANN NEUROL,240,0,4,14,18,22,8,16,20,7,16,115,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
12,13,8.055,NEUROLOGY,218,0,1,7,12,24,17,13,7,11,9,117,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
13,14,4.609,J NEUROCHEM,190,1,5,7,8,8,12,10,11,11,5,112,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
14,15,4.011,J BIOL CHEM,175,0,0,5,15,5,10,8,6,10,3,113,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
15,16,41.577,NATURE,162,0,3,8,18,4,17,10,28,5,3,66,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
16,17,14.319,NEURON,153,0,3,48,9,11,6,7,15,2,7,45,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
17,18,3.382,NEUROSCIENCE,152,1,2,12,16,10,10,7,11,10,11,62,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
18,19,3.653,AM J NEURORADIOL,135,0,3,14,9,11,6,8,7,12,6,59,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
19,20,7.439,J NUCL MED,133,2,12,8,7,8,6,7,6,11,7,59,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
20,21,4.319,J NEUROSURG,129,0,2,6,6,5,2,3,3,4,6,92,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
21,22,27.144,LANCET NEUROL,122,0,4,7,7,17,14,26,12,9,10,16,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
22,23,5.002,J NEUROTRAUM,121,6,12,7,7,7,7,13,3,11,3,45,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
23,24,4.540,J PHYSIOL-LONDON,115,0,4,7,1,5,9,5,3,6,7,68,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
24,25,2.502,J NEUROPHYSIOL,113,0,1,0,5,5,3,1,2,2,2,92,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
25,26,41.058,SCIENCE,110,0,0,3,6,10,4,3,3,2,3,76,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
26,27,5.227,NEUROBIOL DIS,106,0,7,9,9,7,11,5,12,10,8,28,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
27,28,3.569,AM J PHYSIOL-HEART C,104,0,1,3,4,3,7,10,3,3,4,66,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
28,29,4.454,NEUROBIOL AGING,102,0,3,16,16,8,14,5,5,4,6,25,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
29,30,32.621,NAT MED,97,0,3,0,2,11,4,32,4,6,3,32,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
30,31,4.483,EXP NEUROL,94,0,2,11,5,6,14,1,4,5,7,39,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
31,32,19.912,NAT NEUROSCI,94,0,4,8,3,10,1,9,4,3,5,47,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
32,33,79.260,NEW ENGL J MED,91,0,1,28,2,7,6,3,2,6,2,34,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
33,34,32.635,NAT REV NEUROSCI,90,0,1,5,14,9,7,8,2,7,2,35,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
34,35,15.211,CIRC RES,88,0,1,1,2,2,8,0,5,1,3,65,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
35,36,24.014,PHYSIOL REV,88,0,0,18,0,2,1,4,5,1,2,55,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
36,37,15.876,ACTA NEUROPATHOL,87,0,3,5,4,5,5,6,7,4,3,45,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
37,38,7.469,RADIOLOGY,81,0,3,5,5,8,13,3,2,8,4,30,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
38,39,18.881,CIRCULATION,80,0,5,4,7,4,5,7,2,4,3,39,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
39,40,2.668,J NEUROSCI METH,79,0,1,7,4,4,3,7,5,7,5,36,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
40,41,3.256,J APPL PHYSIOL,76,0,1,3,9,1,2,1,1,3,5,50,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
41,42,13.251,J CLIN INVEST,75,0,3,2,7,2,6,5,0,1,1,48,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
42,43,4.475,NEUROSURGERY,71,0,1,3,1,3,5,7,4,2,2,43,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
43,44,3.031,NMR BIOMED,71,0,6,5,8,5,1,9,7,3,5,22,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
44,45,5.846,GLIA,70,0,7,3,6,6,5,2,7,6,2,26,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
45,46,3.612,J MAGN RESON IMAGING,70,2,2,11,7,7,9,1,6,3,1,21,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
46,47,53.254,LANCET,66,0,1,8,7,1,4,0,4,5,3,33,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
47,48,3.476,J ALZHEIMERS DIS,62,0,6,10,10,6,10,8,7,2,1,2,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
48,49,2.159,NEUROSCI LETT,62,0,2,5,1,3,2,5,3,2,4,35,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
49,50,31.398,CELL,61,0,0,8,5,4,2,7,3,1,4,27,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
50,51,14.163,PROG NEUROBIOL,57,2,6,1,15,0,1,4,6,1,4,17,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
51,52,8.266,TRANSL STROKE RES,57,1,3,15,14,11,1,11,1,0,0,0,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
52,53, ,AM J PHYSIOL,56,0,0,0,0,0,0,0,0,0,0,56,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
53,54,3.163,NEUROCRIT CARE,56,0,2,11,14,3,2,8,4,4,2,6,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
54,55,7.704,EUR J NUCL MED MOL I,53,0,5,5,4,3,7,5,3,1,4,16,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
55,56,5.193,J NEUROINFLAMM,53,0,4,12,10,6,8,9,1,0,2,1,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
56,57,6.308,CEREB CORTEX,51,1,3,8,4,3,2,4,3,1,5,17,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
57,58,7.144,J NEUROL NEUROSUR PS,51,0,2,5,3,1,3,4,3,1,4,25,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
58,59, ,ACTA NEUROCHIR SUPPL,50,0,1,3,0,9,4,9,1,0,2,21,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
59,60,2.931,CEREBROVASC DIS,46,0,2,2,4,5,4,7,1,2,5,14,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
60,61,2.832,EUR J NEUROSCI,45,0,0,2,3,1,1,4,3,4,3,24,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
61,62,4.927,HUM BRAIN MAPP,45,1,2,6,4,5,4,1,3,2,0,17,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
62,63,6.823,HYPERTENSION,44,0,2,4,3,2,4,2,0,6,5,16,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
63,64,3.859,INT J STROKE,44,1,1,9,12,4,9,1,0,2,1,4,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
64,65,11.439,TRENDS NEUROSCI,44,0,0,3,1,1,2,1,1,6,1,28,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
65,66,2.662,J NEUROSCI RES,42,0,3,5,2,2,3,1,2,4,1,19,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
66,67,8.784,J CELL BIOL,40,0,1,1,0,1,0,0,3,0,3,31,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
67,68,2.448,J NEUROL SCI,40,0,1,1,0,0,2,2,1,4,4,25,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
68,69,3.490,J NEUROPATH EXP NEUR,40,0,0,2,4,1,2,3,0,1,2,25,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
69,70,19.819,NAT REV NEUROL,40,0,3,13,6,5,8,0,3,2,0,0,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
70,71,5.595,FASEB J,39,0,1,2,0,2,3,2,2,4,3,20,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
71,72,3.706,J PHARMACOL EXP THER,39,0,0,0,1,0,1,4,3,1,2,27,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
72,73, ,ARCH NEUROL-CHICAGO,38,0,0,0,0,0,4,3,3,2,2,24,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
73,74,3.123,PEDIATR RES,36,0,1,2,2,3,2,0,1,1,0,24,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
74,75,6.187,BRAIN PATHOL,35,0,0,3,4,5,2,0,2,0,3,16,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
75,76,9.163,PLOS BIOL,35,0,1,6,1,1,1,0,19,0,0,6,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
76,77,2.559,BIOCHEM BIOPH RES CO,34,0,0,4,3,1,1,0,1,2,2,20,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
77,78,6.630,CRIT CARE MED,34,0,1,1,5,2,2,2,3,1,2,15,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
78,79,5.067,EPILEPSIA,34,0,1,0,2,1,5,2,2,2,0,19,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
79,80,4.069,AM J PATHOL,33,0,0,0,1,0,2,1,4,2,1,22,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
80,81,6.086,ARTERIOSCL THROM VAS,33,0,1,1,6,2,0,4,3,2,3,11,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
81,82,1.449,NEUROL RES,33,0,0,5,1,0,2,4,1,2,1,17,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
82,83,3.603,NEUROCHEM INT,32,1,1,1,0,2,2,3,4,5,2,11,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
83,84,4.249,NEUROPHARMACOLOGY,32,0,2,4,4,1,5,1,0,1,4,10,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
84,85,4.539,J IMMUNOL,31,0,0,1,6,0,2,2,2,3,2,13,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
85,86,4.122,SCI REP-UK,31,3,10,10,2,5,1,0,0,0,0,0,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
86,87,15.132,BLOOD,30,0,0,0,1,1,2,2,5,4,2,13,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
87,88,6.523,ANESTHESIOLOGY,29,0,0,2,0,1,2,1,1,1,0,21,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
88,89,4.277,ANN NY ACAD SCI,29,0,2,1,0,0,2,0,0,1,1,22,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
89,90,6.290,CARDIOVASC RES,29,0,1,1,2,0,4,0,1,2,2,16,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
90,91,7.273,DIABETES,29,0,1,2,2,2,2,0,1,3,3,13,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
91,92,2.564,MAGN RESON IMAGING,29,0,2,3,4,1,3,2,0,0,1,13,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
92,93,10.790,J EXP MED,27,0,0,4,1,2,2,2,2,1,0,13,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
93,94,26.919,NAT METHODS,27,0,2,2,0,1,10,2,5,0,0,5,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
94,95,2.203,NUCL MED BIOL,27,0,1,1,0,2,1,4,2,1,0,15,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
95,96,12.764,ALZHEIMERS DEMENT,26,0,1,6,2,3,1,8,1,1,2,1,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
96,97,3.454,AM J PHYSIOL-CELL PH,26,0,1,0,1,0,0,2,0,1,3,18,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
97,98,3.173,BEHAV BRAIN RES,26,0,1,1,2,2,1,2,1,3,0,13,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
98,99,6.306,BRAIN BEHAV IMMUN,26,2,4,6,2,2,2,0,4,0,0,4,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
99,100,5.108,BBA-MOL BASIS DIS,25,0,9,0,3,1,5,2,3,1,0,1,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
0,1, ,ALL Journals,2808,40,170,204,207,200,223,189,163,191,132,1089,Journal of Molecular Cell Biology
1,2, ,ALL OTHERS (324),324,8,28,28,31,28,26,30,11,18,17,99,Journal of Molecular Cell Biology
2,3,4.011,J BIOL CHEM,149,0,2,7,6,6,5,11,13,9,7,83,Journal of Molecular Cell Biology
3,4,41.577,NATURE,142,0,2,3,6,4,11,5,4,10,7,90,Journal of Molecular Cell Biology
4,5,9.504,P NATL ACAD SCI USA,120,1,3,1,5,9,5,13,7,9,4,63,Journal of Molecular Cell Biology
5,6,31.398,CELL,93,0,2,3,8,3,11,1,2,5,4,54,Journal of Molecular Cell Biology
6,7,6.854,ONCOGENE,77,1,8,11,2,7,5,4,2,6,2,29,Journal of Molecular Cell Biology
7,8,3.813,MOL CELL BIOL,69,0,0,0,3,2,5,2,2,3,4,48,Journal of Molecular Cell Biology
8,9,41.058,SCIENCE,56,0,2,0,2,2,1,1,3,6,3,36,Journal of Molecular Cell Biology
9,10,11.561,NUCLEIC ACIDS RES,54,4,5,10,4,3,4,7,3,0,3,11,Journal of Molecular Cell Biology
10,11,14.248,MOL CELL,52,0,5,5,4,1,4,6,3,3,4,17,Journal of Molecular Cell Biology
11,12,10.557,EMBO J,51,0,0,2,0,1,0,2,1,3,1,41,Journal of Molecular Cell Biology
12,13,27.125,NAT GENET,50,1,2,2,1,4,7,3,4,3,2,21,Journal of Molecular Cell Biology
13,14,9.462,GENE DEV,45,0,2,1,2,4,0,3,1,2,0,30,Journal of Molecular Cell Biology
14,15,22.844,CANCER CELL,41,1,1,1,2,2,4,4,4,7,0,15,Journal of Molecular Cell Biology
15,16,9.130,CANCER RES,41,1,2,0,1,1,3,1,2,3,0,27,Journal of Molecular Cell Biology
16,17,15.132,BLOOD,36,1,0,3,2,3,1,5,2,1,1,17,Journal of Molecular Cell Biology
17,18,5.595,J MOL CELL BIOL,36,3,5,20,4,0,3,1,0,0,0,0,Journal of Molecular Cell Biology
18,19,2.766,PLOS ONE,33,1,1,7,4,3,6,3,3,3,1,1,Journal of Molecular Cell Biology
19,20,5.971,J NEUROSCI,32,0,0,3,3,5,3,1,4,2,1,10,Journal of Molecular Cell Biology
20,21,13.251,J CLIN INVEST,27,0,3,2,1,2,2,2,1,2,2,10,Journal of Molecular Cell Biology
21,22,2.559,BIOCHEM BIOPH RES CO,26,0,1,2,1,1,0,0,2,5,0,14,Journal of Molecular Cell Biology
22,23,2.999,FEBS LETT,21,0,1,0,1,1,1,0,0,1,2,14,Journal of Molecular Cell Biology
23,24,42.784,NAT REV CANCER,21,0,0,1,1,6,1,0,3,4,1,4,Journal of Molecular Cell Biology
24,25,8.000,CELL DEATH DIFFER,20,0,0,0,4,1,1,1,3,0,5,5,Journal of Molecular Cell Biology
25,26,3.304,CELL CYCLE,18,0,0,1,2,2,0,1,7,1,2,2,Journal of Molecular Cell Biology
26,27,12.353,NAT COMMUN,18,0,3,5,4,6,0,0,0,0,0,0,Journal of Molecular Cell Biology
27,28,6.086,ARTERIOSCL THROM VAS,17,0,0,3,0,3,2,2,2,2,1,2,Journal of Molecular Cell Biology
28,29,8.784,J CELL BIOL,17,0,1,0,3,0,1,1,1,0,1,9,Journal of Molecular Cell Biology
29,30,19.064,NAT CELL BIOL,17,0,0,0,1,2,0,3,0,0,4,7,Journal of Molecular Cell Biology
30,31,14.319,NEURON,17,0,1,1,0,1,3,0,2,0,0,9,Journal of Molecular Cell Biology
31,32,15.211,CIRC RES,16,1,1,1,1,1,2,0,1,0,2,6,Journal of Molecular Cell Biology
32,33,3.262,DEV BIOL,16,0,0,0,6,0,0,5,0,1,1,3,Journal of Molecular Cell Biology
33,34,7.273,DIABETES,16,0,0,2,1,3,1,1,3,0,3,2,Journal of Molecular Cell Biology
34,35,79.260,NEW ENGL J MED,16,0,1,0,2,1,0,1,2,4,1,4,Journal of Molecular Cell Biology
35,36,32.621,NAT MED,15,1,1,1,0,0,3,2,0,1,1,5,Journal of Molecular Cell Biology
36,37,8.032,CELL REP,14,0,3,2,4,4,1,0,0,0,0,0,Journal of Molecular Cell Biology
37,38,10.199,CLIN CANCER RES,14,1,2,0,1,3,1,0,0,1,1,4,Journal of Molecular Cell Biology
38,39,23.290,CELL STEM CELL,13,0,1,0,1,0,2,2,1,5,1,0,Journal of Molecular Cell Biology
39,40,5.413,DEVELOPMENT,13,0,0,1,0,0,1,3,0,1,0,7,Journal of Molecular Cell Biology
40,41,35.612,NAT REV MOL CELL BIO,13,0,0,0,0,2,2,1,0,2,1,5,Journal of Molecular Cell Biology
41,42,13.333,NAT STRUCT MOL BIOL,13,0,1,0,3,0,4,1,0,2,0,2,Journal of Molecular Cell Biology
42,43,5.540,PLOS GENET,13,1,1,1,3,0,0,3,1,1,0,2,Journal of Molecular Cell Biology
43,44, ,ONCOTARGET,12,0,6,2,3,0,0,1,0,0,0,0,Journal of Molecular Cell Biology
44,45,3.857,BIOCHEM J,11,0,1,1,0,0,2,0,0,3,0,4,Journal of Molecular Cell Biology
45,46,5.481,BIOINFORMATICS,11,1,3,1,1,1,0,0,0,1,0,3,Journal of Molecular Cell Biology
46,47,5.595,FASEB J,11,0,0,1,0,0,1,0,1,0,0,8,Journal of Molecular Cell Biology
47,48,4.902,HUM MOL GENET,11,0,0,2,1,0,0,0,0,0,1,7,Journal of Molecular Cell Biology
48,49,13.214,GENOME BIOL,10,1,0,1,1,0,1,1,1,1,1,2,Journal of Molecular Cell Biology
49,50,9.616,DEV CELL,9,0,0,1,1,0,0,0,1,0,0,6,Journal of Molecular Cell Biology
50,51, ,GENES CANCER,9,0,0,0,0,0,7,1,1,0,0,0,Journal of Molecular Cell Biology
51,52,6.253,J PATHOL,9,0,0,0,3,0,2,1,0,0,0,3,Journal of Molecular Cell Biology
52,53,21.809,NAT IMMUNOL,9,0,0,0,3,1,0,0,0,1,2,2,Journal of Molecular Cell Biology
53,54,19.912,NAT NEUROSCI,9,0,1,0,0,0,3,0,2,1,0,2,Journal of Molecular Cell Biology
54,55,5.587,STEM CELLS,9,0,1,1,2,1,2,0,1,0,0,1,Journal of Molecular Cell Biology
55,56,15.393,CELL RES,8,0,1,0,0,2,3,2,0,0,0,0,Journal of Molecular Cell Biology
56,57,9.247,CSH PERSPECT BIOL,8,0,1,0,0,0,2,0,1,4,0,0,Journal of Molecular Cell Biology
57,58,9.251,CURR BIOL,8,0,0,0,0,0,0,0,1,0,0,7,Journal of Molecular Cell Biology
