,Year,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,avgJifPercentile,Journal
5,2012,"23,923",4.9239999999999995,4.713,5.144,1.69,187,>10.0,6.9,0.03915,1.844,83.96,Not Available,92.317,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
6,2011,"23,198",4.763999999999999,4.654,4.953,1.295,244,>10.0,7.5,0.03995,1.751,92.21,Not Available,91.624,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
7,2010,"22,635",4.791,4.648,4.730,0.988,241,9.9,7.5,0.04351,1.650,93.78,Not Available,91.209,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
8,2009,"22,316",4.869,4.748,4.700,1.008,242,9.3,7.6,0.04713,1.550,95.45,Not Available,90.908,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
9,2008,"21,062",4.622,4.477,4.248,1.07,256,9.0,7.6,0.04595,1.323,94.92,Not Available,91.549,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
10,2007,"19,343",3.8569999999999998,3.738,3.901,0.91,233,8.9,7.5,0.05148,1.340,95.28,Not Available,86.72,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
11,2006,"18,854",3.63,3.52,Not Available,0.857,272,8.7,7.2,Not Available,Not Available,97.06,Not Available,85.775,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
12,2005,"17,199",3.122,2.97,Not Available,0.593,356,9.2,7.3,Not Available,Not Available,96.91,Not Available,82.796,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
13,2004,"17,106",3.11,2.904,Not Available,0.509,371,9.4,7.1,Not Available,Not Available,98.11,Not Available,84.187,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
14,2003,"15,831",3.035,2.8080000000000003,Not Available,0.401,362,9.4,7.0,Not Available,Not Available,96.13,Not Available,84.959,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
15,2002,"15,979",2.9389999999999996,2.7560000000000002,Not Available,0.635,318,9.3,6.9,Not Available,Not Available,94.03,Not Available,85.652,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
16,2001,"15,130",3.0239999999999996,2.7969999999999997,Not Available,0.517,319,9.5,7.2,Not Available,Not Available,95.92,Not Available,87.539,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
17,2000,"15,244",2.846,2.6310000000000002,Not Available,0.391,284,9.6,7.3,Not Available,Not Available,96.13,Not Available,86.466,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
18,1999,"15,095",2.735,2.53,Not Available,0.431,304,9.6,7.2,Not Available,Not Available,98.03,Not Available,84.937,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
19,1998,"13,908",2.938,2.6830000000000003,Not Available,0.273,344,9.6,7.1,Not Available,Not Available,98.26,Not Available,88.596,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
20,1997,"13,590",3.0410000000000004,2.822,Not Available,0.33299999999999996,282,9.1,7.0,Not Available,Not Available,98.23,Not Available,90.375,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY
0,2017,"176,159",5.971,5.64,6.518,1.157,931,9.5,8.9,0.266,2.654,100.0,31.04000,88.697,JOURNAL OF NEUROSCIENCE
1,2016,"171,800",5.9879999999999995,5.642,6.562,1.033,"1,014",8.9,8.5,0.31937,2.755,100.0,36.65886,88.61,JOURNAL OF NEUROSCIENCE
2,2015,"172,201",5.9239999999999995,5.468,6.780,1.148,"1,342",8.5,8.4,0.3522,2.779,100.0,40.14337,90.039,JOURNAL OF NEUROSCIENCE
3,2014,"173,265",6.343999999999999,5.858,7.348,1.188,"1,486",8.0,8.3,0.38326,2.862,100.0,42.92562,90.278,JOURNAL OF NEUROSCIENCE
4,2013,"167,915",6.747000000000001,6.098,7.648,1.232,"1,765",7.7,7.9,0.41315,3.058,100.0,45.53704,90.675,JOURNAL OF NEUROSCIENCE
5,2012,"160,915",6.9079999999999995,6.269,7.869,0.978,"1,668",7.5,7.7,0.43823,3.170,99.64,Not Available,91.468,JOURNAL OF NEUROSCIENCE
6,2011,"150,228",7.115,6.36,7.915,1.141,"1,790",7.3,7.5,0.44963,3.255,100.0,Not Available,92.418,JOURNAL OF NEUROSCIENCE
7,2010,"139,902",7.271,6.556,8.068,1.099,"1,661",7.1,7.3,0.4697,3.409,99.64,Not Available,93.096,JOURNAL OF NEUROSCIENCE
8,2009,"127,366",7.178,6.497999999999999,7.930,1.067,"1,542",6.8,7.2,0.48433,3.425,97.6,Not Available,92.857,JOURNAL OF NEUROSCIENCE
9,2008,"120,933",7.452000000000001,6.771,8.122,1.138,"1,438",6.5,6.7,0.52179,3.544,98.68,Not Available,92.986,JOURNAL OF NEUROSCIENCE
10,2007,"112,914",7.49,6.712000000000001,8.160,1.129,"1,476",6.3,6.5,0.48824,3.301,98.31,Not Available,93.128,JOURNAL OF NEUROSCIENCE
11,2006,"103,022",7.452999999999999,6.682,Not Available,1.319,"1,415",6.1,6.3,Not Available,Not Available,97.88,Not Available,92.75,JOURNAL OF NEUROSCIENCE
12,2005,"96,732",7.506,6.781000000000001,Not Available,1.254,"1,232",5.8,6.2,Not Available,Not Available,99.11,Not Available,93.25,JOURNAL OF NEUROSCIENCE
13,2004,"93,263",7.907,7.167000000000001,Not Available,1.35,"1,233",5.6,5.9,Not Available,Not Available,98.54,Not Available,94.192,JOURNAL OF NEUROSCIENCE
14,2003,"86,508",8.306000000000001,7.482,Not Available,1.189,"1,288",5.3,6.0,Not Available,Not Available,98.91,Not Available,95.202,JOURNAL OF NEUROSCIENCE
15,2002,"77,003",8.045,7.197,Not Available,1.3119999999999998,"1,194",5.1,5.8,Not Available,Not Available,98.07,Not Available,94.162,JOURNAL OF NEUROSCIENCE
16,2001,"70,894",8.177999999999999,7.352,Not Available,1.203,"1,083",4.9,5.7,Not Available,Not Available,98.52,Not Available,93.687,JOURNAL OF NEUROSCIENCE
17,2000,"65,848",8.502,7.596,Not Available,1.3219999999999998,"1,074",4.7,5.6,Not Available,Not Available,99.07,Not Available,95.32,JOURNAL OF NEUROSCIENCE
18,1999,"62,368",8.955,7.955,Not Available,1.319,"1,064",4.7,5.6,Not Available,Not Available,98.31,Not Available,97.264,JOURNAL OF NEUROSCIENCE
19,1998,"52,982",8.402999999999999,7.466,Not Available,1.38,976,4.7,5.4,Not Available,Not Available,98.67,Not Available,96.782,JOURNAL OF NEUROSCIENCE
20,1997,"44,784",7.915,6.989,Not Available,1.247,896,4.8,5.3,Not Available,Not Available,98.33,Not Available,95.0,JOURNAL OF NEUROSCIENCE
0,2017,"9,079",11.613,8.607000000000001,9.584,3.7539999999999996,69,6.3,5.8,0.009,1.458,89.86,1.00900,96.364,JOURNAL OF PINEAL RESEARCH
1,2016,"7,278",10.390999999999998,7.091,7.954,2.421,76,5.7,5.7,0.00802,1.230,89.47,0.92076,95.958,JOURNAL OF PINEAL RESEARCH
2,2015,"6,914",9.314,5.64,7.140,2.391,87,6.1,6.5,0.00779,1.142,91.95,0.88752,96.11,JOURNAL OF PINEAL RESEARCH
3,2014,"6,906",9.6,5.955,7.227,1.8619999999999999,87,5.9,7.1,0.00816,1.120,88.51,0.91413,96.431,JOURNAL OF PINEAL RESEARCH
4,2013,"6,136",7.812,4.607,5.961,2.011,88,5.9,6.7,0.0075,0.919,94.32,0.82718,94.64,JOURNAL OF PINEAL RESEARCH
5,2012,"4,956",7.303999999999999,4.081,5.451,1.109,92,5.2,6.9,0.00734,0.842,93.48,Not Available,93.508,JOURNAL OF PINEAL RESEARCH
6,2011,"4,136",5.794,2.805,4.286,0.889,99,5.5,7.1,0.00615,0.675,89.9,Not Available,89.563,JOURNAL OF PINEAL RESEARCH
7,2010,"4,490",5.855,3.6260000000000003,4.823,0.7759999999999999,85,5.2,6.7,0.00751,0.761,91.76,Not Available,90.214,JOURNAL OF PINEAL RESEARCH
8,2009,"3,693",5.209,2.9219999999999997,4.369,0.895,95,4.8,6.6,0.00844,0.831,92.63,Not Available,87.639,JOURNAL OF PINEAL RESEARCH
9,2008,"3,476",5.056,2.813,4.504,0.731,119,4.7,7.0,0.00692,0.687,92.44,Not Available,86.289,JOURNAL OF PINEAL RESEARCH
10,2007,"3,070",4.098,2.396,4.033,1.248,101,4.9,6.9,0.00687,0.688,92.08,Not Available,80.944,JOURNAL OF PINEAL RESEARCH
11,2006,"2,673",4.228,2.397,Not Available,0.495,97,4.8,6.8,Not Available,Not Available,96.91,Not Available,81.705,JOURNAL OF PINEAL RESEARCH
12,2005,"2,533",5.025,3.194,Not Available,0.649,97,4.6,7.0,Not Available,Not Available,93.81,Not Available,90.179,JOURNAL OF PINEAL RESEARCH
13,2004,"1,911",3.261,1.906,Not Available,0.8240000000000001,74,5.0,6.9,Not Available,Not Available,97.3,Not Available,73.004,JOURNAL OF PINEAL RESEARCH
14,2003,"2,204",3.426,2.364,Not Available,1.329,85,5.1,6.7,Not Available,Not Available,94.12,Not Available,80.963,JOURNAL OF PINEAL RESEARCH
15,2002,"2,088",3.9130000000000003,2.88,Not Available,0.447,76,4.9,6.9,Not Available,Not Available,100.0,Not Available,87.073,JOURNAL OF PINEAL RESEARCH
16,2001,"2,109",4.04,2.92,Not Available,0.395,86,5.3,7.0,Not Available,Not Available,97.67,Not Available,87.899,JOURNAL OF PINEAL RESEARCH
17,2000,"1,832",3.779,2.8930000000000002,Not Available,0.578,64,5.0,6.3,Not Available,Not Available,100.0,Not Available,87.045,JOURNAL OF PINEAL RESEARCH
18,1999,"1,453",2.571,1.774,Not Available,0.262,61,4.8,6.5,Not Available,Not Available,98.36,Not Available,76.671,JOURNAL OF PINEAL RESEARCH
19,1998,"1,566",2.544,2.056,Not Available,0.8290000000000001,70,4.5,6.8,Not Available,Not Available,98.57,Not Available,79.591,JOURNAL OF PINEAL RESEARCH
20,1997,"1,307",3.7710000000000004,2.898,Not Available,0.14300000000000002,63,4.2,6.4,Not Available,Not Available,96.83,Not Available,88.611,JOURNAL OF PINEAL RESEARCH
0,2017,"28,678",27.144,26.624,28.055,6.888999999999999,72,6.5,4.5,0.069,10.983,73.61,8.05700,99.746,LANCET NEUROLOGY
1,2016,"24,566",26.284,25.546,25.612,5.516,91,6.1,5.0,0.06547,10.093,67.03,7.52040,99.742,LANCET NEUROLOGY
2,2015,"21,460",23.468,22.994,23.736,6.1,90,5.8,5.2,0.06594,9.583,58.89,7.51554,99.741,LANCET NEUROLOGY
3,2014,"19,384",21.896,21.307,24.577,4.914,93,5.2,5.5,0.06856,9.553,53.76,7.67920,99.74,LANCET NEUROLOGY
4,2013,"17,534",21.823,21.354,24.075,5.817,93,4.7,5.3,0.06712,8.873,53.76,7.39776,99.742,LANCET NEUROLOGY
5,2012,"15,160",23.917,23.305,22.959,4.4719999999999995,89,4.2,5.2,0.06993,8.685,51.69,Not Available,99.741,LANCET NEUROLOGY
6,2011,"12,969",23.462,22.880,20.598,5.07,86,3.8,4.8,0.06899,7.919,46.51,Not Available,99.74,LANCET NEUROLOGY
7,2010,"11,076",21.659,21.005,18.277,5.83,94,3.5,5.3,0.06178,6.938,50.0,Not Available,99.73,LANCET NEUROLOGY
8,2009,"8,432",18.126,17.670,15.460,4.578,90,3.2,5.5,0.05185,5.701,47.78,Not Available,99.701,LANCET NEUROLOGY
9,2008,"6,346",14.270,13.627,13.748,3.674,95,3.0,4.8,0.04177,4.665,48.42,Not Available,99.679,LANCET NEUROLOGY
10,2007,"4,291",10.169,9.853,11.393,2.938,96,3.1,5.4,0.03412,4.180,56.25,Not Available,99.658,LANCET NEUROLOGY
11,2006,"2,887",9.479,9.143,Not Available,2.13,100,2.8,5.4,Not Available,Not Available,49.0,Not Available,99.66,LANCET NEUROLOGY
12,2005,"1,962",11.231,10.984,Not Available,1.026,78,2.3,5.7,Not Available,Not Available,41.03,Not Available,99.662,LANCET NEUROLOGY
13,2004,"1,017",8.340,8.056,Not Available,2.263,57,1.7,5.0,Not Available,Not Available,1.75,Not Available,99.643,LANCET NEUROLOGY
14,2003,205,3.070,2.790,Not Available,1.143,63,1.2,5.2,Not Available,Not Available,12.7,Not Available,87.778,LANCET NEUROLOGY
15,2002,17,Not Available,Not Available,Not Available,0.395,43,Not Available,4.4,Not Available,Not Available,6.98,Not Available,0.362,LANCET NEUROLOGY
0,2017,"4,803",8.136000000000001,7.332999999999999,6.247,1.75,76,6.9,9.3,0.008,1.815,61.84,0.99300,88.845,MATRIX BIOLOGY
1,2016,"4,439",7.4,6.52,5.931,1.443,70,7.1,9.1,0.00773,1.695,68.57,0.88575,87.668,MATRIX BIOLOGY
2,2015,"3,837",4.47,3.8169999999999997,4.137,2.161,62,8.1,8.4,0.00631,1.269,87.1,0.71965,74.269,MATRIX BIOLOGY
3,2014,"3,721",5.074,4.273,4.171,1.103,116,8.9,8.4,0.00524,1.226,67.24,0.58673,79.002,MATRIX BIOLOGY
4,2013,"3,127",3.648,3.4939999999999998,3.574,0.5489999999999999,51,8.8,8.0,0.00544,1.150,74.51,0.59960,61.049,MATRIX BIOLOGY
5,2012,"3,149",3.19,3.0989999999999998,3.455,1.068,44,8.5,9.3,0.00624,1.179,84.09,Not Available,54.816,MATRIX BIOLOGY
6,2011,"3,145",3.299,3.196,3.429,0.596,47,8.1,7.7,0.00668,1.168,91.49,Not Available,56.156,MATRIX BIOLOGY
7,2010,"3,171",3.3280000000000003,3.142,3.963,0.622,74,7.7,8.1,0.00787,1.366,94.59,Not Available,54.736,MATRIX BIOLOGY
8,2009,"3,039",3.5580000000000003,3.372,3.929,0.491,53,7.3,7.9,0.0091,1.473,94.34,Not Available,61.325,MATRIX BIOLOGY
9,2008,"2,942",3.613,3.42,4.141,0.47,66,7.0,7.7,0.00996,1.628,98.48,Not Available,64.095,MATRIX BIOLOGY
10,2007,"2,760",3.687,3.495,4.292,0.7140000000000001,63,6.6,7.1,0.01033,1.621,93.65,Not Available,65.946,MATRIX BIOLOGY
11,2006,"2,558",3.679,3.517,Not Available,0.39299999999999996,56,6.1,6.8,Not Available,Not Available,98.21,Not Available,68.124,MATRIX BIOLOGY
12,2005,"2,538",4.468999999999999,4.234,Not Available,0.49200000000000005,59,5.5,6.9,Not Available,Not Available,94.92,Not Available,77.304,MATRIX BIOLOGY
13,2004,"2,299",4.104,3.905,Not Available,0.40399999999999997,47,5.0,5.9,Not Available,Not Available,95.74,Not Available,73.864,MATRIX BIOLOGY
14,2003,"2,126",3.323,3.228,Not Available,0.489,45,4.8,5.8,Not Available,Not Available,82.22,Not Available,68.455,MATRIX BIOLOGY
15,2002,"1,945",4.167,4.0360000000000005,Not Available,0.475,61,4.4,6.4,Not Available,Not Available,90.16,Not Available,76.986,MATRIX BIOLOGY
16,2001,"1,781",3.125,3.0,Not Available,0.364,66,4.3,6.2,Not Available,Not Available,81.82,Not Available,68.827,MATRIX BIOLOGY
17,2000,"1,492",3.6639999999999997,3.45,Not Available,0.25,72,3.9,5.3,Not Available,Not Available,77.78,Not Available,77.056,MATRIX BIOLOGY
18,1999,"1,270",3.214,3.071,Not Available,0.5,56,5.1,5.5,Not Available,Not Available,91.07,Not Available,74.969,MATRIX BIOLOGY
19,1998,995,2.844,2.636,Not Available,0.33799999999999997,71,4.8,5.6,Not Available,Not Available,77.46,Not Available,74.434,MATRIX BIOLOGY
20,1997,940,1.901,1.845,Not Available,0.429,42,4.4,4.2,Not Available,Not Available,54.76,Not Available,55.256,MATRIX BIOLOGY
0,2017,"1,679",5.872000000000001,5.4670000000000005,6.188,0.723,65,3.5,6.1,0.006,2.004,96.92,0.738,89.04,Molecular Autism
1,2016,"1,294",4.833,4.566,5.662999999999999,1.022,46,3.1,7.2,0.0063100000000000005,2.171,97.83,0.72445,83.688,Molecular Autism
2,2015,847,4.961,4.46,5.184,0.9209999999999999,63,2.5,5.2,0.0045,1.956,96.83,0.5124,85.101,Molecular Autism
3,2014,577,5.412999999999999,5.031000000000001,5.821000000000001,0.442,52,2.4,6.7,0.0030800000000000003,2.045,100.0,0.34548,86.912,Molecular Autism
4,2013,335,5.486000000000001,5.081,6.08,0.644,45,2.4,6.0,0.0018,2.1590000000000003,91.11,0.19821,87.141,Molecular Autism
0,2017,"61,604",14.248,13.717,14.703,3.292,312,7.5,6.5,0.181,8.482,94.87,21.15100,96.469,MOLECULAR CELL
1,2016,"57,961",14.714,14.206,14.370,3.013,316,7.2,5.6,0.18412,8.389,92.09,21.12230,96.025,MOLECULAR CELL
2,2015,"53,714",13.958,13.492,14.708,3.1,329,7.2,5.7,0.19256,8.483,91.79,21.94835,96.854,MOLECULAR CELL
3,2014,"53,786",14.017999999999999,13.568,15.052,3.625,304,6.8,5.6,0.20063,8.463,93.09,22.47107,96.198,MOLECULAR CELL
4,2013,"52,033",14.464,13.95,15.324,3.819,309,6.5,5.3,0.22564,9.138,92.56,24.87023,96.93,MOLECULAR CELL
5,2012,"47,818",15.28,14.819,14.902,2.818,296,6.2,5.6,0.22828,8.708,96.62,Not Available,97.37,MOLECULAR CELL
6,2011,"44,493",14.177999999999999,13.735,14.202,2.875,288,5.9,5.4,0.25075,8.948,94.79,Not Available,97.152,MOLECULAR CELL
7,2010,"42,991",14.194,13.652999999999999,14.447,3.01,304,5.7,5.0,0.2629,8.933,92.76,Not Available,96.932,MOLECULAR CELL
8,2009,"38,987",14.607999999999999,14.019,13.929,2.76,296,5.3,5.2,0.3002,9.397,94.26,Not Available,96.537,MOLECULAR CELL
9,2008,"33,963",12.902999999999999,12.419,12.930,2.748,298,5.0,5.3,0.28502,8.384,95.97,Not Available,95.793,MOLECULAR CELL
10,2007,"32,259",13.155999999999999,12.630999999999998,13.950,3.01,315,4.6,4.9,0.30858,9.122,94.92,Not Available,95.529,MOLECULAR CELL
11,2006,"29,790",14.033,13.575999999999999,Not Available,3.048,315,4.2,4.9,Not Available,Not Available,93.65,Not Available,96.226,MOLECULAR CELL
12,2005,"27,077",14.970999999999998,14.328,Not Available,3.2119999999999997,293,3.8,4.6,Not Available,Not Available,95.56,Not Available,96.822,MOLECULAR CELL
13,2004,"24,158",16.811,16.219,Not Available,3.188,314,3.5,4.5,Not Available,Not Available,95.86,Not Available,97.555,MOLECULAR CELL
14,2003,"19,510",16.835,16.291,Not Available,3.2119999999999997,297,3.2,4.3,Not Available,Not Available,97.31,Not Available,96.926,MOLECULAR CELL
15,2002,"16,125",16.471,16.035999999999998,Not Available,3.1069999999999998,271,2.8,4.1,Not Available,Not Available,94.83,Not Available,96.891,MOLECULAR CELL
16,2001,"12,084",16.611,16.229,Not Available,3.325,252,2.4,4.0,Not Available,Not Available,98.41,Not Available,96.231,MOLECULAR CELL
17,2000,"7,836",18.195,17.77,Not Available,2.846,247,2.0,3.9,Not Available,Not Available,100.0,Not Available,97.403,MOLECULAR CELL
18,1999,"4,254",18.142,17.73,Not Available,3.435,193,1.4,3.8,Not Available,Not Available,100.0,Not Available,97.472,MOLECULAR CELL
19,1998,908,12.4,11.6,Not Available,3.8960000000000004,182,0.6,3.8,Not Available,Not Available,100.0,Not Available,95.332,MOLECULAR CELL
0,2017,"3,489",6.426,6.25,7.077000000000001,1.5930000000000002,86,4.7,6.9,0.01,2.391,80.23,1.15000,91.379,Molecular Neurodegeneration
1,2016,"2,946",6.78,6.65,6.537000000000001,1.3880000000000001,67,4.4,7.0,0.00952,2.1,95.52,1.09263,92.857,Molecular Neurodegeneration
2,2015,"2,312",6.51,6.3229999999999995,5.599,0.523,65,4.1,6.8,0.00933,1.966,89.23,1.06394,92.383,Molecular Neurodegeneration
3,2014,"2,058",6.563,6.3389999999999995,5.709,0.672,58,3.7,6.6,0.00873,1.797,77.59,0.97766,91.071,Molecular Neurodegeneration
4,2013,"1,662",5.2860000000000005,5.17,5.053,0.75,44,3.1,6.1,0.007529999999999999,1.591,75.0,0.83000,84.325,Molecular Neurodegeneration
5,2012,"1,304",4.007,3.9210000000000003,4.814,0.7120000000000001,59,3.0,6.5,0.006940000000000001,1.608,93.22,Not Available,72.421,Molecular Neurodegeneration
6,2011,828,4.2780000000000005,4.113,4.455,0.47100000000000003,87,2.6,6.8,0.0045,1.395,89.66,Not Available,78.074,Molecular Neurodegeneration
7,2010,621,5.361000000000001,5.194,5.441,0.23800000000000002,63,2.3,6.9,0.0037700000000000003,1.75,92.06,Not Available,87.657,Molecular Neurodegeneration
8,2009,379,5.091,4.772,5.492000000000001,0.88,50,2.4,6.5,0.00266,2.096,78.0,Not Available,84.199,Molecular Neurodegeneration
0,2017,"18,460",11.64,11.212,12.439,4.181,182,5.3,7.0,0.047,4.523,90.11,5.50900,96.294,MOLECULAR PSYCHIATRY
1,2016,"17,452",13.204,12.729000000000001,13.328,3.005,191,5.4,6.7,0.04958,5.161,91.1,5.69158,97.466,MOLECULAR PSYCHIATRY
2,2015,"15,797",13.314,12.773,13.274,2.892,167,5.6,6.7,0.0444,4.877,86.83,5.06037,97.582,MOLECULAR PSYCHIATRY
3,2014,"14,510",14.495999999999999,13.887,13.834,3.1519999999999997,151,5.4,6.4,0.04317,5.007,94.04,4.83547,98.504,MOLECULAR PSYCHIATRY
4,2013,"13,902",15.147,14.422,14.196,3.5,132,5.4,6.6,0.03924,4.672,86.36,4.32449,98.881,MOLECULAR PSYCHIATRY
5,2012,"12,686",14.897,14.275,13.985,3.8789999999999996,116,5.3,6.1,0.04215,5.060,81.03,Not Available,98.5,MOLECULAR PSYCHIATRY
6,2011,"11,679",13.668,13.119000000000002,12.992,3.676,102,5.3,6.5,0.04057,4.647,88.24,Not Available,98.352,MOLECULAR PSYCHIATRY
7,2010,"11,337",15.47,14.762,13.253,3.248,101,5.1,6.7,0.04398,4.772,90.1,Not Available,98.857,MOLECULAR PSYCHIATRY
8,2009,"10,188",15.049000000000001,14.489,12.959,3.0,92,4.7,6.2,0.04801,4.737,84.78,Not Available,98.705,MOLECULAR PSYCHIATRY
9,2008,"9,464",12.537,11.931,11.937,4.1610000000000005,93,4.4,5.6,0.04612,4.247,87.1,Not Available,97.494,MOLECULAR PSYCHIATRY
10,2007,"7,900",10.9,10.222999999999999,9.671,1.91,89,4.3,5.7,0.04232,3.205,77.53,Not Available,96.857,MOLECULAR PSYCHIATRY
11,2006,"6,915",11.804,10.872,Not Available,1.95,101,4.0,5.2,Not Available,Not Available,83.17,Not Available,97.176,MOLECULAR PSYCHIATRY
12,2005,"5,707",9.335,8.385,Not Available,2.01,100,3.6,5.6,Not Available,Not Available,75.0,Not Available,95.944,MOLECULAR PSYCHIATRY
13,2004,"4,742",6.943,6.349,Not Available,2.135,104,3.5,5.0,Not Available,Not Available,84.62,Not Available,93.289,MOLECULAR PSYCHIATRY
14,2003,"3,824",5.539,5.224,Not Available,1.219,96,3.5,5.4,Not Available,Not Available,87.5,Not Available,90.587,MOLECULAR PSYCHIATRY
15,2002,"2,671",5.497000000000001,4.678999999999999,Not Available,0.665,167,3.4,5.4,Not Available,Not Available,94.01,Not Available,90.086,MOLECULAR PSYCHIATRY
16,2001,"2,345",6.25,5.443,Not Available,0.95,100,3.1,5.0,Not Available,Not Available,97.0,Not Available,91.798,MOLECULAR PSYCHIATRY
17,2000,"2,169",8.927,8.058,Not Available,1.115,87,2.7,5.1,Not Available,Not Available,94.25,Not Available,95.898,MOLECULAR PSYCHIATRY
18,1999,"1,352",7.942,6.694,Not Available,1.123,73,2.3,4.0,Not Available,Not Available,95.89,Not Available,95.596,MOLECULAR PSYCHIATRY
19,1998,703,4.756,4.083,Not Available,1.172,64,1.8,4.0,Not Available,Not Available,95.31,Not Available,90.135,MOLECULAR PSYCHIATRY
20,1997,229,2.162,1.621,Not Available,1.2109999999999999,57,1.2,3.8,Not Available,Not Available,87.72,Not Available,65.776,MOLECULAR PSYCHIATRY
0,2017,"26,512",8.324,7.595,7.523,2.613,191,7.7,7.4,0.038,2.255,80.63,4.43400,94.67,MOVEMENT DISORDERS
1,2016,"23,012",7.072,6.3420000000000005,6.375,1.702,218,7.3,6.8,0.03649,1.863,83.49,4.19338,93.557,MOVEMENT DISORDERS
2,2015,"19,896",6.01,5.34,5.366,1.694,242,7.0,6.8,0.04014,1.744,78.51,4.57477,93.005,MOVEMENT DISORDERS
3,2014,"18,803",5.68,5.0569999999999995,4.983,1.358,243,6.5,6.9,0.0392,1.522,86.83,4.39031,92.448,MOVEMENT DISORDERS
4,2013,"18,905",5.6339999999999995,4.915,5.251,1.5090000000000001,265,6.0,6.5,0.04518,1.563,75.47,4.98022,93.041,MOVEMENT DISORDERS
5,2012,"16,467",4.558,4.0569999999999995,4.513,1.119,253,5.6,6.7,0.04588,1.373,88.54,Not Available,87.824,MOVEMENT DISORDERS
6,2011,"16,010",4.505,3.761,4.449,0.9079999999999999,359,5.3,7.1,0.04557,1.260,81.06,Not Available,87.76,MOVEMENT DISORDERS
7,2010,"14,290",4.48,3.8480000000000003,4.215,0.604,402,5.1,7.4,0.04514,1.241,93.78,Not Available,85.676,MOVEMENT DISORDERS
8,2009,"12,863",4.013999999999999,3.313,3.887,0.612,343,5.1,6.8,0.0439,1.156,92.42,Not Available,85.928,MOVEMENT DISORDERS
9,2008,"11,802",3.898,3.333,3.852,0.635,378,5.0,7.1,0.03881,1.015,89.68,Not Available,86.859,MOVEMENT DISORDERS
10,2007,"9,190",3.207,2.569,3.345,0.555,431,5.0,6.6,0.03528,0.959,94.43,Not Available,79.795,MOVEMENT DISORDERS
11,2006,"8,262",3.323,2.737,Not Available,0.531,418,4.8,6.5,Not Available,Not Available,93.78,Not Available,81.973,MOVEMENT DISORDERS
12,2005,"6,572",2.83,2.379,Not Available,0.5479999999999999,305,5.2,6.9,Not Available,Not Available,95.08,Not Available,79.392,MOVEMENT DISORDERS
13,2004,"6,781",3.093,2.657,Not Available,0.40299999999999997,293,5.2,7.0,Not Available,Not Available,92.83,Not Available,81.786,MOVEMENT DISORDERS
14,2003,"5,949",2.895,2.411,Not Available,0.366,279,5.2,6.6,Not Available,Not Available,92.47,Not Available,84.074,MOVEMENT DISORDERS
15,2002,"5,736",2.895,2.323,Not Available,0.406,288,4.9,7.5,Not Available,Not Available,96.88,Not Available,82.971,MOVEMENT DISORDERS
16,2001,"4,597",2.5610000000000004,2.231,Not Available,0.23,200,4.5,7.8,Not Available,Not Available,96.5,Not Available,81.985,MOVEMENT DISORDERS
17,2000,"4,666",3.655,3.235,Not Available,0.536,211,4.2,6.9,Not Available,Not Available,96.68,Not Available,90.876,MOVEMENT DISORDERS
18,1999,"3,545",2.515,2.144,Not Available,0.377,204,4.7,7.5,Not Available,Not Available,96.08,Not Available,78.409,MOVEMENT DISORDERS
19,1998,"2,771",2.136,1.7719999999999998,Not Available,0.29600000000000004,213,4.6,7.0,Not Available,Not Available,97.65,Not Available,78.8,MOVEMENT DISORDERS
20,1997,"2,182",1.9080000000000001,1.64,Not Available,0.040999999999999995,195,4.5,7.2,Not Available,Not Available,95.9,Not Available,77.103,MOVEMENT DISORDERS
0,2017,952,9.408,9.326,10.972999999999999,3.395,38,2.6,5.0,0.004,4.198,10.53,0.507,91.406,National Science Review
1,2016,512,8.843,8.764,9.216000000000001,2.353,17,2.2,6.2,0.00275,3.745,0.0,0.31428,92.969,National Science Review
2,2015,239,8.0,7.961,8.0,1.24,25,1.4,5.4,0.0014199999999999998,3.611,0.0,0.16183,92.857,National Science Review
0,2017,"39,896",19.064,18.800,20.460,4.8389999999999995,118,8.1,6.2,0.093,10.708,94.92,10.85300,96.579,NATURE CELL BIOLOGY
