Cited Journal Data: PLOS ONE,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
5327,2.921,DIABETES TECHNOL THE,13,0,1,5,2,2,2,1,0,0,0,0
5328,1.014,DIAGN CYTOPATHOL,13,1,4,2,2,1,2,0,1,0,0,0
5329,2.362,DOC OPHTHALMOL,13,0,1,2,1,2,4,2,0,0,1,0
5330,,EGYPT J RADIOL NUC M,13,0,3,1,3,6,0,0,0,0,0,0
5331,,ELECTRON LIBR,13,0,1,2,2,1,1,4,1,0,1,0
5332,1.353,EMERG MED AUSTRALAS,13,0,2,4,3,4,0,0,0,0,0,0
5333,,ENDOSC INT OPEN,13,1,2,3,6,1,0,0,0,0,0,0
5334,0.387,ENG AGR-JABOTICABAL,13,0,0,4,6,3,0,0,0,0,0,0
5335,2.819,ENG APPL ARTIF INTEL,13,0,2,3,1,5,0,2,0,0,0,0
5336,,ENVIRON COMMUN,13,1,1,3,1,3,0,4,0,0,0,0
5337,2.994,ENVIRON GEOCHEM HLTH,13,0,0,2,2,2,4,2,1,0,0,0
5338,0.936,EUR J INFLAMM,13,0,0,1,4,1,3,0,3,1,0,0
5339,1.802,EUR PHYS J E,13,0,2,1,1,4,0,1,2,0,2,0
5340,7.105,EXERC IMMUNOL REV,13,0,1,4,3,2,1,0,1,0,1,0
5341,3.579,EXPERT OPIN EMERG DR,13,0,0,4,1,1,6,0,1,0,0,0
5342,1.586,FOLIA HISTOCHEM CYTO,13,1,2,1,1,2,1,1,3,1,0,0
5343,2.129,FOOD ADDIT CONTAM A,13,0,3,3,3,2,2,0,0,0,0,0
5344,0.783,FOSS REC,13,1,2,5,2,2,1,0,0,0,0,0
5345,,FUTUR CARDIOL,13,0,3,2,5,2,1,0,0,0,0,0
5346,,GEN PREC MED FOUNDXB,13,0,0,1,1,5,3,2,1,0,0,0
5347,1.205,GEOBIOS-LYON,13,0,1,2,1,2,3,1,1,1,1,0
5348,4.252,GEOSCI MODEL DEV,13,1,2,2,1,2,2,2,1,0,0,0
5349,2.667,HEALTH SERV RES,13,0,1,1,2,4,1,2,1,1,0,0
5350,1.008,HELL J NUCL MED,13,0,1,1,2,5,2,1,0,0,1,0
5351,,HEROIN ADDICT REL CL,13,0,3,3,3,1,0,2,0,1,0,0
5352,,HIGH EDUC,13,0,1,2,1,3,0,0,5,1,0,0
5353,,HYPOXIA,13,1,0,5,2,1,3,1,0,0,0,0
5354,1.754,IEEE J TRANSL ENG HE,13,0,3,2,3,1,1,0,2,1,0,0
5355,2.777,IEEE J-STARS,13,0,2,1,1,6,1,1,0,0,1,0
5356,4.585,IEEE T AFFECT COMPUT,13,0,1,2,5,1,0,3,0,1,0,0
5357,1.952,IEEE T COGN DEV SYST,13,0,0,0,4,3,3,0,1,0,2,0
5358,0.529,INDIAN J PATHOL MICR,13,0,0,1,2,6,3,1,0,0,0,0
5359,0.902,INDIAN J PHARMACOL,13,0,3,4,4,0,0,2,0,0,0,0
5360,1.156,INT ANGIOL,13,1,0,1,5,3,1,1,1,0,0,0
5361,2.284,INT CLIN PSYCHOPHARM,13,0,1,3,0,6,0,1,1,0,1,0
5362,,INT J DIGIT LIBRARIE,13,0,0,2,3,3,3,1,0,1,0,0
5363,1.372,INT J ENVIRON AN CH,13,0,2,4,4,0,2,0,1,0,0,0
5364,2.300,INT J HUM-COMPUT ST,13,0,1,3,0,5,3,0,0,0,1,0
5365,1.517,INT J IMPOT RES,13,0,2,2,3,2,1,2,0,1,0,0
5366,,INT J LAW PSYCHIAT,13,1,0,1,1,5,0,4,0,0,0,1
5367,1.367,INT J OCCUP MED ENV,13,0,0,3,2,3,5,0,0,0,0,0
5368,,INT J PHARM RES ALLI,13,1,1,1,4,3,2,1,0,0,0,0
5369,,INTEGR MED RES,13,0,3,0,4,3,2,0,0,0,1,0
5370,6.544,IUCRJ,13,0,1,2,1,2,1,3,0,0,3,0
5371,2.281,J AEROSOL SCI,13,0,1,5,2,1,1,1,0,0,2,0
5372,2.486,J AM DENT ASSOC,13,0,2,5,4,1,0,0,0,0,1,0
5373,,J BEHAV EXP ECON,13,0,1,0,6,3,1,1,1,0,0,0
5374,2.534,J BIOMOL NMR,13,0,0,1,1,4,7,0,0,0,0,0
5375,,J CLIN CHILD ADOLESC,13,0,0,3,0,4,3,0,1,1,0,1
5376,,J CROSS CULT PSYCHOL,13,0,3,5,2,1,0,0,0,2,0,0
5377,2.199,J DEV BEHAV PEDIATR,13,0,2,2,3,2,2,2,0,0,0,0
5378,3.662,J ELECTROCHEM SOC,13,0,2,2,3,4,1,0,1,0,0,0
5379,,J ENVIRON PLANN MAN,13,0,0,2,6,2,3,0,0,0,0,0
5380,1.683,J FOOT ANKLE RES,13,1,2,3,2,2,1,1,0,0,1,0
5381,0.636,J FR OPHTALMOL,13,0,1,5,3,1,1,1,1,0,0,0
5382,0.979,J FRESHWATER ECOL,13,0,3,0,6,1,0,0,2,0,1,0
5383,0.741,J GEN PLANT PATHOL,13,0,1,0,5,4,1,2,0,0,0,0
5384,2.877,J HEPATO-BIL-PAN SCI,13,1,1,5,2,3,1,0,0,0,0,0
5385,,J INTELL DISABIL RES,13,0,1,1,0,3,3,4,1,0,0,0
5386,,J MED INVESTIG,13,0,1,3,4,1,2,1,0,0,1,0
5387,3.238,J NEUROSURG ANESTH,13,0,0,2,4,3,1,3,0,0,0,0
5388,1.095,J POSTGRAD MED,13,0,2,3,4,1,1,2,0,0,0,0
5389,1.436,J PUBLIC HEALTH DENT,13,0,0,7,1,3,2,0,0,0,0,0
5390,1.375,J PUBLIC HEALTH POL,13,0,1,4,3,3,0,1,0,0,0,1
5391,,J RELIG HEALTH,13,0,1,4,3,2,3,0,0,0,0,0
5392,,J SUBST USE,13,0,0,0,4,4,1,2,1,0,1,0
5393,,J TRANSL INTERN MED,13,1,2,0,5,3,0,1,1,0,0,0
5394,1.306,J VASC ACCESS,13,0,5,2,3,1,2,0,0,0,0,0
5395,1.381,J X-RAY SCI TECHNOL,13,0,0,3,5,3,0,2,0,0,0,0
5396,1.974,JCR-J CLIN RHEUMATOL,13,0,1,4,4,1,2,1,0,0,0,0
5397,,JMIR MED INF,13,1,2,5,3,1,1,0,0,0,0,0
5398,,JPN PSYCHOL RES,13,0,0,1,3,5,3,0,0,0,0,1
5399,0.698,KLIN PADIATR,13,0,2,5,2,0,1,0,0,2,1,0
5400,2.199,KOREAN J CHEM ENG,13,0,0,4,3,2,2,2,0,0,0,0
5401,0.216,LABORATORIUMSMEDIZIN,13,1,1,1,1,3,4,0,1,0,1,0
5402,,LANG COMMUN,13,0,0,4,1,2,3,2,1,0,0,0
5403,,LEADERSHIP QUART,13,0,5,3,1,1,0,2,0,1,0,0
5404,1.434,LEARN BEHAV,13,0,3,0,2,6,0,2,0,0,0,0
5405,,LUNG CANCER-TARGETS,13,0,1,7,2,0,1,2,0,0,0,0
5406,1.776,MAGN RESON CHEM,13,0,0,5,1,4,2,0,0,1,0,0
5407,0.741,MED LAV,13,0,4,4,1,0,1,2,0,1,0,0
5408,0.900,MEDICC REV,13,1,0,1,3,3,2,1,0,0,2,0
5409,2.165,METHODS APPL FLUORES,13,0,1,2,4,3,1,1,0,1,0,0
5410,2.746,MICROCHEM J,13,0,1,0,3,5,4,0,0,0,0,0
5411,3.269,MYCOKEYS,13,1,1,1,2,4,2,0,2,0,0,0
5412,,NEPHROLOGE,13,0,1,5,2,1,0,4,0,0,0,0
5413,2.130,NEURAL DEV,13,0,1,0,1,3,2,3,2,1,0,0
5414,0.702,NEUROCHIRURGIE,13,0,3,2,0,5,3,0,0,0,0,0
5415,0.200,NEUROL ASIA,13,0,1,2,3,3,3,0,0,1,0,0
5416,,NEUROL THER,13,0,1,1,2,4,4,1,0,0,0,0
5417,,NEW IDEAS PSYCHOL,13,0,2,2,0,1,3,2,1,2,0,0
5418,2.067,NURS EDUC TODAY,13,0,1,4,4,2,1,1,0,0,0,0
5419,2.425,NURS OUTLOOK,13,0,2,4,1,1,1,4,0,0,0,0
5420,,ONKOUROLOGIYA,13,0,1,1,0,5,1,3,1,0,1,0
5421,,OPEN VET J,13,0,3,2,2,3,2,0,0,0,0,1
5422,0.200,ORNITOL NEOTROP,13,0,2,3,3,1,1,2,0,1,0,0
5423,2.348,PAED CHILD HEALT-CAN,13,0,3,2,5,3,0,0,0,0,0,0
5424,1.232,PEDIATR NEONATOL,13,0,0,5,3,2,2,0,0,0,0,1
5425,1.938,PHOTODERMATOL PHOTO,13,0,2,1,2,4,2,2,0,0,0,0
5426,1.545,PHYSICIAN SPORTSMED,13,1,2,4,2,3,1,0,0,0,0,0
5427,3.120,PHYSIOTHERAPY,13,0,0,3,5,1,2,2,0,0,0,0
5428,1.673,PLANT SPEC BIOL,13,0,0,1,2,4,2,3,0,0,0,1
5429,0.865,POL J PATHOL,13,1,1,4,1,1,2,3,0,0,0,0
5430,,PORTL INT CONF MANAG,13,0,3,4,0,2,1,3,0,0,0,0
5431,,PROCEDIA ENGINEER,13,0,1,2,4,5,0,1,0,0,0,0
5432,2.205,PSYCHIAT SERV,13,0,0,1,4,3,4,0,1,0,0,0
5433,,RAR EARTH EL HUMXB,13,0,0,5,2,5,0,1,0,0,0,0
5434,4.382,REGION ANESTH PAIN M,13,0,2,7,2,2,0,0,0,0,0,0
5435,2.268,RES Q EXERCISE SPORT,13,0,0,2,2,3,2,0,2,1,1,0
5436,5.120,RESOUR CONSERV RECY,13,0,2,2,5,0,1,2,1,0,0,0
5437,0.475,REV BRAS FRUTIC,13,0,2,2,0,8,0,0,1,0,0,0
5438,0.600,RIV PSICHIATR,13,0,1,1,3,3,4,1,0,0,0,0
5439,1.636,ROFO-FORTSCHR RONTG,13,0,2,4,1,3,3,0,0,0,0,0
5440,0.519,RUSS J DEV BIOL+,13,0,2,0,1,1,2,2,2,2,1,0
5441,0.409,RUSS J MAR BIOL+,13,0,1,3,2,2,1,1,2,0,1,0
5442,0.537,SCIENTIST,13,1,0,2,2,1,2,3,1,1,0,0
5443,1.489,SKIN RES TECHNOL,13,0,1,3,3,4,1,0,1,0,0,0
5444,,SOC PSYCHOL-GERMANY,13,0,0,3,4,3,2,0,1,0,0,0
5445,2.019,STRUCT CHEM,13,0,1,1,1,4,5,0,1,0,0,0
5446,0.936,TRANSFUS CLIN BIOL,13,3,0,2,1,2,3,1,0,0,1,0
5447,,TRANSPORT RES F-TRAF,13,0,1,3,1,4,2,1,1,0,0,0
5448,,TURK J UROL,13,2,3,1,2,2,3,0,0,0,0,0
5449,1.492,UHOD-ULUSLAR HEMATOL,13,0,1,3,4,3,1,1,0,0,0,0
5450,0.437,UROLOGE,13,1,2,4,1,1,0,0,2,0,1,1
5451,1.210,VASA,13,0,0,3,6,2,1,0,0,1,0,0
5452,1.083,VET OPHTHALMOL,13,0,1,1,6,3,0,1,0,0,1,0
5453,1.766,WEED RES,13,0,1,2,3,2,1,3,0,0,0,1
5454,1.160,Z GERONTOL GERIATR,13,0,0,3,1,2,2,2,2,0,1,0
5455,0.109,ZUCHTUNGSKUNDE,13,0,0,1,5,5,0,0,0,2,0,0
5456,,ACAD MANAGE PERSPECT,12,0,2,3,3,1,0,2,0,1,0,0
5457,0.708,ACTA ICHTHYOL PISCAT,12,0,0,3,5,1,2,1,0,0,0,0
5458,1.545,ACTA MECH SINICA-PRC,12,0,3,1,0,3,1,2,0,0,0,2
5459,0.604,ACTA VET-BEOGRAD,12,1,3,0,2,1,3,1,1,0,0,0
5460,,ACTAS DERMO-SIFILOGR,12,1,1,3,0,1,3,1,1,1,0,0
5461,,ADDICT RES THEORY,12,0,1,2,4,2,3,0,0,0,0,0
5462,1.066,ADV DIFFER EQU-NY,12,0,2,2,2,2,2,0,0,1,0,1
5463,,AFR J REPROD HEALTH,12,1,1,1,2,3,3,1,0,0,0,0
5464,1.033,ALCHERINGA,12,0,2,1,3,1,1,3,0,1,0,0
5465,,ALLERGO J,12,0,0,3,1,3,2,2,1,0,0,0
5466,2.213,ALLERGY ASTHMA PROC,12,0,0,4,3,3,1,1,0,0,0,0
5467,,AM ANTIQUITY,12,0,3,4,1,0,0,1,2,0,0,1
5468,1.118,AM J AUDIOL,12,0,3,1,5,1,2,0,0,0,0,0
5469,1.533,AM J HOSP PALLIAT ME,12,0,0,7,1,1,3,0,0,0,0,0
5470,1.729,AM J IND MED,12,0,0,3,1,3,1,2,0,2,0,0
5471,0.519,AM MALACOL BULL,12,0,0,4,2,2,3,1,0,0,0,0
5472,1.318,AN PEDIATR,12,1,2,2,2,1,2,0,0,1,0,1
5473,0.889,ANN LIMNOL-INT J LIM,12,0,1,0,5,1,4,0,1,0,0,0
5474,,ANTHROPOCENE,12,0,1,3,3,3,2,0,0,0,0,0
5475,,APPL DEMOG SER,12,0,0,1,3,2,4,1,1,0,0,0
5476,,APPL PSYCHOL-HLTH WE,12,0,4,2,2,0,1,2,0,1,0,0
5477,1.490,AQUACULT ENG,12,0,1,3,1,5,1,1,0,0,0,0
5478,1.842,ASAIO J,12,0,0,0,5,1,3,2,1,0,0,0
5479,1.032,AUSTRALAS PHYS ENG S,12,0,1,4,1,3,2,1,0,0,0,0
5480,1.926,B PEABODY MUS NAT HI,12,0,1,4,1,1,1,3,0,1,0,0
5481,1.504,BIOSTATISTICS,12,0,0,2,4,1,5,0,0,0,0,0
5482,,BLOOD RES,12,0,0,4,2,1,2,3,0,0,0,0
5483,,BMC EMERG MED,12,1,4,3,1,0,1,0,0,2,0,0
5484,1.635,BMC MED IMAGING,12,1,1,3,2,2,2,0,0,0,1,0
5485,1.342,BOT LETT,12,0,3,1,2,2,1,2,0,0,1,0
5486,0.554,BOT SCI,12,1,1,0,2,1,1,5,0,0,0,1
5487,2.535,BRAIN TUMOR PATHOL,12,1,2,0,0,4,2,3,0,0,0,0
5488,,BREAST CANCER-BASIC,12,2,3,1,3,0,0,1,0,1,1,0
5489,,CAH NUTR DIET,12,0,1,1,1,5,1,0,0,1,2,0
5490,,CAMB HB LANG LINGUIS,12,0,0,2,1,2,2,2,3,0,0,0
5491,,CAMBR HDB PSYCHOLXB,12,0,0,3,2,5,1,1,0,0,0,0
5492,1.085,CAN J SOIL SCI,12,0,0,3,3,2,1,2,1,0,0,0
5493,1.951,CARDIOL REV,12,0,2,3,3,1,1,0,1,0,0,1
5494,0.978,CARDIOL YOUNG,12,1,2,0,3,0,4,1,0,1,0,0
5495,1.558,CEREAL FOOD WORLD,12,1,3,4,0,1,2,1,0,0,0,0
5496,0.963,CHEM PAP,12,0,1,2,4,3,1,0,0,1,0,0
5497,3.692,CHEM-ASIAN J,12,0,0,1,1,5,3,1,1,0,0,0
5498,2.801,CHEMISTRYOPEN,12,1,1,0,4,1,4,0,0,1,0,0
5499,3.774,CLIM DYNAM,12,0,0,2,1,2,0,5,2,0,0,0
5500,0.881,CLIN J ONCOL NURS,12,0,2,1,3,4,1,1,0,0,0,0
5501,,CLIN PSYCHOL-SCI PR,12,0,0,0,1,6,4,0,1,0,0,0
5502,0.632,COLEOPTS BULL,12,0,1,3,4,2,0,1,0,0,0,1
5503,,COMPR GUID TOXXB,12,0,0,0,1,1,0,5,4,0,1,0
5504,1.865,CONTACT LENS ANTERIO,12,0,2,5,3,0,1,1,0,0,0,0
5505,0.366,CONTEMP PROBL ECOL+,12,0,0,4,3,3,1,1,0,0,0,0
5506,2.014,CRIT CARE RESUSC,12,1,4,1,0,4,1,0,0,1,0,0
5507,0.770,CURR COMPUT-AID DRUG,12,1,1,1,3,2,2,1,0,1,0,0
5508,,CURR DERMATOL REP,12,0,3,2,2,0,2,0,2,0,1,0
5509,0.888,CUTAN OCUL TOXICOL,12,0,0,4,3,1,1,1,0,2,0,0
5510,1.376,CYTOPATHOLOGY,12,0,3,2,2,3,0,1,1,0,0,0
5511,0.955,CZECH J ANIM SCI,12,0,2,2,3,3,1,1,0,0,0,0
5512,1.325,DRUG TODAY,12,2,1,4,3,1,1,0,0,0,0,0
5513,1.429,EMERG MED CLIN N AM,12,0,2,2,4,0,1,2,0,1,0,0
5514,1.000,EUR J MASS SPECTROM,12,0,2,4,1,1,2,1,1,0,0,0
5515,,EXP HEMATOL ONCOL,12,1,2,0,2,1,4,2,0,0,0,0
5516,2.998,FOOD BIOPROCESS TECH,12,0,0,2,4,4,1,0,0,1,0,0
5517,,FOOD CHEM FUNCT ANAL,12,0,0,3,6,1,1,0,1,0,0,0
5518,1.364,FOREST SCI,12,0,0,2,4,1,5,0,0,0,0,0
5519,,FRONT DIABETES,12,0,0,0,1,2,7,1,1,0,0,0
5520,4.908,FUEL,12,0,2,3,2,2,2,1,0,0,0,0
5521,2.688,GASTROENTEROL REP,12,0,1,3,1,3,1,1,1,1,0,0
5522,2.981,GEOCHEM GEOPHY GEOSY,12,0,1,3,3,1,3,0,1,0,0,0
5523,,HABITAT INT,12,0,3,3,2,2,1,1,0,0,0,0
5524,,HEALTHC INFORM RES,12,3,3,1,0,2,1,1,0,1,0,0
5525,0.462,HEMOGLOBIN,12,1,0,2,3,2,1,2,0,0,1,0
5526,,HIGH VOLT,12,1,1,2,1,3,3,1,0,0,0,0
5527,0.573,HORTTECHNOLOGY,12,0,1,4,2,4,0,0,1,0,0,0
5528,2.071,HYDROGEOL J,12,2,1,0,6,1,2,0,0,0,0,0
5529,0.252,IDEGGYOGY SZEMLE,12,1,1,0,1,2,3,0,3,0,0,1
5530,8.803,IEEE T CYBERNETICS,12,0,0,5,1,1,0,3,1,1,0,0
5531,4.051,IEEE T INTELL TRANSP,12,0,2,4,4,0,1,1,0,0,0,0
5532,1.401,IET IMAGE PROCESS,12,0,1,4,3,3,1,0,0,0,0,0
5533,,INDAN J COMMUNITY HE,12,0,1,3,2,4,1,0,1,0,0,0
5534,,INDIA J SURG ONCOL,12,0,0,3,2,4,2,1,0,0,0,0
5535,0.385,INDIAN J BIOCHEM BIO,12,1,2,1,2,3,1,1,1,0,0,0
5536,2.229,INDIAN J DERMATOL VE,12,0,0,3,2,2,5,0,0,0,0,0
5537,,INT J BIOMED,12,0,2,1,3,1,2,2,0,1,0,0
5538,1.628,INT J GYNECOL PATHOL,12,0,0,0,2,7,1,1,0,1,0,0
5539,,INT J PEDIAT,12,0,1,2,4,1,2,2,0,0,0,0
5540,2.127,INT J POLYM MATER PO,12,0,0,3,6,0,1,1,0,0,1,0
5541,,INT J QUAL STUD HEAL,12,0,0,1,1,1,6,1,1,1,0,0
5542,,INT J SEX HEALTH,12,0,1,4,2,3,2,0,0,0,0,0
5543,1.192,IRAN J KIDNEY DIS,12,0,0,1,4,2,4,0,1,0,0,0
5544,1.527,ISOT ENVIRON HEALT S,12,0,0,5,3,1,3,0,0,0,0,0
5545,3.970,J ADV MODEL EARTH SY,12,0,1,0,6,1,2,1,1,0,0,0
5546,2.160,J AM WATER RESOUR AS,12,0,0,2,3,2,2,2,0,0,1,0
5547,1.000,J BIOL PHYS,12,0,0,1,3,4,3,0,1,0,0,0
5548,,J CENT NERV SYST DIS,12,0,1,3,1,1,2,3,1,0,0,0
5549,1.500,J CHEMOMETR,12,0,4,2,1,0,4,1,0,0,0,0
5550,,J COMPUT AIDED CHEM,12,0,0,0,2,3,1,3,0,2,1,0
5551,2.864,J COMPUT PHYS,12,0,1,4,1,2,0,3,1,0,0,0
5552,,J CONTEXT BEHAV SCI,12,0,0,2,3,3,2,1,0,0,1,0
5553,1.532,J CUTAN PATHOL,12,0,0,3,2,2,3,0,1,1,0,0
5554,1.527,J DRUGS DERMATOL,12,1,0,1,1,3,2,3,0,0,1,0
5555,,J EDUC PSYCHOL,12,0,0,1,3,6,2,0,0,0,0,0
5556,0.890,J ETHNOBIOL,12,1,0,3,3,1,2,0,2,0,0,0
5557,0.841,J FOOD QUALITY,12,0,0,4,3,1,2,1,0,1,0,0
5558,,J HEALTH SERV RES PO,12,0,1,2,1,4,3,1,0,0,0,0
5559,0.500,J HOSP PALLIAT NURS,12,0,5,3,1,1,1,1,0,0,0,0
5560,,J HUM SPORT EXERC,12,0,2,3,3,2,1,0,1,0,0,0
5561,2.514,J INTENSIVE CARE MED,12,0,1,1,7,1,0,2,0,0,0,0
5562,1.601,J INTERPROF CARE,12,1,1,6,2,0,1,0,1,0,0,0
5563,0.860,J KOREAN NEUROSURG S,12,0,1,2,2,1,3,2,0,0,0,1
5564,1.426,J MANIP PHYSIOL THER,12,0,1,2,6,2,0,0,0,0,0,1
5565,9.931,J MATER CHEM A,12,0,1,3,2,2,2,1,0,1,0,0
5566,5.976,J MATER CHEM C,12,0,0,0,3,1,6,1,1,0,0,0
5567,2.324,J MATER SCI-MATER EL,12,0,0,4,6,1,0,1,0,0,0,0
5568,1.230,J OBSESS-COMPULS REL,12,0,1,0,5,4,1,0,0,1,0,0
5569,,J OCCUP REHABIL,12,0,0,2,4,1,3,1,1,0,0,0
5570,,J PHARM BIOALLIED SC,12,0,0,1,1,5,3,1,1,0,0,0
5571,0.608,J PSYCHOSOC NURS MEN,12,1,3,4,2,1,1,0,0,0,0,0
5572,,J RES PERS,12,0,2,4,3,2,0,0,0,0,0,1
5573,1.935,J SCHOOL HEALTH,12,0,0,1,3,3,2,2,0,1,0,0
5574,2.057,J SENSORS,12,0,3,2,1,2,1,0,3,0,0,0
5575,,J TRANSP GEOGR,12,0,1,1,5,0,3,1,0,0,0,1
5576,2.865,J VESTIBUL RES-EQUIL,12,0,1,2,4,4,0,1,0,0,0,0
5577,0.785,J WATER SANIT HYG DE,12,1,1,1,2,2,3,0,1,0,0,1
5578,1.775,JPN J OPHTHALMOL,12,1,0,4,4,1,1,0,0,1,0,0
5579,,LANCET GASTROENTEROL,12,0,1,3,1,1,3,1,0,1,1,0
5580,,LANG LINGUIST COMPAS,12,0,1,1,3,5,2,0,0,0,0,0
5581,,LECT NOTES ELECTR EN,12,0,0,1,0,5,5,0,1,0,0,0
5582,2.690,MACROMOL MATER ENG,12,0,0,1,2,1,4,1,3,0,0,0
5583,5.914,MACROMOLECULES,12,0,0,4,4,1,3,0,0,0,0,0
5584,1.740,MAGN RESON IMAGING C,12,1,1,6,2,0,2,0,0,0,0,0
5585,,MAJ KEDOKT BDG-MKB,12,1,0,1,2,3,0,5,0,0,0,0
5586,,MALAYS J MICROBIOL,12,0,0,4,0,3,3,2,0,0,0,0
5587,1.874,MAR MICROPALEONTOL,12,0,0,5,2,1,2,1,0,0,1,0
5588,24.537,MATER TODAY,12,0,0,3,0,3,5,1,0,0,0,0
5589,1.139,MCN-AM J MATERN-CHIL,12,0,1,3,2,4,1,1,0,0,0,0
5590,0.610,MED PR,12,0,3,1,3,5,0,0,0,0,0,0
5591,,MEMO-MAG EUR MED ONC,12,0,2,4,0,5,1,0,0,0,0,0
5592,,MIDDLE EAST FERTIL S,12,0,0,1,2,2,3,4,0,0,0,0
5593,,MIND LANG,12,0,1,0,2,2,3,2,1,1,0,0
5594,0.554,MINERVA CHIR,12,0,2,3,4,3,0,0,0,0,0,0
5595,,MRS ADV,12,0,1,3,1,4,2,0,0,1,0,0
5596,1.216,MT RES DEV,12,0,1,4,0,4,3,0,0,0,0,0
5597,,MULT SCLER PERSPXB,12,1,0,2,2,1,2,0,0,1,1,2
5598,,MUSCULOSKELET CARE,12,0,1,4,2,3,0,1,0,0,0,1
5599,1.369,MYCOBIOLOGY,12,1,2,1,4,1,2,1,0,0,0,0
5600,14.391,NAT GEOSCI,12,0,1,3,1,3,1,3,0,0,0,0
5601,51.941,NAT REV MATER,12,0,1,2,1,3,2,2,1,0,0,0
5602,3.090,NEUROGENETICS,12,0,1,4,0,3,2,0,1,1,0,0
5603,,NEUROPSYCH NEURO-POL,12,1,0,6,2,0,2,1,0,0,0,0
5604,2.255,NEUROSURG REV,12,0,0,4,1,5,2,0,0,0,0,0
5605,1.529,NEW ZEAL VET J,12,0,1,3,2,2,1,3,0,0,0,0
5606,0.846,NORD J BOT,12,0,1,3,2,2,3,0,0,1,0,0
5607,0.642,NOTFALL RETTUNGSMED,12,1,1,4,1,2,3,0,0,0,0,0
5608,,NURSE PRACT,12,0,0,0,6,4,1,1,0,0,0,0
5609,,NUTR FOOD SCI,12,0,1,6,1,2,1,0,0,1,0,0
5610,2.014,OBSTET GYNECOL SURV,12,0,1,1,2,4,1,1,2,0,0,0
5611,2.214,OCEAN ENG,12,0,3,2,1,4,0,2,0,0,0,0
5612,2.289,OCEAN SCI,12,0,1,1,3,2,2,2,0,1,0,0
5613,,OIL SPILL SCI TECHXB,12,0,0,6,1,3,2,0,0,0,0,0
5614,1.511,OSLI RETINA,12,1,2,0,3,2,2,0,0,1,0,1
5615,,P IEEE INT C E-SCI,12,0,0,2,3,4,0,1,0,0,2,0
5616,1.441,PACE,12,0,2,4,0,3,3,0,0,0,0,0
5617,1.094,PALAEOWORLD,12,0,1,4,3,1,3,0,0,0,0,0
5618,0.636,PEDIATR ANN,12,2,0,5,1,4,0,0,0,0,0,0
5619,0.546,PESQUI AGROPECU BRAS,12,0,2,2,5,2,0,1,0,0,0,0
5620,1.000,PHYSIOTHER CAN,12,0,4,0,2,2,0,2,1,1,0,0
5621,1.007,PHYTOPARASITICA,12,0,1,1,4,4,0,1,0,1,0,0
5622,,POL J RADIOL,12,0,4,0,4,1,2,1,0,0,0,0
5623,4.927,POLYM CHEM-UK,12,1,2,2,4,1,0,0,1,1,0,0
5624,1.128,PRIM HEALTH CARE RES,12,0,2,2,5,1,2,0,0,0,0,0
5625,24.558,PROG POLYM SCI,12,0,1,2,2,2,1,2,0,1,1,0
5626,,PSICOL-REFLEX CRIT,12,0,0,1,6,2,0,1,2,0,0,0
5627,,PSICOTHEMA,12,0,1,3,6,1,1,0,0,0,0,0
5628,,PSYCHOL MARKET,12,0,0,1,1,7,1,1,0,0,0,1
5629,,PSYCHOL RELIG SPIRIT,12,0,0,3,4,0,4,1,0,0,0,0
5630,,PSYCHOL REP,12,0,1,3,0,5,2,0,1,0,0,0
5631,,PSYCHOTHER PSYCH MED,12,0,1,4,2,3,2,0,0,0,0,0
5632,,PSYCHOTHERAPEUT,12,0,2,2,5,1,0,1,1,0,0,0
5633,,PUBLIC UNDERST SCI,12,0,0,0,5,1,1,2,0,2,0,1
5634,1.435,RADIAT PHYS CHEM,12,0,2,2,3,3,1,0,0,1,0,0
5635,1.695,RADIOL CLIN N AM,12,0,2,1,2,5,1,0,1,0,0,0
5636,1.762,RES NURS HEALTH,12,0,1,2,1,3,1,1,2,0,0,1
5637,,RES REP UROL,12,0,3,3,2,2,1,0,0,0,1,0
5638,1.871,RES SPORTS MED,12,0,2,3,3,3,0,0,1,0,0,0
5639,,RETOS,12,0,4,3,1,2,1,1,0,0,0,0
5640,0.565,REV BRAS ORNITOL,12,0,1,1,2,4,1,3,0,0,0,0
5641,0.267,REV INT CONTAM AMBIE,12,0,0,2,3,4,2,1,0,0,0,0
5642,0.781,RUSS CHEM B+,12,0,0,5,2,1,2,2,0,0,0,0
5643,2.835,SAFETY SCI,12,0,3,1,3,2,3,0,0,0,0,0
5644,1.845,SCI JUSTICE,12,0,1,3,3,2,2,0,0,0,0,1
5645,,SCIENTIFICA,12,1,0,1,2,4,3,0,0,1,0,0
5646,,SELF IDENTITY,12,0,3,3,1,2,2,1,0,0,0,0
5647,1.534,SEMIN OPHTHALMOL,12,0,0,1,6,3,1,1,0,0,0,0
5648,,SIG PROCESS COMMUN,12,0,1,3,2,0,2,2,0,1,1,0
5649,2.173,STARCH-STARKE,12,0,2,1,3,2,3,0,1,0,0,0
5650,2.459,STRAHLENTHER ONKOL,12,0,1,6,2,2,1,0,0,0,0,0
5651,0.722,STUD NEOTROP FAUNA E,12,1,1,2,1,0,2,4,0,1,0,0
5652,,SUICIDE LIFE-THREAT,12,0,0,3,5,4,0,0,0,0,0,0
