Citing Journal Data: PLOS ONE,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
10547, ,MESOZOIC BIRDS HEADS,5,0,0,0,0,0,0,0,0,0,0,5
10548, ,METAETHNOGRAPHY SYNT,5,0,0,0,0,0,0,0,0,0,0,5
10549, ,METAPHOR SYMBOL,5,0,0,1,0,0,1,1,0,0,0,2
10550,2.391,METEOROL APPL,5,0,0,1,0,1,0,0,0,0,2,1
10551, ,METHOD BIOCHEM ANAL,5,0,0,0,0,0,0,1,0,0,0,4
10552, ,METHODMOL BIOL CLI,5,0,1,0,0,3,0,0,0,0,0,1
10553, ,METHODS DENDROCHRONO,5,0,0,0,0,0,0,0,0,0,0,5
10554, ,METHODS SOIL ANAL 2,5,0,0,0,0,0,0,0,0,0,0,5
10555, ,METHODS STUDY LITTER,5,0,0,0,0,0,0,0,0,0,0,5
10556, ,METHUEN HANDB COLOUR,5,0,0,0,0,0,0,0,0,0,0,5
10557, ,MICR PATHOL OPP 1 ED,5,0,0,0,5,0,0,0,0,0,0,0
10558, ,MICROBIAL ECOL HL,5,0,0,1,0,0,1,0,0,1,0,2
10559,2.222,MICROMACHINES-BASEL,5,1,2,2,0,0,0,0,0,0,0,0
10560, ,MICRONESICA,5,0,0,0,0,0,0,0,0,0,0,5
10561,1.049,MICROPROCESS MICROSY,5,0,0,0,1,1,0,1,1,0,0,1
10562,0.493,MIKROBIYOL BUL,5,0,1,3,1,0,0,0,0,0,0,0
10563, ,MILL DEV GOALS REP,5,0,0,3,2,0,0,0,0,0,0,0
10564, ,MO MED,5,0,1,0,1,0,0,0,0,1,0,2
10565, ,MODELLING SURVIVAL D,5,0,0,1,0,0,0,0,0,0,0,4
10566, ,MODELS WORKING MEMOR,5,0,0,0,0,0,0,0,0,0,0,5
10567, ,MOL BIOL METHODS BAC,5,0,0,0,0,0,0,0,0,0,0,5
10568, ,MOL CELL THER,5,0,0,0,4,1,0,0,0,0,0,0
10569, ,MOL CLONING,5,0,0,0,0,0,0,0,0,0,0,5
10570, ,MOL SYSTEMATICS,5,0,0,0,0,0,0,0,0,0,0,5
10571, ,MON EV CARC RISKS HU,5,0,0,0,0,0,1,0,0,0,0,4
10572, ,MOR KAUF D,5,0,0,0,0,0,3,2,0,0,0,0
10573, ,MORPHOMETRY HUM LU,5,0,0,0,0,0,0,0,0,0,0,5
10574, ,MOTRIZ,5,0,0,1,3,0,1,0,0,0,0,0
10575, ,MULTIDISCIP RESP MED,5,0,1,0,1,2,0,0,1,0,0,0
10576, ,MULTILEVEL LONGITUDI,5,0,0,0,0,0,3,0,0,0,2,0
10577, ,MULTILEVEL STAT MODE,5,0,0,0,0,0,0,0,0,0,0,5
10578, ,MULTIPLE COMP USING,5,0,1,0,0,0,0,3,1,0,0,0
10579, ,MULTIVAR ANAL,5,0,0,0,0,0,0,0,0,0,0,5
10580, ,MUSCULOSKELET CARE,5,0,0,0,1,1,1,0,1,0,1,0
10581, ,MYMENSINGH MED J,5,0,0,0,0,1,0,1,1,1,0,1
10582, ,N AM J PSYCHOL,5,0,0,0,0,0,1,0,0,1,0,3
10583, ,N C MED J,5,0,0,1,0,0,0,0,0,1,1,2
10584, ,NAT,5,0,1,0,0,0,1,0,0,1,0,2
10585, ,NAT CAN,5,0,0,0,0,0,0,0,0,1,0,4
10586, ,NAT HLTH INS ANN REP,5,0,0,0,4,0,0,0,0,0,0,1
10587, ,NAT PRECEDINGS,5,0,0,0,0,0,0,1,1,1,2,0
10588,0.742,NAT RESOUR FORUM,5,0,0,0,0,0,0,0,0,2,0,3
10589, ,NAT RISK FACT SURV,5,0,0,0,0,2,0,0,0,1,0,2
10590, ,NATURSCHUTZ BIOL VIE,5,0,0,0,0,1,1,1,0,1,0,1
10591, ,NCBI HANDB,5,0,0,0,0,2,0,0,0,0,0,3
10592,3.405,NEOBIOTA,5,0,1,0,1,3,0,0,0,0,0,0
10593, ,NEPHROUROL MON,5,0,2,1,0,2,0,0,0,0,0,0
10594, ,NEUR DIS PUBL HLTH C,5,0,0,0,0,0,0,0,0,0,0,5
10595, ,NEURAL CREST,5,0,0,0,0,0,0,0,0,0,0,5
10596, ,NEUROINTERVENTION,5,0,1,0,1,0,1,2,0,0,0,0
10597, ,NEURORADIOL J,5,0,0,1,1,0,1,0,1,0,1,0
10598, ,NEW DIS REP,5,0,1,0,0,0,3,1,0,0,0,0
10599, ,NEW MICROB NEW INFEC,5,0,2,2,1,0,0,0,0,0,0,0
10600,1.667,NEW ZEAL J GEOL GEOP,5,0,1,0,0,0,0,0,0,0,0,4
10601,3.633,NEWSL STRATIGR,5,0,0,0,0,0,0,1,0,0,0,4
10602, ,NIDA RES MONOGR,5,0,0,0,0,0,0,0,0,0,0,5
10603, ,NIHON GANKA GAKKAI Z,5,0,0,0,0,1,1,0,0,0,0,3
10604, ,NIHON RONEN IGAKKAI,5,0,0,1,0,0,0,0,1,0,0,3
10605, ,NOAA ATLAS NESDIS,5,0,0,0,0,4,0,0,0,0,0,1
10606, ,NONC DIS COUNTR PROF,5,0,0,0,3,1,0,1,0,0,0,0
10607, ,NONINVASIVE SURVEY M,5,0,0,0,0,0,0,0,0,0,5,0
10608, ,NONPARAMETRIC STAT B,5,0,0,0,0,0,0,0,0,0,0,5
10609, ,NONPARAMETRIC STAT M,5,0,0,0,0,2,0,0,0,0,0,3
10610, ,NONVERBAL COMMUNICAT,5,0,0,0,0,2,1,0,0,0,0,2
10611, ,NORD J MUSIC THER,5,0,1,1,0,0,0,2,0,0,0,1
10612, ,NOVA ACTA LEOPOLDINA,5,0,1,0,0,0,0,0,0,0,0,4
10613,0.473,NOVON,5,0,0,0,0,0,0,0,1,0,1,3
10614, ,NSDUH SER H,5,0,1,1,1,1,1,0,0,0,0,0
10615, ,NUCL SCI S MED IM C,5,0,0,1,0,0,1,0,0,0,0,3
10616, ,NUDGE IMPROVING DECI,5,0,0,0,0,0,0,0,0,0,5,0
10617,1.305,NUMER METH PART D E,5,0,0,0,1,0,0,0,4,0,0,0
10618,1.876,NURS ETHICS,5,0,1,3,1,0,0,0,0,0,0,0
10619, ,NURS OLDER PEOPLE,5,0,1,0,1,0,0,1,0,0,0,2
10620, ,NURS RES PRACT,5,0,0,3,1,0,0,1,0,0,0,0
10621, ,NURSE RES,5,0,0,1,0,0,0,0,0,0,0,4
10622, ,NUTR B,5,0,0,0,0,0,0,0,1,0,0,4
10623, ,NUTR FOOD SCI,5,0,0,0,0,1,0,0,1,0,0,3
10624, ,NUTR REQ FISH SHRIMP,5,0,0,0,0,0,0,5,0,0,0,0
10625, ,NW NAT,5,0,0,1,0,1,0,0,0,0,0,3
10626,0.615,NZ ENTOMOL,5,0,0,0,0,0,0,0,0,0,0,5
10627, ,OCCASIONAL PAP MU,5,0,0,0,1,0,0,0,0,0,0,4
10628,0.864,OCCUP THER INT,5,0,1,0,1,0,1,0,0,2,0,0
10629,1.614,OCEANOLOGIA,5,0,0,0,0,1,0,0,0,0,0,4
10630, ,OCEANS,5,0,0,0,2,1,0,0,0,0,1,1
10631, ,OIL GAS GEOLOGY,5,0,0,0,1,1,0,1,0,0,0,2
10632, ,OLIGONUCLEOTIDES,5,0,0,0,0,0,0,0,2,0,0,3
10633, ,ONCOGENE RES,5,0,0,0,0,0,0,0,0,0,0,5
10634, ,ONE HEALTH,5,0,2,3,0,0,0,0,0,0,0,0
10635,1.675,ONLINE INFORM REV,5,0,3,0,0,0,1,1,0,0,0,0
10636, ,ONLINE J PUBLIC HLTH,5,0,1,1,1,0,0,2,0,0,0,0
10637, ,OPEN CARDIOVASC MED,5,1,0,0,0,0,1,2,1,0,0,0
10638, ,OPEN ECOL J,5,0,0,0,0,1,0,0,0,4,0,0
10639, ,OPEN RESP MED J,5,0,0,2,2,0,1,0,0,0,0,0
10640, ,OPER RES QUART,5,0,0,0,0,0,0,0,0,0,0,5
10641, ,OPERA BOT,5,0,0,0,0,0,0,0,0,0,0,5
10642,1.183,OPTIM METHOD SOFTW,5,0,0,0,0,0,4,0,0,0,1,0
10643, ,ORIGIN PHYLOGENETIC,5,0,0,0,0,0,0,0,5,0,0,0
10644,0.405,ORNITHOL SCI,5,0,0,0,0,0,0,3,0,0,1,1
10645,0.578,ORTHOP NURS,5,0,0,0,0,0,2,1,0,0,0,2
10646, ,OTOLARYNGOLOGY-POL,5,0,0,0,0,0,0,1,0,0,1,3
10647, ,OUTLOOKS PEST MANAGE,5,0,0,0,0,0,3,0,1,1,0,0
10648, ,OXFORD 2011 LEVELS E,5,0,0,1,0,0,1,3,0,0,0,0
10649, ,OXFORD HDB POLITICAL,5,0,0,0,0,3,0,0,0,0,0,2
10650, ,P 10 ACM SIGKDD INT,5,0,0,0,0,0,0,0,0,0,0,5
10651, ,P 12 ACM SIGKDD INT,5,0,0,0,0,0,0,0,0,0,0,5
10652, ,P 14 ACM SIGKDD INT,5,0,0,0,0,0,0,0,0,0,5,0
10653, ,P 19 ACM SIGKDD INT,5,0,0,0,0,5,0,0,0,0,0,0
10654, ,P 22 ACM INT C MULT,5,0,0,0,5,0,0,0,0,0,0,0
10655, ,P 22 INT C WORLD WID,5,0,0,0,0,5,0,0,0,0,0,0
10656, ,P 52 ANN M ASS COMP,5,0,0,0,5,0,0,0,0,0,0,0
10657, ,P AM SOC HORTIC SCI,5,0,0,0,0,0,0,0,0,0,0,5
10658, ,P ANN C SE ASS FISH,5,0,0,0,0,0,0,0,0,0,0,5
10659, ,P BIENN S NO WILD SH,5,0,0,0,0,0,0,0,0,0,0,5
10660,0.843,P EST ACAD SCI,5,0,0,2,0,0,0,0,0,0,0,3
10661, ,P FL ST HORTIC SOC,5,0,0,0,0,0,0,0,0,0,0,5
10662, ,P ICML,5,0,0,1,2,0,0,2,0,0,0,0
10663, ,P IEEE INT C ROB AUT,5,0,0,1,0,0,0,0,0,0,0,4
10664, ,P INT C HIGH PERF CO,5,0,2,1,0,0,1,1,0,0,0,0
10665, ,P INT C MACH LEARN,5,0,0,0,0,0,2,0,0,0,1,2
10666, ,P INT S ENV STUD DEE,5,0,0,0,0,0,0,0,0,0,0,5
10667, ,P NIPS,5,0,0,0,2,0,1,1,0,0,0,1
10668, ,P OF THE T,5,0,0,0,0,1,2,0,0,0,0,2
10669, ,P S AFR SUGAR TECHNO,5,0,0,0,0,0,0,0,0,0,0,5
10670, ,P SEMEVAL,5,0,0,4,0,0,1,0,0,0,0,0
10671, ,P ZOOL I RAS,5,0,0,2,1,0,0,0,0,0,1,1
10672, ,PAC CONSERVATION,5,0,0,1,1,0,0,0,0,0,0,3
10673, ,PAEDIAT INDONES,5,0,0,0,0,0,0,0,0,0,0,5
10674, ,PAIN MANAGE,5,0,0,1,0,1,2,0,0,0,0,1
10675, ,PAKISTAN J BIOL SCI,5,0,0,0,0,0,1,0,0,1,0,3
10676, ,PALAEONTOGRAPHICA,5,0,0,0,0,0,0,0,0,0,0,5
10677,1.383,PALYNOLOGY,5,0,0,0,2,0,0,1,0,0,0,2
10678, ,PAPUA NEW GUINEA MED,5,0,0,0,0,0,0,2,2,0,0,1
10679, ,PARASITOL LATINOAM,5,0,0,0,0,0,0,0,0,0,0,5
10680, ,PARKS,5,0,2,2,0,0,0,0,0,0,0,1
10681,2.785,PARTICUOLOGY,5,0,2,1,0,0,1,0,0,0,1,0
10682, ,PARTN ABUSE,5,0,0,0,0,1,4,0,0,0,0,0
10683, ,PAST PALEONTOLOGICAL,5,0,0,0,0,0,0,1,0,0,0,4
10684, ,PATHOLOG RES INT,5,0,0,0,0,1,1,3,0,0,0,0
10685, ,PATIENTS HEALERS CON,5,0,0,0,0,0,0,0,0,0,0,5
10686, ,PATTERNS ATTACHMENT,5,0,0,0,0,0,0,0,0,0,0,5
10687, ,PCR PROTOC GUIDE MET,5,0,0,0,0,0,0,0,0,0,0,5
10688,0.533,PEDIAT ALLER IMM PUL,5,0,0,1,2,0,1,1,0,0,0,0
10689, ,PEDIATR NURS,5,0,0,0,1,0,0,0,0,0,0,4
10690, ,PEREGRINE FALCON POP,5,0,0,0,0,0,0,0,0,1,0,4
10691, ,PERF STAND ANT DISK,5,0,0,0,0,0,2,0,0,2,1,0
10692, ,PERINATAL STAT SERIE,5,0,0,1,2,0,2,0,0,0,0,0
10693, ,PERSONALITY PSYCHOL,5,0,0,0,0,0,0,0,0,1,0,4
10694, ,PFLUG ARCH GES PHYS,5,0,0,0,0,0,0,0,0,0,0,5
10695, ,PHARMACOGN RES,5,0,0,2,0,0,0,0,2,1,0,0
10696, ,PHARMACOGN REV,5,0,0,0,0,0,1,1,2,0,0,1
10697, ,PHILOS STUD,5,0,0,1,2,0,0,0,0,0,0,2
10698, ,PHYL HDB PRACT APPR,5,0,0,0,0,0,0,0,0,5,0,0
10699,2.156,PHYS EARTH PLANET IN,5,0,0,0,0,0,0,0,0,0,1,4
10700,3.304,PHYS REV C,5,0,0,0,0,1,0,0,0,0,0,4
10701, ,PHYS Z,5,0,0,0,0,0,0,0,0,0,0,5
10702, ,PHYSIOL PSYCHOL,5,0,0,0,0,0,0,0,0,0,0,5
10703, ,PICES SPEC PUBLIC,5,0,0,0,0,0,0,0,0,0,0,5
10704,0.545,PLANKTON BENTHOS RES,5,0,0,0,0,0,0,0,4,0,0,1
10705, ,PLANNING HLTH PROMOT,5,0,0,0,0,0,0,4,0,0,0,1
10706, ,PLANT BREEDING REV,5,0,0,0,0,0,1,0,1,0,0,3
10707, ,PLANT MICROTECHNIQUE,5,0,0,0,0,0,0,0,0,0,0,5
10708, ,PLANT NUTR FERT SCI,5,0,0,0,0,0,0,1,1,0,0,3
10709, ,PLANT PHYSIOL COMMUN,5,0,0,0,0,0,0,0,0,0,0,5
10710, ,PLANT SCI LETT,5,0,0,0,0,0,0,0,0,0,0,5
10711,0.544,PLANTA DANINHA,5,0,1,0,0,3,1,0,0,0,0,0
10712, ,PLOS CURRENTS,5,0,0,0,0,1,1,1,1,1,0,0
10713, ,PLOS CURRENTS OUTBRE,5,0,1,0,2,2,0,0,0,0,0,0
10714, ,PLOS CURRENTS TREE L,5,0,0,0,2,3,0,0,0,0,0,0
10715, ,PNEUMONIA,5,3,1,0,1,0,0,0,0,0,0,0
10716,1.231,POL POLAR RES,5,0,0,0,1,0,0,1,0,0,0,3
10717, ,POL PSYCHOL BULL,5,0,0,1,0,1,0,0,0,0,0,3
10718, ,POPUL INDEX,5,0,0,0,0,0,0,0,0,0,0,5
10719, ,POPULATION BIOL PLAN,5,0,0,1,0,0,0,0,0,0,0,4
10720, ,POPULATION LIMITATIO,5,0,0,0,0,0,0,0,0,0,0,5
10721, ,PORCINE HEALTH MANAG,5,0,4,1,0,0,0,0,0,0,0,0
10722,1.471,POSTEP DERM ALERGOL,5,0,0,0,2,3,0,0,0,0,0,0
10723, ,POSTEPY BIOCHEM,5,0,0,0,0,1,2,0,1,0,1,0
10724, ,POWER,5,0,0,0,0,0,0,0,0,0,0,5
10725, ,PRACT GUIDE SPLI,5,0,0,0,0,0,0,0,0,0,0,5
10726, ,PRACT GUIDE SUPP,5,0,1,0,0,0,0,0,1,0,0,3
10727,3.907,PRECAMBRIAN RES,5,0,0,1,1,0,0,0,0,0,1,2
10728, ,PREDICTING HLTH BEHA,5,0,0,0,0,0,0,0,0,0,0,5
10729, ,PRESENCE SOFTWARE ES,5,0,0,0,0,0,0,0,0,0,0,5
10730, ,PREV CARDIOL,5,0,0,0,0,0,0,0,2,0,1,2
10731, ,PRIMATE CONSERVATION,5,0,1,1,0,1,0,0,0,0,1,1
10732, ,PRINCIPLES PSYCHOL,5,0,0,0,0,0,0,0,0,0,0,5
10733, ,PROC AM THORAC SOC,5,0,0,0,0,0,0,2,0,0,0,3
10734, ,PROC INT CONF DOC,5,0,0,0,0,2,0,3,0,0,0,0
10735, ,PROF ANIM SCI,5,0,0,0,2,0,0,1,0,0,1,1
10736,2.955,PROG ORG COAT,5,1,0,0,0,0,0,0,1,0,0,3
10737, ,PROG REP GLOB PLAN,5,0,0,4,1,0,0,0,0,0,0,0
10738,0.819,PROG UROL,5,0,0,1,1,2,1,0,0,0,0,0
10739, ,PROGRAMME GRANTS APP,5,0,3,0,2,0,0,0,0,0,0,0
10740, ,PROSPERO INT PROSPEC,5,0,1,3,0,0,0,0,0,0,0,1
10741, ,PROSTATE CANCER,5,0,0,1,0,2,1,1,0,0,0,0
10742, ,PROTISTOLOGICA,5,0,0,0,0,0,0,0,0,0,0,5
10743, ,PSYCHODYNAMIC PSYCHI,5,0,1,1,1,1,1,0,0,0,0,0
10744, ,PSYCHOL ERZ UNTERR,5,0,1,1,0,0,1,0,0,0,1,1
10745, ,PSYCHOL FORSCH,5,0,0,0,0,0,0,0,0,0,0,5
10746, ,PSYCHOL MUS 3 ED,5,0,0,0,0,5,0,0,0,0,0,0
10747, ,PSYCHOL TODAY,5,0,0,0,0,0,1,0,0,0,0,4
10748, ,PSYCHOLOGIST,5,0,1,0,0,0,0,1,0,1,1,1
10749, ,PUBLIC HEALTH RES,5,0,0,1,0,4,0,0,0,0,0,0
10750,0.853,Q APPL MATH,5,0,0,0,0,0,0,0,0,1,0,4
10751, ,QUAL ASS TOOL OBS CO,5,0,0,0,3,0,0,0,0,0,0,2
10752, ,QUAL ASS TOOL QUANT,5,0,0,0,0,0,0,0,2,0,2,1
10753, ,QUAL PSYCHOL,5,0,0,1,0,0,0,0,0,0,3,1
10754, ,QUANT FISHERI,5,0,0,0,0,0,0,0,0,0,0,5
10755, ,QUANTILE REGRESSION,5,0,0,0,0,0,0,0,0,0,0,5
10756, ,RAD ONCOL J,5,0,1,4,0,0,0,0,0,0,0,0
10757, ,RADIO TRACKING ANIMA,5,0,0,0,0,0,0,0,0,0,0,5
10758, ,RADIOL PHYS TECHNOL,5,0,1,0,0,1,0,3,0,0,0,0
10759, ,RAPP P-V REUN CONS I,5,0,2,0,0,0,0,0,0,0,0,3
10760, ,RASTER GEOGR AN,5,0,0,0,0,0,3,0,0,0,0,2
10761, ,RATION SOC,5,0,0,0,0,0,0,1,0,0,1,3
10762, ,REAL ESTATE ECON,5,0,0,0,0,0,0,1,0,0,1,3
10763, ,REALISTIC EVALUATION,5,0,0,0,0,0,0,0,0,0,0,5
10764,2.509,RECENT PAT ANTI-CANC,5,0,1,1,1,0,1,0,0,0,0,1
10765, ,RECENT PAT INFLAMM A,5,1,0,0,0,0,2,0,1,0,1,0
10766,0.302,REDIA,5,0,0,0,0,0,0,0,0,5,0,0
10767, ,REGESZETI KUTATASOK,5,0,0,0,0,0,0,0,0,1,1,3
10768, ,REGRESSION MODELS CA,5,0,0,0,0,0,0,0,0,0,0,5
10769, ,REMOTE SENS ECOL CON,5,2,0,3,0,0,0,0,0,0,0,0
10770, ,REP ENV SURV MON CHE,5,0,0,0,1,1,1,1,1,0,0,0
10771, ,REP INT WHAL COMM SP,5,0,0,0,0,0,0,0,0,0,0,5
10772, ,REP INT WHAL COMMN,5,0,0,0,0,0,0,0,0,0,0,5
10773, ,REPTILE DATABASE,5,2,3,0,0,0,0,0,0,0,0,0
10774,0.855,RES GERONTOL NURS,5,0,0,0,1,1,0,1,0,2,0,0
10775, ,RES J BIOTECHNOL,5,0,0,1,2,1,0,0,0,0,1,0
10776, ,RES LANG SOC INTERAC,5,0,1,0,1,0,0,0,0,1,0,2
10777, ,RESOURCES SCI,5,0,2,1,0,0,0,0,1,0,1,0
10778, ,RESP PHYSL ESSENTIAL,5,0,0,0,0,0,2,0,0,0,1,2
10779, ,REUMATISMO,5,0,0,1,1,0,1,0,0,1,1,0
10780,0.475,REV BRAS FRUTIC,5,0,0,0,0,1,1,1,0,0,0,2
10781, ,REV ESP DOC CIENT,5,0,0,0,1,0,1,1,1,0,0,1
10782, ,REV ESP GERIATR GERO,5,0,0,1,1,1,0,1,1,0,0,0
10783,0.330,REV FITOTEC MEX,5,0,0,0,1,2,0,1,0,0,0,1
10784, ,REV GEOL AM CENT,5,0,0,0,1,0,0,1,0,0,2,1
10785, ,REV INT ECON,5,0,0,4,0,0,0,1,0,0,0,0
10786, ,REV MAN REVMAN COMP,5,0,0,0,5,0,0,0,0,0,0,0
10787,8.846,REV MINERAL GEOCHEM,5,0,0,0,0,0,0,0,0,0,0,5
10788, ,REV OBSTET GYNECOL,5,0,0,0,0,0,1,0,0,2,2,0
10789, ,REV PATOL TROP,5,0,0,2,0,0,0,1,0,0,0,2
10790, ,REV PHILOS PSYCHOL,5,0,0,2,0,1,0,1,1,0,0,0
10791,2.233,REV PSIQUIATR SALUD,5,0,0,0,1,2,0,1,1,0,0,0
10792, ,RIV SCI PREISTORICHE,5,0,0,0,1,0,0,0,1,0,0,3
10793, ,RNA WORLD,5,0,0,0,0,0,0,0,0,0,0,5
10794, ,ROBBINS BASIC PATHOL,5,0,0,0,0,1,1,0,0,0,0,3
10795, ,RODRIGUESIA,5,0,0,1,0,2,2,0,0,0,0,0
10796, ,ROMEIS MIKROSKOPISCH,5,0,0,0,0,0,0,0,5,0,0,0
10797, ,ROY SOC CHEM,5,0,2,0,0,0,1,0,0,0,1,1
10798, ,RURAL SOCIOL,5,0,0,0,0,0,0,0,0,1,0,4
10799, ,SABOURAUDIA,5,0,0,0,0,0,0,0,0,0,0,5
10800, ,SADJ,5,0,0,0,1,0,1,0,0,0,1,2
10801, ,SAF AB TECHN POL GUI,5,0,0,0,0,0,5,0,0,0,0,0
10802, ,SAF HEALTH WORK,5,0,0,1,1,2,1,0,0,0,0,0
10803, ,SAMPLING TECHNIQUES,5,0,0,0,0,0,0,0,0,0,0,5
10804, ,SANKHYA SER A,5,0,0,0,0,0,0,0,1,0,0,4
10805, ,SARHAD J AGR,5,0,0,0,0,0,1,1,0,0,0,3
10806, ,SAS STAT 9 2 US GUID,5,0,0,0,0,0,0,0,0,0,4,1
10807, ,SAUDI J OPHTHALMOL,5,0,0,1,3,0,0,1,0,0,0,0
10808,4.136,SCI BULL,5,0,3,2,0,0,0,0,0,0,0,0
10809, ,SCI CAIRO,5,0,0,0,2,2,1,0,0,0,0,0
10810,0.500,SCI FOR,5,0,0,1,0,2,1,0,0,0,0,1
10811, ,SCI NEW YORK NY,5,0,0,1,0,1,0,0,1,0,1,1
10812,4.787,SCI TECHNOL ADV MAT,5,0,2,0,0,0,0,0,0,2,1,0
10813,4.163,SCRIPTA MATER,5,0,0,1,0,0,0,0,0,0,0,4
10814, ,SEER CANCER STAT REV,5,0,1,0,1,0,0,0,0,0,0,3
10815, ,SELF EFFICACY EXERCI,5,0,0,0,0,0,0,0,0,0,0,5
10816, ,SELF NONSELF,5,0,0,0,0,0,0,0,5,0,0,0
10817, ,SELF ORG BIOL SYSTEM,5,0,0,0,0,0,0,0,0,0,0,5
10818, ,SELF ORGANIZING MAPS,5,0,0,0,0,0,1,0,0,0,0,4
10819, ,SEMIN CARDIOTHORAC V,5,0,0,1,1,1,1,0,1,0,0,0
10820, ,SEMIN PEDIATR INFECT,5,0,0,0,0,0,0,0,0,0,0,5
10821, ,SEMIN RESP INFECT,5,0,0,0,0,0,0,0,0,0,0,5
10822,1.073,SEMIN SPEECH LANG,5,0,1,2,1,0,0,0,0,0,0,1
10823, ,SEMIN VASCULAR MED,5,0,0,0,0,0,0,0,0,0,0,5
10824, ,SENSORS,5,1,0,1,0,0,2,0,1,0,0,0
10825, ,SER AFFECTIVE SCI,5,0,0,0,0,0,0,0,0,0,0,5
10826, ,SF 36 HLTH SURVEY MA,5,0,0,0,0,0,0,0,0,0,0,5
10827, ,SILICO BIOL,5,0,0,0,0,0,0,0,0,0,0,5
10828, ,SIMPLE FOOLS GUIDE P,5,0,0,0,0,0,0,0,0,0,0,5
10829, ,SINGAPORE J TROP GEO,5,0,0,0,0,2,0,0,0,1,0,2
10830, ,SM C PALEOB,5,0,0,0,0,0,0,0,0,0,0,5
10831,1.044,SMALL-SCALE FOR,5,0,1,0,1,0,1,0,0,0,2,0
10832, ,SMITHSON MISC COLLEC,5,0,0,0,0,0,0,0,0,0,0,5
10833, ,SOC INFLUENCE,5,0,0,1,0,1,0,0,0,1,2,0
10834, ,SOC ISS POLICY REV,5,0,0,0,1,0,0,0,1,0,1,2
10835, ,SOC NETW ANAL MIN,5,0,0,2,1,1,1,0,0,0,0,0
10836, ,SOC PSYCHOL EDUC,5,0,0,1,0,1,0,0,0,1,0,2
10837, ,SOC SCI MED-MED ANTH,5,0,0,0,0,0,0,0,0,0,0,5
10838, ,SOCIOECONOMIC DIFFER,5,0,0,0,0,0,1,0,0,0,0,4
10839, ,SOCIOL INQ,5,0,0,0,0,0,0,0,0,1,0,4
10840,1.556,SOFTW TEST VERIF REL,5,0,0,0,0,1,0,0,1,1,0,2
10841, ,SOMAT CELL MOLEC GEN,5,0,0,0,0,0,0,0,0,0,0,5
10842, ,SOV PHYS DOKL,5,0,0,0,0,0,0,0,0,0,0,5
10843, ,SPATIAL SPATIOTEMPOR,5,0,0,0,1,0,0,1,1,1,0,1
10844, ,SPEC REP EMISS,5,0,0,0,0,0,0,0,0,0,0,5
10845, ,SPERM BIOL EV PERSP,5,0,0,0,0,0,0,0,0,5,0,0
10846,0.375,SPIXIANA,5,0,0,0,0,0,2,2,0,0,0,1
10847, ,SPRINGER SCI BUSINES,5,0,0,0,0,1,0,0,1,0,1,2
10848,0.300,SRP ARK CELOK LEK,5,0,0,2,1,0,0,0,0,0,0,2
10849, ,SSM POPULATION HLTH,5,1,4,0,0,0,0,0,0,0,0,0
10850, ,SSSA BOOK SER,5,0,0,0,0,0,0,0,0,0,0,5
10851, ,STANFORD SOC INNO,5,0,0,0,2,0,0,0,1,0,1,1
10852, ,STAT ANAL COMPOSITIO,5,0,0,0,0,0,0,0,0,0,0,5
10853, ,STAT DAT AN SOFTW SY,5,0,0,0,1,2,0,0,0,0,0,2
10854, ,STAT EVALUATION MED,5,0,0,0,0,0,0,0,0,0,0,5
10855, ,STAT METHODS ATMOSPH,5,0,0,0,0,0,0,4,0,0,0,1
10856, ,STAT SURV,5,0,0,0,0,0,0,0,5,0,0,0
10857, ,STATISTICS,5,1,0,1,0,0,0,0,0,0,0,3
10858, ,STATUS DISTRIBUTION,5,0,0,0,0,0,0,0,0,1,0,4
10859, ,STIGMA,5,0,0,0,0,0,0,0,0,0,0,5
10860, ,STOC,5,0,1,0,0,0,1,0,0,0,0,3
10861, ,STOCHASTIC POPULATIO,5,0,0,0,0,0,0,0,0,0,0,5
10862, ,STROOP COLOR WORD TE,5,0,0,0,0,0,0,0,0,0,0,5
10863, ,STRUCT MECH PROTE,5,0,0,0,0,0,0,0,0,0,0,5
10864, ,STUD DIPTEROLOGICA,5,0,0,0,0,0,0,0,2,0,0,3
10865, ,SUBST ABUSE REHABIL,5,0,2,2,0,0,0,1,0,0,0,0
10866,0.807,SUGAR TECH,5,0,0,0,1,0,1,0,0,1,1,1
10867,1.997,SURF SCI,5,0,1,0,0,0,0,0,0,0,0,4
10868, ,SUST DEV GOALS,5,0,4,1,0,0,0,0,0,0,0,0
10869, ,SVEN BOT TIDSKR,5,0,0,0,0,0,0,0,0,0,0,5
10870, ,SWISS J PSYCHOL,5,0,0,0,0,0,1,0,0,0,1,3
10871, ,SYMBOL DIGIT MODALIT,5,0,0,0,0,0,0,0,0,0,0,5
10872, ,SYNCHRONIZATION U,5,0,0,0,0,0,0,0,0,0,0,5
10873, ,SYNTHESIS REP,5,0,1,0,2,0,0,1,0,0,0,1
10874, ,SYST RES BEHAV SCI,5,0,1,1,2,1,0,0,0,0,0,0
10875,1.496,T AM MATH SOC,5,0,0,0,0,0,0,0,0,0,0,5
10876, ,T N AM WILDL NAT RES,5,0,0,0,0,0,0,0,1,0,0,4
10877,1.795,T NONFERR METAL SOC,5,0,1,0,2,0,0,0,0,1,0,1
