Citing Journal Data: IEEE T BIO-MED ENG,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
664,39.235,NAT MATER,3,0,0,0,0,0,0,0,0,2,0,1
665, ,NAT STAT LEARNING,3,0,0,0,0,1,0,0,0,0,0,2
666,4.215,NEURAL COMPUT APPL,3,0,0,0,2,0,0,0,0,1,0,0
667,1.787,NEURAL PROCESS LETT,3,0,0,0,0,0,0,0,0,0,1,2
668,7.461,NEUROSCIENTIST,3,0,0,1,0,0,0,0,1,0,0,1
669,3.263,NEUROUROL URODYNAM,3,0,0,0,0,0,0,0,1,0,0,2
670, ,NEW INTRO MULTIPLE T,3,0,0,0,0,0,0,0,0,0,0,3
671,4.042,OBESITY,3,0,0,0,0,0,2,0,0,1,0,0
672,1.887,OPT COMMUN,3,0,0,0,0,0,0,0,0,0,0,3
673, ,P 21 ANN M ISMRM SAL,3,0,0,0,0,3,0,0,0,0,0,0
674, ,P 23 ANN M ISMRM TOR,3,0,0,3,0,0,0,0,0,0,0,0
675, ,P 24 ANN M ISMRM SIN,3,0,3,0,0,0,0,0,0,0,0,0
676, ,P 25 ANN M ISMRM HON,3,3,0,0,0,0,0,0,0,0,0,0
677, ,P 30 INT C MACH LEAR,3,0,0,0,0,3,0,0,0,0,0,0
678, ,P ACM INT JOINT C PE,3,0,0,1,1,1,0,0,0,0,0,0
679, ,P ANN INT C IEEE ENG,3,0,0,0,0,0,1,1,0,0,0,1
680, ,P COMP CARD CAT,3,0,0,0,0,0,0,0,0,0,0,3
681, ,P IEEE ANN INT C ENG,3,0,0,0,0,0,0,0,0,1,0,2
682, ,P IEEE ANT PROP SOC,3,0,0,0,0,0,0,0,0,1,1,1
683, ,P IEEE ENG MED BIOL,3,0,0,0,0,0,1,0,0,0,0,2
684, ,P IEEE INSTR MEAS TE,3,0,0,0,0,0,0,1,0,0,0,2
685, ,P IEEE RAS-EMBS INT,3,0,0,0,1,0,1,0,1,0,0,0
686, ,P IEEE RSJ INT C INT,3,0,0,0,0,2,0,1,0,0,0,0
687, ,P INT C INT US INT,3,0,0,1,0,2,0,0,0,0,0,0
688,3.123,PEDIATR RES,3,0,0,0,1,0,0,0,0,0,0,2
689,2.765,PFLUG ARCH EUR J PHY,3,0,0,0,1,0,0,0,0,0,0,2
690,5.666,PHILOS T R SOC B,3,0,0,0,0,1,0,0,0,0,0,2
691,3.174,PROG BRAIN RES,3,0,1,0,0,0,0,0,0,0,0,2
692,3.230,RESP MED,3,0,0,0,0,0,1,1,0,0,0,1
693,2.629,SCAND J GASTROENTERO,3,0,0,0,0,0,0,0,0,0,0,3
694, ,SER BIOMED ENG,3,0,0,0,0,0,0,0,3,0,0,0
695,1.643,SIGNAL IMAGE VIDEO P,3,0,1,0,0,0,0,2,0,0,0,0
696,9.598,SMALL,3,1,0,0,0,1,0,0,0,0,0,1
697, ,ST HEAL T,3,0,0,0,0,0,0,0,0,0,0,3
698,2.284,STAT METHODS MED RES,3,0,0,0,0,1,0,0,0,0,0,2
699,11.439,TRENDS NEUROSCI,3,0,0,0,0,0,1,0,0,0,0,2
700,3.300,WORLD J GASTROENTERO,3,0,1,0,1,0,0,0,0,0,0,1
701,2.766,WORLD J SURG,3,0,0,0,0,0,0,0,0,0,1,2
702,2.981,WORLD J UROL,3,0,0,1,0,0,0,1,0,0,0,1
703, ,10 LECT WAVELETS,2,0,0,0,0,0,0,0,0,0,0,2
704, ,12 IEEE INT S WEAR,2,0,0,0,0,0,0,0,0,0,2,0
705, ,2002 IEEE INT C DAT,2,0,0,0,0,0,0,0,0,0,0,2
706, ,2009 16 IEEE INT C,2,0,0,0,0,0,0,0,0,2,0,0
707, ,2014 EAI 4 INT C,2,0,0,0,2,0,0,0,0,0,0,0
708, ,2014 IEEE GLOB C,2,0,0,0,2,0,0,0,0,0,0,0
709, ,2014 IEEE WORKSH,2,0,0,0,2,0,0,0,0,0,0,0
710, ,2015 AS SIGN INF,2,0,0,2,0,0,0,0,0,0,0,0
711, ,2015 IEEE INT C,2,0,0,2,0,0,0,0,0,0,0,0
712, ,2015 IEEE INT C INF,2,0,0,2,0,0,0,0,0,0,0,0
713, ,2016 3 IEEE EMBS,2,0,2,0,0,0,0,0,0,0,0,0
714, ,9 INT MAGN RES IM S,2,0,0,0,0,0,2,0,0,0,0,0
715, ,AAAI92 P 10 NATL C,2,0,0,0,0,0,0,0,0,0,0,2
716, ,ACM,2,0,0,0,0,0,2,0,0,0,0,0
717, ,ACM SIGMOBILE MOBILE,2,0,0,0,0,0,0,0,0,0,0,2
718,2.905,ACM T MATH SOFTWARE,2,0,1,0,1,0,0,0,0,0,0,0
719, ,ACOUST SOC AM J,2,0,0,0,0,0,0,0,0,0,0,2
720, ,ACOUST SPEECH SIG PR,2,0,0,0,0,0,0,0,0,0,0,2
721,8.097,ACS APPL MATER INTER,2,0,0,1,0,0,0,1,0,0,0,0
722,3.324,ACTA OPHTHALMOL,2,0,0,0,0,0,0,0,0,0,0,2
723,2.580,ACTA PAEDIATR,2,0,0,0,0,1,0,0,0,0,0,1
724, ,ADV DATA SCI ADAPT,2,0,0,0,0,0,0,1,0,1,0,0
725, ,ADV INTELL SYST,2,1,0,1,0,0,0,0,0,0,0,0
726, ,ADV NEURAL INF PROCE,2,0,0,0,0,0,0,0,0,1,0,1
727, ,ADV NEUROL,2,0,0,0,0,0,0,0,0,0,0,2
728,3.326,AICHE J,2,0,0,0,1,0,0,0,0,0,0,1
729,7.357,ALIMENT PHARM THER,2,0,0,0,0,0,0,0,0,0,2,0
730, ,AM J EEG TECHNOL,2,0,0,0,0,0,0,0,0,0,0,2
731,3.046,AM J HYPERTENS,2,0,0,0,0,0,1,0,0,0,0,1
732,1.034,AM J PHYS,2,0,0,0,0,0,0,0,0,0,0,2
733,1.713,AM J SPEECH-LANG PAT,2,0,0,0,0,0,0,1,0,0,1,0
734,2.141,AM J SURG,2,0,0,0,0,0,0,0,0,0,0,2
735,3.864,ANALYST,2,0,0,1,0,0,0,0,0,0,1,0
736,1.373,ANAT REC,2,0,0,1,0,0,0,0,0,0,0,1
737,5.008,ANN EMERG MED,2,0,0,0,0,0,0,0,0,0,0,2
738,1.158,ANN I SUPER SANITA,2,0,0,0,0,0,0,0,0,1,0,1
739,1.562,ANN NONINVAS ELECTRO,2,0,0,0,0,0,0,0,0,0,0,2
740,13.930,ANN ONCOL,2,0,0,0,0,0,1,0,0,0,0,1
741,1.470,ANN ROY COLL SURG,2,0,0,0,0,0,1,0,0,0,0,1
742,20.154,ANNU REV BIOCHEM,2,0,0,0,1,0,0,0,0,0,0,1
743,4.256,ANTIMICROB AGENTS CH,2,0,0,0,0,0,0,0,1,1,0,0
744,1.586,ANZ J SURG,2,0,0,0,0,0,0,0,0,0,0,2
745,0.794,AORN J,2,0,0,0,1,0,0,0,0,0,0,1
746,3.633,APPL ENVIRON MICROB,2,0,0,1,0,0,0,0,0,0,0,1
747,1.604,APPL PHYS A-MATER,2,0,0,0,0,0,0,0,0,0,0,2
748,1.642,APPL SPECTROSC,2,0,0,0,0,0,0,0,0,0,0,2
749,0.595,ARCH ITAL BIOL,2,0,0,0,0,0,0,0,0,0,0,2
750, ,ARCH NEURO PSYCHIATR,2,0,0,0,0,0,0,0,0,0,0,2
751, ,ARCH SURG-CHICAGO,2,0,0,0,0,0,0,0,0,0,0,2
752,1.842,ASAIO J,2,0,0,0,0,0,0,1,0,0,0,1
753, ,AUTISM,2,1,0,0,0,0,0,0,0,1,0,0
754,3.679,BBA-GEN SUBJECTS,2,0,0,0,0,1,0,0,0,0,0,1
755, ,BIBL CARDIOL,2,0,0,0,0,0,0,0,0,0,0,2
756,4.235,BIOCHEM PHARMACOL,2,0,0,0,0,0,0,0,0,0,0,2
757, ,BIOIMPEDANCE BIOELEC,2,0,0,1,0,0,0,1,0,0,0,0
758,2.649,BIOL DIRECT,2,0,0,0,0,0,1,0,1,0,0,0
759,3.212,BIOMECH MODEL MECHAN,2,0,1,0,1,0,0,0,0,0,0,0
760, ,BIOMECHANICS MECH PR,2,0,0,0,0,0,0,0,0,0,0,2
761, ,BIOMED CIRC SYST C,2,0,0,0,0,1,0,1,0,0,0,0
762, ,BIOMED ENG,2,0,0,0,0,0,0,0,0,0,1,1
763, ,BIOMED ENG IEEE,2,0,0,0,0,0,0,0,0,1,0,1
764, ,BIOMED INSTRUM TECHN,2,0,0,0,0,0,2,0,0,0,0,0
765, ,BIOMED SIGNAL AN,2,0,0,0,0,0,0,0,0,0,0,2
766,2.571,BIOMICROFLUIDICS,2,0,0,0,1,0,0,0,1,0,0,0
767,1.316,BIORHEOLOGY,2,0,0,0,0,0,0,0,0,0,0,2
768,1.504,BIOSTATISTICS,2,0,0,0,0,0,0,0,0,0,0,2
769,1.619,BIOSYSTEMS,2,0,0,0,0,0,0,0,0,0,1,1
770,3.507,BIOTECHNOL J,2,0,0,0,0,0,0,0,1,0,0,1
771,1.947,BIOTECHNOL PROGR,2,0,0,0,0,0,0,0,0,0,0,2
772,4.876,BJOG-INT J OBSTET GY,2,0,0,0,0,0,0,0,0,0,0,2
773,3.288,BMC CANCER,2,0,0,0,2,0,0,0,0,0,0,0
774,2.731,BMC GASTROENTEROL,2,0,0,1,0,0,1,0,0,0,0,0
775,2.866,BMC GERIATR,2,0,0,0,1,0,0,0,0,0,0,1
776,9.088,BMC MED,2,0,0,0,0,0,0,0,0,1,0,1
777,2.134,BMC MED INFORM DECIS,2,0,1,0,0,1,0,0,0,0,0,0
778, ,BMC RES NOTES,2,0,0,0,0,0,1,0,0,1,0,0
779,3.605,BREAST CANCER RES TR,2,0,0,0,0,0,1,0,0,0,0,1
780,3.657,BRIT J NUTR,2,0,0,0,0,0,0,0,0,1,0,1
781, ,C P IEEE ENG MED BIO,2,0,0,0,1,0,0,0,0,0,0,1
782,6.818,CAN MED ASSOC J,2,0,0,0,0,0,0,0,0,0,0,2
783,6.491,CANCER LETT,2,0,0,1,1,0,0,0,0,0,0,0
784,8.122,CANCER TREAT REV,2,0,0,1,0,0,0,0,0,0,0,1
785, ,CARDIAC MAPPING,2,0,0,0,0,0,0,0,0,2,0,0
786,1.451,CARDIOVASC ENG TECHN,2,0,2,0,0,0,0,0,0,0,0,0
787,3.043,CELL TISSUE RES,2,0,0,0,0,0,0,1,0,0,0,1
788,2.213,CHAOS SOLITON FRACT,2,0,0,0,0,0,0,0,0,0,0,2
789,9.063,CHEM SCI,2,0,0,2,0,0,0,0,0,0,0,0
790,2.092,CLIN EXP PHARMACOL P,2,0,0,0,0,0,0,0,0,0,0,2
791,1.191,CLIN LINGUIST PHONET,2,0,0,0,0,1,0,0,0,0,0,1
792,4.305,CLIN ORAL IMPLAN RES,2,0,0,0,0,2,0,0,0,0,0,0
793,4.464,CLIN PHARMACOKINET,2,0,0,0,0,0,0,0,0,0,0,2
794,2.600,CLIN PHYSIOL FUNCT I,2,0,0,0,0,0,0,0,0,0,0,2
795,1.245,CLINICS,2,0,0,0,0,0,0,2,0,0,0,0
796,2.000,COGN NEURODYNAMICS,2,0,0,1,0,0,0,0,1,0,0,0
797, ,COGNITION,2,0,0,0,0,0,0,1,0,0,0,1
798, ,COGNITIVE BRAIN RES,2,0,0,0,0,0,0,0,0,0,0,2
799,0.353,COMMUN STAT-THEOR M,2,0,0,0,0,0,0,0,0,0,0,2
800, ,COMP CARD 2008 VOLS,2,0,0,0,0,0,0,0,0,0,2,0
801, ,COMP GRAPH,2,0,0,0,0,0,0,0,0,0,0,2
802, ,COMPUT GEOMET,2,0,0,0,0,0,0,0,0,0,1,1
803,2.567,COMPUT GEOSCI-UK,2,0,0,0,0,0,0,0,0,0,0,2
804,1.200,COMPUT GRAPH-UK,2,0,0,0,0,0,0,2,0,0,0,0
805,1.860,COMPUT MATH APPL,2,0,0,0,0,1,0,0,0,0,0,1
806, ,COMPUT METHOD,2,0,0,0,0,0,0,0,0,0,0,2
807, ,COMPUT VIS ECCV,2,0,0,0,0,0,0,0,2,0,0,0
808,1.940,COMPUTER,2,0,0,0,0,0,1,0,1,0,0,0
809,0.391,CONCEPT MAGN RESON A,2,0,0,0,0,0,0,0,0,0,0,2
810,0.684,CONCEPT MAGN RESON B,2,0,0,0,0,0,0,0,0,1,0,1
811, ,CONCEPT MAGNETIC RES,2,0,0,0,0,0,0,0,0,0,0,2
812, ,COND RANDOM F,2,0,0,0,0,0,0,0,0,0,0,2
813,4.495,CRIT REV ONCOL HEMAT,2,0,0,0,0,0,0,0,0,0,0,2
814,9.247,CSH PERSPECT BIOL,2,0,0,0,0,0,0,1,1,0,0,0
815,1.179,CUAJ-CAN UROL ASSOC,2,0,0,0,0,1,0,0,0,0,1,0
816,9.251,CURR BIOL,2,0,0,0,0,0,0,0,0,0,0,2
817, ,CURR DIR PSYCHOL SCI,2,0,0,0,0,0,0,1,0,0,0,1
818,8.380,CURR OPIN BIOTECH,2,0,1,0,1,0,0,0,0,0,0,0
819,1.465,CURR OPIN OTOLARYNGO,2,0,0,0,0,0,0,0,1,0,0,1
820,1.830,CURR OPIN UROL,2,0,0,0,0,1,0,0,0,1,0,0
821,3.260,CYTOM PART A,2,0,0,0,0,0,0,1,1,0,0,0
822,3.565,DECIS SUPPORT SYST,2,0,0,1,0,1,0,0,0,0,0,0
823,1.848,DENTOMAXILLOFAC RAD,2,0,0,0,1,0,0,0,1,0,0,0
824,2.396,DIAGN PATHOL,2,0,0,0,0,1,1,0,0,0,0,0
825, ,DIAGN STAT MAN MENT,2,0,0,0,0,1,0,0,0,0,0,1
826,2.037,DIGESTION,2,0,0,0,0,0,0,1,0,0,0,1
827,6.848,DRUG DISCOV TODAY,2,0,0,0,1,0,0,0,1,0,0,0
828,4.617,ECOLOGY,2,0,0,0,0,0,0,0,0,0,0,2
829,4.660,ELECTROCHEM COMMUN,2,0,0,0,1,0,0,0,1,0,0,0
830,5.116,ELECTROCHIM ACTA,2,0,0,1,0,0,0,0,0,1,0,0
831,2.046,EMERG MED J,2,0,0,0,0,0,0,0,0,1,0,1
832,6.629,ENDOSCOPY,2,0,0,1,0,0,0,0,0,0,1,0
833,2.019,ERGONOMICS,2,0,0,0,0,0,0,0,0,0,1,1
834,1.546,EUR ARCH OTO-RHINO-L,2,0,0,0,0,0,0,1,0,0,0,1
835,1.947,EUR PHYS J-SPEC TOP,2,0,0,0,0,2,0,0,0,0,0,0
836,2.634,EUR SPINE J,2,0,0,0,0,0,0,0,0,0,0,2
837,3.152,EXP EYE RES,2,0,0,0,0,0,0,1,1,0,0,0
838,2.319,EXP MECH,2,0,0,1,0,0,0,0,0,0,0,1
839, ,EXP ROBOTICS,2,0,0,0,1,1,0,0,0,0,0,0
840, ,FDN TRENDS MACH LEAR,2,0,0,0,0,0,0,2,0,0,0,0
841, ,FEDCSIS,2,0,0,0,0,0,0,2,0,0,0,0
842,4.803,FERTIL STERIL,2,0,0,0,1,0,1,0,0,0,0,0
843, ,FINDING GROUPS DATA,2,0,0,0,0,0,0,0,0,1,0,1
844, ,FINITE ELEMENT METHO,2,0,0,0,0,0,1,0,0,0,0,1
845,3.056,FOUND COMPUT MATH,2,0,0,0,1,1,0,0,0,0,0,0
846, ,FOUND TRENDS MACH LE,2,0,0,0,0,0,0,0,0,2,0,0
847, ,FRONT PSYCHOL,2,0,0,0,0,0,2,0,0,0,0,0
848, ,FUNCT IMAGING M,2,0,0,0,0,1,0,1,0,0,0,0
849,2.369,FUTURE ONCOL,2,0,0,0,0,0,1,0,0,0,1,0
850,9.462,GENE DEV,2,0,0,1,0,0,0,0,0,0,0,1
851, ,GENET MOL RES,2,0,0,0,0,1,0,0,1,0,0,0
852,4.075,GENETICS,2,0,0,0,0,0,0,0,0,0,0,2
853,1.019,GRAPH MODELS,2,0,0,0,0,0,0,0,0,0,0,2
854, ,HANDB MED IMAGING,2,0,0,0,0,0,0,0,0,0,0,2
855, ,HEALTHC TECHNOL LETT,2,0,0,1,1,0,0,0,0,0,0,0
856, ,HEAR J,2,0,1,0,0,0,0,0,0,0,0,1
857,1.064,HIGH TEMP+,2,0,0,2,0,0,0,0,0,0,0,0
858,3.966,HIPPOCAMPUS,2,0,0,0,0,0,0,0,0,1,0,1
859,2.015,HISTOL HISTOPATHOL,2,0,0,0,1,0,0,0,0,0,0,1
860,3.131,HPB,2,0,1,0,0,0,0,0,0,0,1,0
861,4.902,HUM MOL GENET,2,0,0,0,0,0,0,0,1,0,0,1
862,11.852,HUM REPROD UPDATE,2,0,0,0,0,0,1,1,0,0,0,0
863, ,ICLR,2,0,0,1,1,0,0,0,0,0,0,0
864, ,ICML,2,0,0,0,0,0,0,0,0,0,0,2
865,3.007,IEEE ANTENN PROPAG M,2,0,0,0,0,0,1,0,0,0,0,1
866,9.270,IEEE COMMUN MAG,2,0,0,0,0,0,1,0,0,0,0,1
867,6.611,IEEE COMPUT INTELL M,2,0,0,0,0,0,1,0,0,1,0,0
868, ,IEEE INT C BIOINFORM,2,0,0,1,0,0,0,0,1,0,0,0
869, ,IEEE INT ULTRA SYM,2,0,0,0,2,0,0,0,0,0,0,0
870,5.177,IEEE J EM SEL TOP P,2,0,1,1,0,0,0,0,0,0,0,0
871,1.754,IEEE J TRANSL ENG HE,2,0,1,0,0,1,0,0,0,0,0,0
872, ,IEEE NUCL SCI CONF R,2,0,0,0,0,0,1,1,0,0,0,0
873,0.587,IEEE PULSE,2,0,0,0,0,0,1,1,0,0,0,0
874,4.337,IEEE SYST J,2,0,0,0,2,0,0,0,0,0,0,0
875,3.052,IEEE T COMPUT,2,0,0,0,0,0,0,0,0,0,0,2
876,1.802,IEEE T CONSUM ELECTR,2,0,0,0,1,0,0,0,0,0,0,1
877,8.803,IEEE T CYBERNETICS,2,0,0,0,0,2,0,0,0,0,0,0
878,8.124,IEEE T EVOLUT COMPUT,2,0,0,0,0,0,0,1,0,0,0,1
879,1.869,IEEE T HAPTICS,2,0,0,0,0,1,0,0,0,1,0,0
880,5.430,IEEE T IND INFORM,2,0,1,0,1,0,0,0,0,0,0,0
881,2.158,IEEE T NANOBIOSCI,2,0,0,0,1,0,0,0,0,0,0,1
882,3.971,IEEE T PARALL DISTR,2,0,0,0,0,2,0,0,0,0,0,0
883,1.253,IEEE T PLASMA SCI,2,0,1,0,0,0,0,0,0,0,0,1
884,6.812,IEEE T POWER ELECTR,2,0,1,1,0,0,0,0,0,0,0,0
885, ,IEEE T SON ULTRASON,2,0,0,0,0,0,0,0,0,0,0,2
886, ,IEEE T SYST MAN CY B,2,0,0,0,0,0,0,1,0,0,0,1
887,9.202,IEEE WIREL COMMUN,2,0,0,0,0,1,0,0,1,0,0,0
888, ,IFAC PAPERSONLINE,2,0,0,1,1,0,0,0,0,0,0,0
889,19.734,IMMUNITY,2,0,0,0,0,0,0,1,1,0,0,0
890, ,INDEPENDENT COMPONEN,2,0,0,0,0,0,0,0,0,0,0,2
891, ,INF PROCESS MED IMAG,2,0,0,0,0,0,0,1,0,0,0,1
892, ,INT C ARTIF INTELLIG,2,0,0,0,0,0,0,2,0,0,0,0
893,2.036,INT J CARDIOVAS IMAG,2,0,0,0,0,0,0,0,1,0,0,1
894, ,INT J COMPUT APPL,2,0,0,1,1,0,0,0,0,0,0,0
895,2.101,INT J CONTROL,2,0,0,0,0,0,0,0,0,0,0,2
896,2.145,INT J ENV RES PUB HE,2,0,0,1,0,0,0,0,0,1,0,0
897,2.940,INT J GERIATR PSYCH,2,0,0,0,0,0,0,1,0,0,0,1
898,2.300,INT J HUM-COMPUT ST,2,0,0,0,1,0,0,0,1,0,0,0
899,1.423,INT J IMAG SYST TECH,2,0,0,0,0,0,0,0,0,0,1,1
900,5.159,INT J OBESITY,2,0,0,0,0,0,0,0,0,0,0,2
901,3.862,INT J PHARMACEUT,2,0,0,0,0,0,0,0,0,0,0,2
902,3.361,INT J THERM SCI,2,0,0,0,1,1,0,0,0,0,0,0
903, ,INTERSPEECH,2,0,0,0,1,1,0,0,0,0,0,0
904, ,INTRO INFORM RETRIEV,2,0,0,0,0,0,0,0,0,0,2,0
905,6.224,INVEST RADIOL,2,0,0,0,0,0,1,0,0,0,0,1
906,0.897,IRBM,2,0,0,0,1,0,0,0,0,0,1,0
907, ,ITIS DATABASE THERMA,2,0,0,2,0,0,0,0,0,0,0,0
908,3.786,J AFFECT DISORDERS,2,0,2,0,0,0,0,0,0,0,0,0
909,6.898,J AM ACAD DERMATOL,2,0,0,1,0,0,0,0,0,0,0,1
910,1.901,J APPL POLYM SCI,2,0,0,0,0,2,0,0,0,0,0,0
911,2.788,J ASSIST REPROD GEN,2,0,0,0,0,0,0,0,2,0,0,0
912, ,J AUTONOM NERV SYST,2,0,0,0,0,0,0,0,0,0,0,2
913,4.011,J BIOL CHEM,2,0,0,0,0,0,1,0,0,0,0,1
914, ,J BIOMED SCI ENG,2,0,0,0,0,2,0,0,0,0,0,0
915,3.249,J CANCER,2,0,1,0,1,0,0,0,0,0,0,0
916,3.942,J CARD FAIL,2,0,0,1,0,0,0,1,0,0,0,0
917,4.302,J CELL MOL MED,2,0,0,0,0,1,1,0,0,0,0,0
918,2.843,J CHEM PHYS,2,0,0,0,0,0,0,0,0,0,0,2
919,5.789,J CLIN ENDOCR METAB,2,0,0,0,1,0,0,0,1,0,0,0
920,2.968,J CLIN GASTROENTEROL,2,0,0,0,0,0,0,0,0,1,0,1
921, ,J CLIN MONITOR,2,0,0,0,0,0,0,0,0,0,0,2
922,3.134,J CLIN PSYCHOPHARM,2,0,0,0,0,0,0,0,0,0,1,1
923,5.091,J COLLOID INTERF SCI,2,0,0,0,0,0,0,0,0,0,0,2
924,1.292,J COMPUT ASSIST TOMO,2,0,0,0,0,0,0,0,0,0,0,2
925,2.872,J CRIT CARE,2,0,0,0,0,1,1,0,0,0,0,0
926, ,J DIABETES SCI TECH,2,0,0,0,0,0,0,0,2,0,0,0
927, ,J DISP TECHNOL,2,0,1,0,0,0,0,0,0,0,1,0
928,1.521,J DYN SYST-T ASME,2,0,0,0,0,0,0,0,0,0,0,2
929,2.732,J ENDOVASC THER,2,0,0,1,1,0,0,0,0,0,0,0
930,2.289,J EXP PSYCHOL HUMAN,2,0,0,0,0,0,0,0,0,0,0,2
931,3.483,J GASTROEN HEPATOL,2,0,0,0,0,0,0,0,0,1,0,1
932, ,J GERONTOL,2,0,0,0,0,0,0,0,0,0,0,2
933,1.407,J GLOBAL OPTIM,2,0,0,0,0,1,0,0,0,0,0,1
934,15.040,J HEPATOL,2,0,0,0,0,0,0,0,0,0,2,0
935,2.433,J HUM HYPERTENS,2,0,0,1,0,1,0,0,0,0,0,0
936,1.107,J INTELL INF SYST,2,0,0,0,0,0,0,0,0,0,0,2
937,3.652,J LIGHTWAVE TECHNOL,2,0,0,0,0,0,0,0,0,0,0,2
938, ,J MACH LEARN TECHNOL,2,0,0,0,0,0,0,2,0,0,0,0
939,1.927,J MATH IMAGING VIS,2,0,0,0,0,0,0,1,0,1,0,0
940, ,J MED IMAGING,2,0,1,0,1,0,0,0,0,0,0,0
941, ,J MED ROBOT RES,2,0,2,0,0,0,0,0,0,0,0,0
942, ,J MED SIGNALS SENS,2,0,0,0,1,1,0,0,0,0,0,0
943,1.701,J MICROBIOL METH,2,0,0,0,0,0,0,0,0,0,0,2
944, ,J NANOTECHNOL ENG ME,2,0,0,0,0,1,0,1,0,0,0,0
945,3.633,J NEUROL PHYS THER,2,0,0,0,0,0,0,0,0,1,0,1
946,7.439,J NUCL MED,2,0,0,0,0,0,0,0,0,0,0,2
947,0.637,J OPT SOC KOREA,2,0,0,0,0,1,1,0,0,0,0,0
948,4.859,J PAIN,2,0,0,0,0,0,1,1,0,0,0,0
949,3.172,J PARKINSON DIS,2,0,0,2,0,0,0,0,0,0,0,0
950, ,J PATHOL INFORM,2,0,1,0,1,0,0,0,0,0,0,0
951,2.128,J PEDIATR SURG,2,0,0,0,0,0,0,1,0,0,0,1
952,2.183,J PERINATOL,2,0,1,0,0,0,0,0,0,0,0,1
953, ,J PHYS C SER,2,0,0,1,0,0,0,0,1,0,0,0
954, ,J PHYS CHEM-US,2,0,0,0,0,0,0,0,0,0,0,2
955, ,J PHYS CONF SER,2,0,0,0,1,0,1,0,0,0,0,0
956, ,J PHYSIOL-PARIS,2,0,0,0,0,0,0,0,1,0,0,1
957,2.158,J PLAST RECONSTR AES,2,0,0,0,0,0,0,0,2,0,0,0
958,1.865,J RECONSTR MICROSURG,2,0,0,1,0,0,1,0,0,0,0,0
959,2.618,J SOUND VIB,2,0,0,0,0,0,0,0,0,0,0,2
960, ,J SPEECH HEAR RES,2,0,0,0,0,0,0,0,0,0,0,2
961,1.882,J SPINAL CORD MED,2,0,0,1,0,0,0,1,0,0,0,0
962,1.320,J STRAIN ANAL ENG,2,0,0,0,0,0,0,0,0,2,0,0
963, ,J THER ULTRASOUND,2,0,0,0,1,1,0,0,0,0,0,0
964,1.836,J VIS COMMUN IMAGE R,2,0,0,0,0,0,0,0,0,0,0,2
965,1.381,J X-RAY SCI TECHNOL,2,0,0,0,1,0,0,0,1,0,0,0
966, ,JACC CLIN ELECTROPHY,2,0,1,1,0,0,0,0,0,0,0,0
967,9.881,JACC-CARDIOVASC INTE,2,0,0,0,1,0,0,1,0,0,0,0
968,2.632,JALA-J LAB AUTOM,2,0,0,0,0,0,1,0,0,0,1,0
969, ,JPN J PHYSIOL,2,0,0,0,0,0,0,0,0,0,0,2
970,8.429,KIDNEY INT,2,0,0,0,0,0,0,0,0,0,0,2
971,4.396,KNOWL-BASED SYST,2,0,0,2,0,0,0,0,0,0,0,0
972,4.263,LAB INVEST,2,0,0,0,0,0,0,1,0,0,0,1
973, ,LEARN KERNELS,2,0,0,0,0,0,0,0,0,0,0,2
974,1.306,MACH VISION APPL,2,0,0,1,0,0,0,0,0,0,0,1
975,3.392,MACROMOL BIOSCI,2,0,1,0,0,0,0,0,0,0,0,1
976,1.231,MATH ANN,2,0,0,0,0,0,0,0,0,0,0,2
977, ,MATH COMPUT MODEL,2,0,0,0,0,0,1,1,0,0,0,0
978,1.628,MATH MED BIOL,2,0,0,1,0,0,0,0,0,0,0,1
979, ,MATRIX COMPUTATIONS,2,0,0,0,0,0,1,0,0,0,0,1
980, ,MCDONALDS BLOOD FLOW,2,0,0,0,0,0,0,0,0,0,0,2
981, ,MED IMAGE COMPUT C 1,2,0,0,0,0,0,1,0,1,0,0,0
982, ,MED IMAGE COMPUT COM,2,0,0,0,0,0,1,0,1,0,0,0
983, ,MED IMAGE COMPUTING,2,0,0,0,0,0,1,1,0,0,0,0
984, ,MED INSTRUM,2,0,0,0,0,0,0,0,1,1,0,0
985,1.588,METHOD CELL BIOL,2,0,0,0,0,0,0,0,0,0,0,2
986, ,MICRO MACH HUM SCI,2,0,0,0,0,0,0,0,0,0,0,2
987,2.222,MICROMACHINES-BASEL,2,0,1,0,1,0,0,0,0,0,0,0
988, ,MINIM INVAS NEUROSUR,2,0,0,0,0,0,0,0,0,0,0,2
989,5.430,MIS QUART,2,0,0,0,0,0,1,0,0,0,0,1
990, ,MOB P 12 ANN INT C,2,0,0,0,2,0,0,0,0,0,0,0
991,10.217,MOL BIOL EVOL,2,0,0,0,0,1,0,0,0,0,0,1
992,5.365,MOL CANCER THER,2,0,0,0,0,0,0,0,1,1,0,0
993,3.312,MOL CELL NEUROSCI,2,0,0,0,0,0,0,1,0,0,0,1
994,1.414,MOL IMAGING,2,0,0,0,0,0,0,0,1,0,0,1
995,3.340,MOL MED,2,0,0,0,1,0,1,0,0,0,0,0
996,12.080,NANO LETT,2,0,0,0,0,0,0,0,0,1,0,1
997,6.500,NANOMED-NANOTECHNOL,2,0,0,1,1,0,0,0,0,0,0,0
