Cited Journal Data: J NEUROSCI,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
666,2.387,EUR REV MED PHARMACO,29,0,4,4,0,1,0,2,5,0,1,12
667,2.048,GENES CELLS,29,0,0,1,1,3,2,2,2,2,1,15
668,3.930,HUM GENET,29,0,3,2,2,0,2,2,5,0,3,10
669,6.823,HYPERTENSION,29,1,2,0,0,1,2,4,2,0,1,16
670,,INN NEURXB,29,0,0,1,1,2,0,0,3,1,2,19
671,3.562,INSECT BIOCHEM MOLEC,29,0,0,1,2,2,2,1,2,3,2,14
672,2.350,J BIOCHEM,29,0,1,4,2,2,2,2,2,1,0,13
673,2.733,J INSECT PHYSIOL,29,0,1,0,2,1,3,3,1,1,0,17
674,4.414,J NUTR BIOCHEM,29,0,1,0,2,0,1,6,2,2,3,12
675,4.293,NICOTINE TOB RES,29,0,0,1,2,1,5,2,0,2,2,14
676,1.341,PSYCHIAT DANUB,29,0,0,2,2,0,1,2,3,0,2,17
677,1.602,AM J ALZHEIMERS DIS,28,0,0,0,2,1,1,2,1,2,4,15
678,3.293,AM J PHYSIOL-GASTR L,28,0,2,1,0,1,0,2,2,2,2,16
679,2.769,BMC CELL BIOL,28,0,0,0,0,0,3,5,2,3,2,13
680,3.104,COGNITIVE PSYCHOL,28,0,0,1,1,1,3,4,3,4,1,10
681,3.489,EXPERT REV PROTEOMIC,28,0,1,1,2,2,2,1,6,1,1,11
682,3.203,GENE THER,28,0,0,0,1,0,1,2,5,3,0,16
683,1.166,INT J OPHTHALMOL-CHI,28,0,0,2,0,1,3,1,0,0,1,20
684,4.902,J GERONTOL A-BIOL,28,0,0,2,1,2,2,5,1,4,2,9
685,4.224,J LEUKOCYTE BIOL,28,0,1,1,2,1,3,0,3,1,0,16
686,1.547,J NEUROLINGUIST,28,0,0,3,1,6,5,4,1,1,2,5
687,3.786,J NEUROPSYCHOL,28,0,0,0,1,2,2,1,0,3,2,17
688,3.681,MOL THER-METH CLIN D,28,0,0,1,0,8,0,1,1,0,3,14
689,,PERS INDIV DIFFER,28,0,0,4,2,1,1,2,1,6,1,10
690,,PERSPECT PSYCHOL SCI,28,0,0,2,3,0,3,1,2,1,2,14
691,,PSYCHOL INQ,28,0,1,1,2,3,4,5,3,2,2,5
692,0.601,REV NEUROLOGIA,28,1,0,1,2,1,0,3,2,3,2,13
693,5.667,SENSOR ACTUAT B-CHEM,28,0,0,1,2,1,1,0,1,1,2,19
694,,ACS OMEGA,27,1,0,1,0,1,0,1,2,1,3,17
695,2.088,BEHAV NEUROL,27,0,0,1,0,1,2,3,1,3,0,16
696,11.700,BIOL REV,27,0,0,0,4,3,3,4,0,1,0,12
697,2.656,BIOMOL THER,27,0,2,1,3,1,0,2,1,2,2,13
698,9.130,CANCER RES,27,0,0,1,4,1,3,2,1,1,3,11
699,,COGNITION EMOTION,27,0,0,0,4,1,1,3,4,3,1,10
700,2.333,DEV NEUROPSYCHOL,27,1,0,1,1,4,1,1,4,3,0,11
701,2.362,EUR J PAEDIATR NEURO,27,0,1,2,2,0,3,1,1,1,2,14
702,,HUM NAT BIOLXB,27,0,0,2,3,3,0,4,1,3,1,10
703,3.909,INT J BIOL MACROMOL,27,0,0,0,1,0,0,3,2,1,2,18
704,4.450,J AM HEART ASSOC,27,0,1,3,1,6,0,1,0,1,3,11
705,2.774,NEUROMODULATION,27,0,0,1,0,2,0,1,2,1,2,18
706,,PSYCHOL RES-PSYCH FO,27,0,0,0,2,1,4,3,1,1,2,13
707,1.185,SOMATOSENS MOT RES,27,0,0,0,2,1,1,1,2,1,0,19
708,10.556,TRENDS GENET,27,1,3,2,2,4,3,5,2,0,2,3
709,,ADV NEUROTOXICOL,26,0,1,2,1,0,2,1,2,3,2,12
710,5.058,AGING DIS,26,0,0,1,1,3,1,0,4,0,3,13
711,2.078,CURR DRUG DELIV,26,0,1,1,3,2,1,2,2,0,0,14
712,2.885,J DIABETES RES,26,0,0,2,0,0,2,2,1,3,1,15
713,1.598,J STROKE CEREBROVASC,26,0,1,0,2,0,0,1,1,0,0,21
714,2.564,MAGN RESON IMAGING,26,0,1,2,1,2,3,3,2,0,4,8
715,,MEM COGNITION,26,0,0,0,1,2,4,4,5,5,0,5
716,3.226,MITOCHONDRION,26,0,1,3,1,0,2,2,0,2,1,14
717,27.125,NAT GENET,26,0,0,3,3,0,2,0,4,3,3,8
718,1.275,NEUROIMAG CLIN N AM,26,0,3,4,1,3,3,2,2,2,0,6
719,3.263,NEUROUROL URODYNAM,26,0,0,1,0,2,1,0,1,0,4,17
720,2.976,ONCOL REP,26,0,1,2,0,2,0,2,4,1,2,12
721,6.158,PLOS PATHOG,26,0,2,2,0,2,1,3,2,2,1,11
722,4.592,ACS CHEM BIOL,25,0,1,1,2,3,4,1,2,0,0,11
723,2.368,ALCOHOL ALCOHOLISM,25,0,0,1,1,0,0,2,3,3,6,9
724,52.613,CHEM REV,25,0,1,2,0,4,1,1,3,0,3,10
725,6.395,CYTOKINE GROWTH F R,25,1,1,0,0,4,3,1,3,1,0,11
726,3.969,FUTURE MED CHEM,25,1,0,2,3,4,0,3,0,1,1,10
727,,INFLAMMOPHARMACOLOXB,25,0,0,0,0,0,0,1,1,3,1,19
728,14.357,J AM CHEM SOC,25,0,2,0,3,2,0,1,3,1,3,10
729,3.470,J FUNCT FOODS,25,0,0,0,3,0,1,0,0,1,1,19
730,14.248,MOL CELL,25,0,0,3,3,0,2,0,1,3,2,11
731,5.151,MOL NUTR FOOD RES,25,0,0,0,2,1,3,3,1,1,3,11
732,5.280,MULT SCLER J,25,0,0,2,3,6,0,3,0,4,0,7
733,,NEW THER TRAUMXB,25,0,0,1,2,0,1,0,1,1,1,18
734,8.097,ACS APPL MATER INTER,24,0,0,0,0,1,2,2,1,3,0,15
735,6.853,ADV NUTR,24,0,4,3,1,1,1,2,0,0,2,10
736,0.961,ADV ROBOTICS,24,0,0,1,1,0,2,0,3,1,1,15
737,2.659,BASIC CLIN PHARMACOL,24,0,0,0,1,1,2,0,2,1,3,14
738,,BEHAV RES METHODS,24,0,0,2,3,2,2,3,2,3,2,5
739,3.296,CHEM-BIOL INTERACT,24,0,0,0,1,2,0,2,2,0,3,14
740,1.596,CHINESE MED J-PEKING,24,0,1,2,2,2,1,1,3,0,2,10
741,3.514,CYTOKINE,24,0,0,1,1,0,2,3,1,0,1,15
742,2.398,DISCOV MED,24,0,0,0,2,3,0,1,2,2,0,14
743,0.684,EXPERT OPIN ORPHAN D,24,0,4,2,2,2,2,1,2,2,1,6
744,6.486,J CHILD PSYCHOL PSYC,24,0,0,1,0,2,2,4,2,4,2,7
745,,NEUROL-GENET,24,0,2,1,3,2,1,1,1,0,1,12
746,4.042,OBESITY,24,0,0,3,2,0,2,3,0,3,1,10
747,9.107,P IEEE,24,0,0,2,1,3,4,2,1,2,0,9
748,3.906,PHYS CHEM CHEM PHYS,24,0,0,0,1,0,2,3,1,2,1,14
749,3.532,PROTEOMICS,24,0,1,0,0,1,2,2,0,2,2,14
750,1.938,ZOOLOGY,24,0,0,0,2,1,0,3,0,1,0,17
751,3.804,AAPS J,23,0,1,0,1,1,0,5,1,3,2,9
752,4.984,ACTA PSYCHIAT SCAND,23,0,0,0,0,2,1,1,4,1,2,12
753,2.050,ARCH ORAL BIOL,23,1,1,0,0,0,1,1,0,4,3,12
754,,ARCH SEX BEHAV,23,0,0,0,1,0,1,1,0,1,0,19
755,5.179,BBA-GENE REGUL MECH,23,0,1,0,2,2,2,2,2,3,0,9
756,2.413,BMJ OPEN,23,0,0,2,1,1,3,1,1,1,0,13
757,15.211,CIRC RES,23,0,3,2,2,2,3,1,0,1,3,6
758,1.796,COGN NEUROPSYCHOL,23,0,1,1,0,4,4,0,3,1,1,8
759,,COGNITIVE DEV,23,0,0,1,0,2,3,0,2,0,3,12
760,1.649,COMPUT INTEL NEUROSC,23,0,0,1,0,1,2,1,0,1,1,16
761,14.499,COORDIN CHEM REV,23,1,0,1,0,0,1,0,3,4,2,11
762,,EMOT REV,23,0,0,0,4,1,2,0,1,2,2,11
763,3.466,EUR J PHARM SCI,23,0,0,1,2,2,2,0,1,0,0,15
764,20.773,GASTROENTEROLOGY,23,0,1,1,1,6,1,1,1,3,0,8
765,0.962,IBM J RES DEV,23,0,0,2,0,0,0,2,2,1,1,15
766,2.884,INFLAMMATION,23,0,0,0,1,0,1,1,1,2,3,14
767,3.231,J BIOMED MATER RES A,23,0,0,0,2,1,1,2,0,0,1,16
768,,J BUS ETHICS,23,0,0,0,5,1,1,0,2,3,2,9
769,,J DEV BIOL,23,0,0,1,2,3,3,0,3,0,0,11
770,5.995,LAB CHIP,23,0,2,0,1,0,2,1,0,1,0,16
771,0.920,NEUROCASE,23,0,0,0,2,4,0,6,1,3,0,7
772,2.166,NEUROL INDIA,23,0,1,0,0,1,1,0,2,2,2,14
773,0.368,NEUROPHYSIOLOGY+,23,0,0,0,1,1,2,0,1,1,0,17
774,,RESULTS PROBL CELL D,23,0,0,0,2,1,2,2,0,1,1,14
775,,SOVREM TEHNOL MED,23,0,0,1,0,2,0,0,0,0,2,18
776,1.936,SPINAL CORD,23,0,0,0,0,1,1,3,1,1,3,13
777,,AIMS MOL SCI,22,0,2,2,0,2,2,1,2,2,2,7
778,8.788,ANNU REV BIOMED ENG,22,0,1,3,2,1,1,6,3,1,2,2
779,3.118,ARCH BIOCHEM BIOPHYS,22,0,0,0,1,0,1,0,1,0,2,17
780,3.952,BIOTECHNOL BIOENG,22,0,0,0,1,1,1,2,1,0,0,16
781,2.655,CURR DRUG METAB,22,0,0,2,2,0,1,3,1,3,2,8
782,1.716,CURR NEUROVASC RES,22,5,0,2,1,1,2,0,1,0,0,10
783,1.546,EUR ARCH OTO-RHINO-L,22,0,0,1,0,0,1,2,2,2,1,13
784,2.424,EXCLI J,22,0,0,2,0,0,0,0,0,2,0,18
785,5.584,EXP MOL MED,22,0,1,1,0,2,3,1,2,2,1,9
786,1.711,J MORPHOL,22,0,0,0,0,1,1,0,1,0,3,16
787,11.613,J PINEAL RES,22,1,2,3,2,0,2,2,0,0,1,9
788,3.188,MOL IMMUNOL,22,1,2,5,0,4,3,2,0,0,0,5
789,6.500,NANOMED-NANOTECHNOL,22,0,0,0,1,0,0,1,1,1,1,17
790,35.724,NAT BIOTECHNOL,22,0,0,1,1,2,3,2,1,1,1,10
791,21.809,NAT IMMUNOL,22,0,0,4,1,0,2,1,3,1,1,9
792,1.887,NEUROPATHOLOGY,22,0,0,0,3,0,3,1,2,2,1,10
793,,NPJ REGEN MED,22,1,0,1,1,1,0,1,1,1,0,15
794,0.783,POSTEP HIG MED DOSW,22,0,0,0,0,0,1,2,3,4,1,11
795,,REV MEX NEUROCIENC,22,0,0,1,0,2,0,3,0,1,3,12
796,4.558,SEMIN NUCL MED,22,0,0,0,0,1,2,0,0,3,2,14
797,,2017 IEEE WORLDXB,21,0,0,1,0,1,0,3,1,0,1,14
798,2.000,ACTA NATURAE,21,0,1,0,1,2,3,0,1,3,1,9
799,6.048,ADDICTION,21,0,1,3,2,0,1,1,0,0,1,12
800,3.653,AM J NEURORADIOL,21,0,1,0,3,1,1,2,2,2,0,9
801,2.275,ANAL BIOCHEM,21,0,0,0,0,1,0,2,3,1,1,13
802,14.970,ANNU REV MED,21,0,2,1,1,5,5,2,0,1,0,4
803,3.184,BIOL REPROD,21,0,0,0,1,2,1,0,3,3,1,10
804,3.543,BIOL SEX DIFFER,21,0,0,2,1,2,2,1,2,3,1,7
805,,CANNABINOIDS BRAINXB,21,0,0,1,1,2,3,2,1,1,3,7
806,3.512,CLIN GENET,21,0,0,1,1,1,3,0,3,4,2,6
807,2.090,CLIN PSYCHOPHARM NEU,21,0,0,1,1,1,0,0,1,1,2,14
808,,COGNITIVE SCI,21,0,0,0,2,1,2,3,3,3,1,6
809,6.023,DIABETOLOGIA,21,0,1,0,2,1,1,2,1,1,0,12
810,4.918,EPIGENETICS-US,21,0,1,0,1,2,4,0,3,4,0,6
811,4.530,FEBS J,21,0,2,0,1,0,4,3,1,0,1,9
812,3.289,FOOD FUNCT,21,0,1,0,0,1,4,1,0,1,0,13
813,3.520,FRONT CELL INFECT MI,21,0,1,0,3,1,1,0,1,2,1,11
814,2.249,GRAEF ARCH CLIN EXP,21,0,1,0,1,0,1,0,1,1,3,13
815,,IEEE SYS MAN CYBERN,21,1,1,0,1,0,1,0,1,3,0,13
816,1.853,J CLIN EXP NEUROPSYC,21,0,1,0,0,1,1,2,3,1,0,12
817,4.247,J CLIN PSYCHIAT,21,0,2,1,0,1,1,3,1,2,3,7
818,3.060,J NEURO-ONCOL,21,0,0,1,2,2,1,3,0,0,2,10
819,11.460,JAMA NEUROL,21,0,2,2,2,1,4,1,4,0,1,4
820,,MINDFULNESS,21,0,0,0,0,1,3,1,1,9,0,6
821,5.660,MOL THER-NUCL ACIDS,21,0,2,1,3,2,3,2,0,1,1,6
822,,NUTR PREV TREATMXB,21,0,0,0,0,1,3,1,0,2,1,13
823,1.621,PHYS BIOL,21,0,0,0,1,1,0,0,1,0,0,18
824,2.670,SEMIN REPROD MED,21,0,0,2,2,1,1,1,0,3,2,9
825,2.792,SPINE,21,0,1,0,0,0,2,2,3,0,0,13
826,15.678,TRENDS BIOCHEM SCI,21,0,2,1,3,3,4,2,2,0,0,4
827,3.324,ACTA OPHTHALMOL,20,0,0,0,1,0,3,2,1,1,1,11
828,1.330,ANAT SCI INT,20,0,0,1,0,3,0,1,1,0,1,13
829,8.745,AUTOIMMUN REV,20,0,0,1,1,3,1,1,3,3,2,5
830,2.727,BIOINSPIR BIOMIM,20,0,0,0,0,1,0,2,0,1,0,16
831,4.829,CELLS-BASEL,20,2,1,1,0,1,1,2,1,3,2,6
832,2.254,CURR MOL MED,20,0,1,0,1,0,0,1,3,0,1,13
833,4.979,EPIGENOMICS-UK,20,0,1,1,1,1,0,1,2,0,2,11
834,3.636,EUR J HUM GENET,20,0,0,5,2,1,0,0,0,3,0,9
835,2.867,EXPERT OPIN THER PAT,20,0,1,0,3,2,1,0,0,3,1,9
836,2.478,EYE,20,0,1,2,4,0,2,1,1,1,1,7
837,3.038,FREE RADICAL RES,20,0,0,0,1,0,1,1,2,0,0,15
838,4.416,FRONT ONCOL,20,0,1,2,0,2,1,3,0,0,2,9
839,2.335,FRONT PEDIATR,20,0,1,0,2,0,1,2,2,1,1,10
840,5.359,HUM MUTAT,20,0,0,0,2,3,1,0,1,2,3,8
841,0.455,J EVOL BIOCHEM PHYS+,20,0,0,2,1,1,1,1,3,1,0,10
842,2.010,J EXP ANAL BEHAV,20,0,1,1,1,0,0,2,3,0,0,12
843,1.861,J EXP PSYCHOL-ANIM L,20,0,1,0,0,2,2,2,2,4,2,5
844,4.938,J MOL MED,20,0,1,4,1,0,2,2,0,1,1,8
845,2.442,LARYNGOSCOPE,20,0,0,0,1,3,0,0,3,4,0,9
846,4.082,MAGN RESON MED,20,0,0,3,2,1,2,3,1,2,2,4
847,3.998,METHODS,20,0,1,1,0,1,1,1,2,1,1,11
848,2.182,OTOL NEUROTOL,20,0,2,1,0,1,0,2,5,2,0,7
849,2.117,PARKINSONS DIS-US,20,0,1,0,2,1,1,0,2,1,2,10
850,1.762,REV NEUROL-FRANCE,20,0,0,0,1,0,1,2,1,2,2,11
851,5.844,WIRES RNA,20,0,1,1,1,1,0,0,2,0,3,11
852,3.300,WORLD J GASTROENTERO,20,0,1,1,0,2,1,1,3,2,2,7
853,2.224,ACTA BIOCH BIOPH SIN,19,0,0,0,1,1,1,1,2,1,2,10
854,,ANN NEUROSCI,19,0,0,0,0,0,0,1,0,1,4,13
855,,ASIAN J PSYCHIATR,19,0,1,0,0,0,1,1,2,2,1,11
856,3.702,BIOGERONTOLOGY,19,0,1,0,0,1,2,3,3,2,0,7
857,1.619,BIOSYSTEMS,19,0,0,0,2,0,0,2,2,1,0,12
858,1.275,CELLS TISSUES ORGANS,19,0,0,0,0,0,0,2,0,0,2,15
859,6.091,CLIN EPIGENETICS,19,0,0,1,2,0,2,4,2,1,3,4
860,3.181,COMMUN NONLINEAR SCI,19,0,0,0,0,0,1,0,3,0,3,12
861,2.258,COMP BIOCHEM PHYS A,19,0,0,0,2,0,0,2,1,0,1,13
862,1.943,CURR GENE THER,19,0,1,0,0,2,1,2,1,0,3,9
863,4.621,EUR J NEUROL,19,0,0,1,1,1,2,0,0,3,1,10
864,4.027,EUR RADIOL,19,0,0,0,0,2,0,2,4,1,2,8
865,2.413,EXP BIOL MED,19,0,3,0,0,0,3,1,2,0,1,9
866,1.218,FLY,19,0,0,1,0,0,1,3,1,2,1,10
867,,FRONT DEV SCI,19,0,0,1,0,3,1,1,4,0,1,8
868,4.057,INT J BIOL SCI,19,0,0,2,1,1,1,1,0,2,4,7
869,1.305,INT J PEDIATR OTORHI,19,1,2,0,0,2,3,2,1,1,1,6
870,3.236,IUBMB LIFE,19,0,1,1,1,0,0,2,1,0,0,13
871,3.768,J BIOPHOTONICS,19,0,0,1,1,2,1,0,0,1,0,13
872,4.099,J HYPERTENS,19,0,0,1,0,3,0,2,1,1,2,9
873,3.612,J MAGN RESON IMAGING,19,0,2,3,0,2,1,2,0,0,1,8
874,5.296,J MOL CELL CARDIOL,19,0,0,3,1,1,1,2,2,1,1,7
875,1.434,LEARN BEHAV,19,0,0,1,1,0,1,2,1,0,0,13
876,0.685,M S-MED SCI,19,0,1,0,0,3,2,1,2,1,2,7
877,2.785,NEURODEGENER DIS,19,0,0,0,1,0,1,1,0,3,1,12
878,5.530,OCUL SURF,19,0,0,0,0,1,0,1,1,2,1,13
879,,QUICK REF NEUR REHXB,19,0,0,1,3,4,2,3,2,1,0,3
880,2.686,ADDICT BEHAV,18,0,0,3,1,1,1,2,0,1,1,8
881,12.102,ANGEW CHEM INT EDIT,18,1,0,0,2,0,1,0,0,1,2,11
882,0.787,BIOL INSPIR COGN ARC,18,0,0,0,0,0,0,0,1,5,0,12
883,2.419,BMC PSYCHIATRY,18,0,0,2,1,1,4,1,0,0,2,7
884,2.715,CURR PAIN HEADACHE R,18,0,3,1,0,0,0,1,0,1,0,12
885,2.633,CURR TREAT OPTION NE,18,1,0,2,1,2,1,1,0,2,0,8
886,2.491,ENVIRON TOXICOL,18,0,0,2,0,1,0,2,2,1,0,10
887,2.548,GLYCOCONJUGATE J,18,0,0,0,1,0,1,3,1,0,0,12
888,11.852,HUM REPROD UPDATE,18,0,0,0,3,1,4,1,2,3,0,4
889,3.304,INFLAMMOPHARMACOLOGY,18,0,0,1,0,1,1,1,2,1,0,11
890,1.854,J NEUROPSYCH CLIN N,18,0,1,2,2,0,1,0,0,1,1,10
891,3.667,J PEDIATR-US,18,0,2,3,0,1,2,0,1,1,2,6
892,3.146,J PHYS CHEM B,18,0,1,1,0,2,2,1,1,3,0,7
893,4.291,MED SCI SPORT EXER,18,0,0,4,0,0,1,1,1,0,0,11
894,5.963,METABOLISM,18,0,1,1,0,1,3,0,2,0,2,8
895,3.340,MOL MED,18,0,2,1,0,2,0,1,3,1,2,6
896,7.233,NANOSCALE,18,0,0,1,0,1,0,3,0,1,0,12
897,35.612,NAT REV MOL CELL BIO,18,2,1,1,5,3,0,0,3,0,1,2
898,3.031,NMR BIOMED,18,1,1,0,0,2,1,1,0,3,1,8
899,,PATHOGENS,18,0,1,0,0,0,1,0,0,0,1,15
900,2.748,PHILOS T R SOC A,18,0,0,1,2,0,0,5,1,0,1,8
901,8.839,PHYS REV LETT,18,1,0,2,1,0,1,0,0,2,0,11
902,3.349,PHYTOTHER RES,18,0,0,0,0,0,0,1,1,2,1,13
903,2.011,PRION,18,0,1,1,3,1,4,2,0,1,1,4
904,2.638,ROBOT AUTON SYST,18,0,0,0,0,1,0,1,2,0,0,14
905,3.612,STEM CELL REV REP,18,0,1,0,0,2,0,2,0,0,1,12
906,7.038,TRENDS CANCER,18,2,0,0,2,1,0,2,0,0,0,11
907,0.293,YAKUGAKU ZASSHI,18,1,0,2,0,0,2,1,1,0,0,11
908,1.733,ZEBRAFISH,18,0,0,0,2,1,1,3,0,1,0,10
909,,AM PSYCHOL,17,0,0,1,2,2,2,1,1,1,0,7
910,1.548,APPL ANIM BEHAV SCI,17,0,0,0,1,2,1,2,0,0,1,10
911,3.884,AQUAT TOXICOL,17,0,1,0,1,0,0,1,1,1,0,12
912,0.546,B EXP BIOL MED+,17,0,1,0,0,2,0,1,2,1,2,8
913,2.036,BEHAV GENET,17,0,0,0,1,1,1,0,2,1,0,11
914,,BIONANOSCIENCE,17,0,1,2,1,1,0,0,2,1,0,9
915,,BRAIN-COMPUT INTERFA,17,1,0,2,1,4,0,3,0,0,1,5
916,5.592,CELL CHEM BIOL,17,0,0,1,1,0,1,3,1,1,0,9
917,3.201,CLIN EXP RHEUMATOL,17,1,1,1,1,0,1,3,0,0,2,7
918,4.171,CURR OPIN INSECT SCI,17,0,0,3,1,2,0,2,1,3,0,5
919,2.913,DEV COMP IMMUNOL,17,1,0,0,0,0,1,2,0,0,0,13
920,1.360,ELECTROMAGN BIOL MED,17,0,0,0,2,0,0,1,3,1,3,7
921,3.041,ENDOCR CONNECT,17,0,1,1,0,1,0,0,0,2,0,12
922,2.354,EXP CLIN PSYCHOPHARM,17,0,1,1,0,1,1,2,0,0,3,8
923,4.019,FRONT MICROBIOL,17,1,1,0,0,2,1,1,0,0,0,11
924,,FRONT ROBOT AI,17,0,1,0,0,0,1,0,0,0,2,13
925,0.893,HNO,17,0,0,1,2,4,1,2,0,4,0,3
926,3.500,IEEE T BIOMED CIRC S,17,0,3,0,0,1,0,1,0,1,1,10
927,,INT C ACOUST SPEE,17,0,0,0,0,0,1,1,2,2,1,10
928,1.759,INT J AUDIOL,17,0,0,2,0,4,1,1,1,2,0,6
929,2.431,J BIOMECH,17,0,0,0,0,1,1,0,1,3,1,10
930,,J CENT NERV SYST DIS,17,1,0,0,1,0,0,0,0,0,2,13
931,1.665,J CHILD NEUROL,17,0,0,0,2,0,2,1,1,0,0,11
932,2.432,J EXP ZOOL PART B,17,0,0,0,1,1,1,0,0,1,1,12
933,6.754,J INTERN MED,17,0,0,1,3,2,1,2,0,1,0,7
934,2.478,J PHYSIOL PHARMACOL,17,0,0,0,1,0,0,0,2,1,0,13
935,13.333,NAT STRUCT MOL BIOL,17,0,0,1,1,0,1,3,2,1,0,8
936,3.423,ORG BIOMOL CHEM,17,0,0,0,1,0,1,1,1,1,3,9
937,2.398,PEDIATR NEUROL,17,0,0,0,1,0,4,0,2,3,1,6
938,3.086,REPRODUCTION,17,0,1,0,1,0,1,2,1,4,1,6
939,1.808,TRENDS HEAR,17,0,1,2,1,0,3,2,1,3,1,3
940,,ACS SYM SER,16,0,0,1,1,0,0,0,0,3,0,11
941,6.014,ACTA PHARM SIN B,16,0,1,0,1,1,2,0,0,0,1,10
942,,AIMS BIOPHYS,16,0,1,2,1,1,0,0,3,1,1,6
943,4.092,AM J PHYSIOL-LUNG C,16,0,0,1,0,0,1,2,0,3,2,7
944,,BIOCHEM MOSC-SUPPL S,16,0,0,0,0,0,0,0,1,1,2,12
945,15.132,BLOOD,16,0,0,1,0,1,0,0,1,2,3,8
946,6.491,CANCER LETT,16,0,0,0,2,1,0,0,1,2,1,9
947,1.372,CELL MOL BIOL,16,0,0,0,2,0,1,1,1,1,0,10
948,4.427,CHEMOSPHERE,16,0,1,0,1,2,0,1,0,1,1,9
949,,CHILD DEV,16,0,0,3,0,2,2,2,0,1,0,6
950,2.115,COMPUT BIOL MED,16,0,0,2,1,1,2,1,1,2,0,6
951,2.776,ENVIRON TOXICOL PHAR,16,0,0,1,0,0,0,0,2,0,2,11
952,1.173,EXP ANIM TOKYO,16,0,0,0,0,2,0,0,2,1,0,11
953,8.898,GENOME MED,16,0,0,1,4,2,2,1,1,0,0,5
954,10.101,GENOME RES,16,0,1,2,3,0,1,1,0,1,2,5
955,,HAND CLINIC,16,0,0,0,1,0,2,1,1,1,1,9
956,2.145,INT J ENV RES PUB HE,16,0,0,0,0,1,0,1,0,0,1,13
957,6.250,J AM ACAD CHILD PSY,16,1,0,0,1,2,1,3,2,0,3,3
958,1.454,J ANESTH,16,0,0,0,2,0,0,0,1,1,2,10
959,2.909,J APPL TOXICOL,16,0,0,0,0,0,0,2,2,1,3,8
960,2.215,J DEV ORIG HLTH DIS,16,0,0,0,1,2,0,0,0,0,4,9
961,0.948,J HUAZHONG U SCI-MED,16,0,0,0,1,0,2,3,0,0,1,9
962,4.776,J MATER CHEM B,16,0,0,0,0,0,1,0,2,0,1,12
963,2.309,J PHARM PHARMACOL,16,0,0,0,2,1,0,2,0,0,0,11
964,2.269,J PHARMACOL TOX MET,16,0,0,0,0,1,0,2,0,1,2,10
965,1.971,MED BIOL ENG COMPUT,16,0,0,1,0,0,2,2,1,0,2,8
966,2.342,MEDCHEMCOMM,16,0,1,1,1,1,1,2,1,1,0,7
967,,MULT SCLER PERSPXB,16,0,0,0,1,1,0,1,0,1,0,12
968,13.843,NAT CHEM BIOL,16,0,0,1,2,0,0,1,2,1,2,7
969,1.779,NEUROREHABILITATION,16,0,0,0,1,0,1,1,0,2,0,11
970,,NITR OX BIOL PATH XB,16,0,0,1,2,1,1,0,0,1,2,8
971,2.368,Q J NUCL MED MOL IM,16,0,1,1,2,0,2,1,2,0,3,4
972,2.105,REPROD FERT DEVELOP,16,0,0,0,2,2,0,0,0,0,1,11
973,,RES AUTISM SPECT DIS,16,0,0,2,1,2,1,1,1,2,0,6
974,,SLEEP MED CLIN,16,0,0,0,1,1,0,2,0,0,1,11
975,3.105,TOXICOL IN VITRO,16,0,1,0,0,0,0,0,0,0,0,15
976,3.794,ACS MED CHEM LETT,15,0,0,0,0,0,0,0,0,0,1,14
977,2.072,ACTA NEUROL BELG,15,0,1,3,1,1,1,2,1,3,0,2
978,,AM J ADDICTION,15,0,0,1,0,2,0,0,0,1,1,10
979,0.544,ANIM CELLS SYST,15,0,0,1,0,0,1,1,1,0,3,8
980,6.086,ARTERIOSCL THROM VAS,15,0,0,1,1,1,1,0,0,2,0,9
981,2.361,BIOL TRACE ELEM RES,15,0,0,0,0,0,0,0,1,1,2,11
982,15.393,CELL RES,15,0,0,4,3,1,2,1,1,0,1,2
983,,CHILD ADOL PSYCH CL,15,0,0,0,1,0,0,1,2,2,2,7
984,1.235,CHILD NERV SYST,15,0,0,1,2,0,2,0,1,1,0,8
985,1.807,CLIN EEG NEUROSCI,15,0,0,2,1,0,0,0,5,2,1,4
986,1.425,COGN SYST RES,15,0,0,0,0,0,0,3,1,1,2,8
987,1.829,COMPLEXITY,15,0,0,1,1,2,2,2,2,0,2,3
988,3.279,CURR OPIN ENDOCRINOL,15,0,0,9,0,1,1,0,0,1,1,2
989,,FLUIDS BARRIERS CNS,15,0,2,4,2,3,1,0,0,1,0,2
990,,FRONT PHYS,15,0,0,0,2,1,0,1,1,2,1,7
991,13.214,GENOME BIOL,15,0,1,2,0,1,0,1,2,0,2,6
992,4.241,HUM GENE THER,15,0,0,0,1,0,0,1,0,1,0,12
993,1.869,IEEE T HAPTICS,15,0,0,0,1,1,0,2,2,2,0,7
994,3.358,IMMUNOLOGY,15,0,1,1,0,0,0,1,1,1,1,9
995,1.508,INDIAN J MED RES,15,0,0,0,0,0,0,0,1,1,2,11
996,3.294,INTEGR BIOL-UK,15,0,0,1,1,0,0,1,0,2,1,9
997,2.367,J BIOMED OPT,15,0,1,1,0,0,3,1,0,1,2,6
998,2.517,J COMP PHYSIOL B,15,0,0,0,0,1,0,1,1,0,0,12
999,,J NEUROSCI PSYCHOL E,15,0,0,1,2,1,1,0,3,3,1,3
1000,1.767,J NEUROSURG SCI,15,0,0,0,2,0,1,0,2,0,0,10
