Cited Journal Data: IEEE T BIO-MED ENG,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
660,1.383,ASSEMBLY AUTOM,5,0,0,0,1,2,1,0,0,0,0,1
661,2.605,AUTON NEUROSCI-BASIC,5,0,0,0,0,0,0,0,2,0,0,3
662,3.438,BBA-BIOMEMBRANES,5,0,0,1,0,1,1,1,0,0,0,1
663,0.872,BIO-MED MATER ENG,5,0,1,0,0,0,0,0,0,0,2,2
664,6.838,BIOFABRICATION,5,1,0,1,0,2,0,0,1,0,0,0
665,3.125,BRAIN RES,5,0,1,1,2,0,0,0,0,0,0,1
666,,BREATHE,5,0,0,0,0,1,0,0,0,0,0,4
667,1.948,CHIN OPT LETT,5,0,0,0,1,1,1,2,0,0,0,0
668,2.643,CHRONOBIOL INT,5,0,0,0,2,0,0,0,0,0,0,3
669,2.282,CLIN RADIOL,5,0,0,0,0,0,0,0,0,1,1,3
670,1.747,COMPUT ELECTR ENG,5,0,0,1,1,0,0,1,1,0,0,1
671,4.148,COMPUT STRUCT BIOTEC,5,0,1,0,1,1,0,1,0,1,0,0
672,6.630,CRIT CARE MED,5,0,0,0,0,1,0,0,0,1,0,3
673,3.478,CURR NEUROL NEUROSCI,5,0,0,0,1,1,0,0,0,0,0,3
674,,DATA,5,0,1,2,0,0,0,0,1,0,0,1
675,,DISABIL REHABIL-ASSI,5,0,0,0,1,0,2,0,0,0,0,2
676,3.120,EAR HEARING,5,0,0,0,1,0,0,0,1,0,0,3
677,2.025,EARLY HUM DEV,5,1,0,1,0,0,0,0,0,0,2,1
678,,ENEURO,5,0,1,1,0,0,1,0,0,0,0,2
679,1.177,ENG COMPUTATION,5,0,0,0,0,1,0,0,0,0,0,4
680,,EPJ NONLINEAR BIOMED,5,0,1,0,1,0,0,0,0,0,0,3
681,2.019,ERGONOMICS,5,0,0,0,0,0,1,0,0,0,0,4
682,2.064,EVID-BASED COMPL ALT,5,0,0,0,2,0,0,0,1,0,0,2
683,2.413,EXP BIOL MED,5,0,0,0,0,3,0,1,0,0,0,1
684,,EXPERT REV OPHTHALMO,5,0,0,0,0,0,1,1,0,0,0,3
685,,FUTURE INTERNET,5,0,0,2,0,0,1,0,1,0,0,1
686,,HEALTH INF SCI SYST,5,1,1,0,0,0,0,0,1,0,1,1
687,,I C HUMANOID NANOTEC,5,0,0,0,1,0,0,1,0,0,0,3
688,,IEEE C ANTENNA MEAS,5,0,1,1,0,1,0,1,1,0,0,0
689,3.933,IEEE CIRC SYST MAG,5,0,1,1,1,0,0,0,1,0,0,1
690,,IEEE COMPUT SOC CONF,5,0,2,0,1,0,0,0,0,0,0,2
691,,IEEE INT C ELECTR TA,5,0,1,0,0,0,0,1,0,0,1,2
692,,IEEE SYST MAN CYBERN,5,0,0,0,1,0,0,2,0,0,0,2
693,0.723,IEEJ T ELECTR ELECTR,5,0,0,0,0,0,0,0,0,0,4,1
694,2.618,IET GENER TRANSM DIS,5,0,0,0,0,1,3,0,0,1,0,0
695,0.873,IET SYST BIOL,5,0,0,0,0,0,1,0,0,2,0,2
696,,INT C ASIC,5,0,0,1,1,2,0,0,0,0,0,1
697,2.036,INT J CARDIOVAS IMAG,5,0,0,1,0,0,0,0,0,1,0,3
698,0.908,INT J HUM ROBOT,5,0,0,0,0,0,0,0,0,0,1,4
699,1.259,INT J HUM-COMPUT INT,5,0,0,0,1,0,1,0,0,0,0,3
700,2.450,INT J NUMER METHOD H,5,0,0,0,0,1,0,0,1,0,0,3
701,3.294,INTEGR BIOL-UK,5,1,0,1,0,0,0,1,0,1,0,1
702,2.882,J BIOMED INFORM,5,0,0,1,0,1,0,1,1,0,0,1
703,,J BIOMIM BIOMATER BI,5,0,0,0,0,0,0,0,2,0,0,3
704,1.627,J BRAZ SOC MECH SCI,5,0,0,0,0,0,0,0,0,0,0,5
705,5.457,J CARDIOVASC MAGN R,5,0,0,0,2,1,1,0,1,0,0,0
706,3.468,J COGNITIVE NEUROSCI,5,0,0,0,0,0,0,0,0,0,0,5
707,1.632,J COMPUT APPL MATH,5,0,0,0,0,0,1,0,0,0,0,4
708,0.878,J COMPUT SCI TECH-CH,5,0,0,1,0,1,1,0,1,1,0,0
709,0.327,J INF SCI ENG,5,0,0,0,0,1,1,0,0,0,0,3
710,1.354,J NANOSCI NANOTECHNO,5,0,0,0,0,1,0,2,0,0,0,2
711,2.779,J NEURAL TRANSM,5,0,0,0,0,0,1,0,2,1,0,1
712,1.680,J OPHTHALMOL,5,0,1,3,1,0,0,0,0,0,0,0
713,1.906,J SPEECH LANG HEAR R,5,0,0,0,1,0,2,0,0,0,0,2
714,1.833,J THEOR BIOL,5,0,0,0,0,0,0,1,0,0,0,4
715,3.789,LANGMUIR,5,0,0,1,0,0,2,0,0,0,0,2
716,2.235,LASER PHYS LETT,5,0,0,0,0,2,0,0,0,0,0,3
717,,LECT NOTES ENG COMP,5,0,0,0,0,0,1,2,0,0,0,2
718,0.390,MEAS TECH+,5,0,0,0,0,0,0,0,0,0,0,5
719,1.049,MICROPROCESS MICROSY,5,0,0,1,0,1,0,0,0,0,0,3
720,1.087,MICROSC RES TECHNIQ,5,0,0,0,0,0,1,2,2,0,0,0
721,13.120,NANO ENERGY,5,0,1,0,0,0,0,2,0,0,0,2
722,32.635,NAT REV NEUROSCI,5,0,0,0,0,0,0,0,1,0,0,4
723,4.339,NONLINEAR DYNAM,5,0,0,1,1,0,0,1,0,0,0,2
724,2.370,NUMER MATH,5,0,0,0,0,0,0,0,0,1,0,4
725,1.664,ONCOL LETT,5,0,0,1,1,2,0,1,0,0,0,0
726,3.589,OPT LETT,5,1,0,0,0,0,0,0,3,0,0,1
727,,P 2017 7 INT C INTXB,5,0,0,0,0,1,0,0,0,0,2,2
728,,P 2017 IEEE 2 INT XB,5,0,0,1,0,2,1,1,0,0,0,0
729,,P 2017 IEEE INT CXB,5,0,0,0,0,0,0,0,0,0,0,5
730,,P IEEE VIRT REAL ANN,5,0,0,0,0,1,1,0,0,0,0,3
731,1.441,PACE,5,0,0,0,0,0,0,0,0,0,0,5
732,,PROC CVPR IEEE,5,0,1,0,0,0,2,0,1,0,0,1
733,1.103,PROSTHET ORTHOT INT,5,0,0,0,0,0,1,1,0,0,0,3
734,1.792,RESP PHYSIOL NEUROBI,5,0,0,0,0,1,0,0,0,0,0,4
735,2.188,SCI CHINA INFORM SCI,5,0,0,0,0,0,3,0,0,2,0,0
736,1.489,SKIN RES TECHNOL,5,0,0,0,0,0,0,1,1,1,0,2
737,,STUD COMPUT INTELL,5,0,0,0,0,0,0,0,0,1,0,4
738,2.861,SUPERCOND SCI TECH,5,1,2,0,0,0,0,0,1,1,0,0
739,8.537,THERANOSTICS,5,0,1,0,1,0,0,0,3,0,0,0
740,1.176,UNIVERSAL ACCESS INF,5,0,0,0,0,0,1,0,0,0,0,4
741,,WIREL TELECOMM SYMP,5,0,0,0,0,0,0,1,0,0,0,4
742,,WOODH PUB SER ELECT,5,0,0,0,0,0,1,0,2,1,0,1
743,,2017 3 INT C EL INXB,4,0,0,0,0,0,0,0,0,0,0,4
744,,2017 3 INT C EVXB,4,0,0,1,0,0,0,0,0,0,3,0
745,,2017 IEEE 1 UKR CXB,4,0,0,0,0,1,0,0,0,0,0,3
746,,2017 IEEE 37 INT CXB,4,0,0,0,0,0,0,0,1,0,3,0
747,,2017 IEEE 8 LAT AMXB,4,0,0,0,0,1,1,0,0,0,1,1
748,,2017 INT C NEWXB,4,0,1,0,0,1,0,0,0,0,1,1
749,,2017 INT S SIGNXB,4,0,1,0,2,0,0,0,0,0,0,1
750,,ACS OMEGA,4,0,0,0,0,0,1,0,0,0,0,3
751,0.909,ACTA POLYTECH HUNG,4,0,0,1,0,0,0,0,0,0,0,3
752,13.660,ADV DRUG DELIVER REV,4,0,0,0,1,0,0,0,1,0,0,2
753,5.466,ADV ELECTRON MATER,4,0,0,2,1,0,0,0,0,0,0,1
754,4.622,ADV MATER TECHNOL-US,4,0,1,0,2,0,0,0,0,0,0,1
755,12.441,ADV SCI,4,0,1,0,0,1,0,0,1,0,0,1
756,,AFRICON,4,0,0,0,2,0,0,0,1,0,0,1
757,,ANN REHABIL MED-ARM,4,0,0,0,0,1,1,1,1,0,0,0
758,1.983,APPL INTELL,4,0,0,0,0,0,1,0,0,0,0,3
759,6.605,ARCH COMPUT METHOD E,4,0,0,1,0,1,1,0,0,0,0,1
760,3.077,ARCH PHYS MED REHAB,4,0,0,0,0,0,0,0,0,0,0,4
761,4.032,AUTOMAT CONSTR,4,0,0,1,0,0,0,0,0,0,0,3
762,6.126,AUTOMATICA,4,0,0,0,0,0,0,1,0,1,1,1
763,3.679,BBA-GEN SUBJECTS,4,0,0,0,0,1,1,0,0,0,0,2
764,1.723,BIOMED J,4,0,1,0,0,1,0,0,1,0,0,1
765,1.194,BLOOD PRESS MONIT,4,0,0,0,0,0,1,0,0,0,0,3
766,2.042,BMC PEDIATR,4,0,0,0,0,0,0,1,2,0,0,1
767,2.219,BRAIN BEHAV,4,0,0,0,0,0,0,1,0,1,0,2
768,,CANCER INFORM,4,0,0,0,0,0,0,2,0,0,0,2
769,9.130,CANCER RES,4,1,0,1,0,0,1,0,1,0,0,0
770,6.221,CIRC-CARDIOVASC IMAG,4,0,0,1,1,1,0,0,0,0,0,1
771,2.600,CLIN PHYSIOL FUNCT I,4,0,0,0,1,0,0,0,0,0,0,3
772,1.260,COGN TECHNOL WORK,4,0,0,0,0,1,1,1,0,0,0,1
773,2.221,COMPUT FLUIDS,4,0,0,0,0,0,1,0,0,0,0,3
774,2.391,COMPUT VIS IMAGE UND,4,0,0,0,0,1,1,0,0,1,0,1
775,4.907,CORTEX,4,0,0,0,0,0,0,0,0,0,0,4
776,3.289,CURR ALZHEIMER RES,4,0,0,1,0,1,0,0,1,1,0,0
777,4.010,CURR OPIN NEUROL,4,0,0,0,0,0,0,0,0,0,0,4
778,2.481,DATA MIN KNOWL DISC,4,0,1,1,0,0,0,0,0,1,0,1
779,1.175,DISPLAYS,4,0,0,0,1,1,0,1,1,0,0,0
780,2.531,DYSPHAGIA,4,0,0,0,0,0,0,0,1,0,0,3
781,,ELEC COMP C,4,0,0,1,1,1,0,1,0,0,0,0
782,2.851,ELECTROANAL,4,0,0,0,0,1,0,0,0,0,1,2
783,2.819,ENG APPL ARTIF INTEL,4,0,0,0,0,0,1,0,0,2,1,0
784,4.129,EUR NEUROPSYCHOPHARM,4,0,0,0,0,0,0,0,1,0,0,3
785,1.536,EUR PHYS J B,4,0,0,0,0,0,0,0,1,0,0,3
786,12.244,EUR RESPIR J,4,0,0,1,0,0,0,0,1,0,0,2
787,1.737,EURASIP J IMAGE VIDE,4,0,0,0,0,0,0,1,0,0,1,2
788,5.231,EUROPACE,4,0,0,0,1,0,0,0,1,0,0,2
789,2.094,EXPERT REV MED DEVIC,4,0,0,0,0,1,1,0,0,1,0,1
790,2.607,EXPERT REV RESP MED,4,0,0,1,2,0,0,0,0,0,1,0
791,,FED C COMPUT SCI,4,0,0,1,1,0,0,0,0,1,0,1
792,,FLEX PRINT ELECTRON,4,0,0,1,2,0,1,0,0,0,0,0
793,3.138,FRONT BEHAV NEUROSCI,4,0,0,0,0,0,0,0,0,0,0,4
794,3.152,FRONT NEUROANAT,4,0,0,0,0,0,0,0,1,0,0,3
795,2.675,FUZZY SET SYST,4,0,0,0,0,0,0,0,0,0,0,4
796,3.433,IEEE ELECTR DEVICE L,4,0,0,0,0,0,0,0,0,1,1,2
797,,IEEE INT CONF COMP V,4,1,0,1,1,0,0,0,0,0,0,1
798,,IEEE T BIG DATA,4,0,1,1,0,0,0,0,0,0,0,2
799,1.952,IEEE T COGN DEV SYST,4,0,1,1,1,0,0,0,1,0,0,0
800,4.051,IEEE T INTELL TRANSP,4,0,0,0,0,0,0,1,1,0,1,1
801,4.098,IEEE T MOBILE COMPUT,4,0,0,0,0,0,1,1,0,1,0,1
802,,IEEE WINT CONF APPL,4,0,0,0,1,0,0,1,0,1,0,1
803,,IND INST MET SER,4,0,0,0,0,0,0,0,0,0,0,4
804,,INNOV SURG SCI,4,1,1,0,0,0,1,0,0,0,0,1
805,,INT C ADVAN COMPU,4,0,0,0,0,0,0,0,0,0,0,4
806,,INT C SYST CONTRO,4,0,0,0,0,0,0,0,0,0,0,4
807,2.601,INT J ADV MANUF TECH,4,0,1,1,0,0,1,0,0,0,0,1
808,1.444,INT J CIRC THEOR APP,4,0,0,0,0,0,0,0,0,1,0,3
809,0.652,INT J DATA MIN BIOIN,4,0,0,0,0,0,0,0,0,0,2,2
810,3.202,INT J INFECT DIS,4,0,0,1,0,1,0,2,0,0,0,0
811,4.370,INT J NANOMED,4,0,0,0,0,0,0,0,1,1,0,2
812,0.816,INT J NUMER MODEL EL,4,0,0,0,0,0,1,0,0,0,0,3
813,3.862,INT J PHARMACEUT,4,1,1,0,0,0,0,1,0,0,0,1
814,5.554,INT J RADIAT ONCOL,4,2,0,0,0,0,0,0,0,1,0,1
815,1.723,ISPRS INT J GEO-INF,4,0,0,0,1,0,0,0,2,0,0,1
816,2.638,J AM ACAD ORTHOP SUR,4,0,0,0,0,0,1,0,0,0,0,3
817,1.423,J AMB INTEL HUM COMP,4,0,0,1,0,1,0,1,0,0,0,1
818,2.479,J ANAT,4,0,0,0,0,0,1,3,0,0,0,0
819,1.783,J APPL BIOMED,4,0,0,0,0,0,0,0,0,0,0,4
820,0.649,J BIOL SYST,4,0,0,0,0,0,0,1,0,1,0,2
821,6.045,J CEREBR BLOOD F MET,4,0,0,0,0,0,0,0,2,0,0,2
822,0.112,J CHIN SOC MECH ENG,4,0,0,0,0,0,0,0,0,0,0,4
823,3.396,J CLIN SLEEP MED,4,0,0,0,0,0,0,0,1,0,0,3
824,2.201,J CONSTR ENG M,4,0,0,0,0,0,0,0,0,0,0,4
825,,J ELECTRON INF TECHN,4,0,1,0,1,0,1,0,0,0,0,1
826,0.954,J FAC ENG ARCHIT GAZ,4,0,0,0,0,0,0,0,0,0,1,3
827,2.648,J HAND SURG-EUR VOL,4,0,0,0,0,0,0,2,0,1,0,1
828,4.099,J HYPERTENS,4,0,0,0,0,1,2,0,0,0,0,1
829,,J IMAGING,4,0,0,0,0,0,2,1,0,1,0,0
830,1.583,J INTELL ROBOT SYST,4,0,0,0,0,3,1,0,0,0,0,0
831,0.941,J INVERSE ILL-POSE P,4,0,0,0,0,0,1,0,0,0,0,3
832,1.493,J MATERN-FETAL NEO M,4,0,0,0,0,1,0,0,1,0,0,2
833,3.172,J PARKINSON DIS,4,0,1,0,0,0,0,2,0,0,0,1
834,2.196,J PHARMACOKINET PHAR,4,0,0,0,1,0,0,0,0,0,0,3
835,2.787,J PROCESS CONTR,4,0,0,0,0,1,0,0,0,0,1,2
836,0.374,J SEMICOND TECH SCI,4,0,0,0,1,1,1,0,0,0,0,1
837,2.325,J STRENGTH COND RES,4,0,0,0,0,1,0,0,0,0,0,3
838,2.886,J SURG ONCOL,4,0,0,2,0,0,1,0,0,0,0,1
839,0.913,J SYST ARCHITECT,4,0,1,0,0,0,0,0,0,0,0,3
840,,J TEKNOL,4,0,0,0,0,0,0,0,0,0,0,4
841,,J THER ULTRASOUND,4,0,0,0,0,0,0,0,2,0,0,2
842,1.530,J ULTRAS MED,4,0,0,1,0,0,0,0,1,0,0,2
843,2.758,J VASC INTERV RADIOL,4,0,1,0,0,1,1,0,0,0,1,0
844,1.836,J VIS COMMUN IMAGE R,4,0,1,0,0,0,1,0,1,1,0,0
845,4.541,JMIR MHEALTH UHEALTH,4,1,0,0,0,0,1,2,0,0,0,0
846,,LARYNSCOPE INVEST,4,0,0,1,0,0,0,0,0,0,0,3
847,2.726,LASER SURG MED,4,1,0,0,0,0,0,0,0,0,0,3
848,0.401,LAT AM J PHARM,4,0,0,0,0,0,0,0,0,0,0,4
849,,MATEC WEB CONF,4,0,0,1,0,1,1,0,0,0,1,0
850,1.476,MATH COMPUT SIMULAT,4,0,0,0,0,0,0,0,0,0,0,4
851,1.101,MATH MODEL NAT PHENO,4,0,0,0,0,0,1,0,0,0,0,3
852,2.211,MECCANICA,4,0,0,0,0,0,0,1,0,1,0,2
853,1.352,MECH SCI,4,0,1,0,0,0,0,0,0,0,0,3
854,0.731,MOD PHYS LETT B,4,0,0,0,0,0,0,1,0,0,1,2
855,,MODEL OPTIM SCI TECH,4,0,0,0,0,1,0,0,0,0,1,2
856,2.088,MULTIDIM SYST SIGN P,4,0,0,0,1,2,0,0,0,0,1,0
857,12.080,NANO LETT,4,0,1,0,0,0,0,0,0,0,0,3
858,41.577,NATURE,4,0,2,0,0,0,0,0,0,0,0,2
859,4.454,NEUROBIOL AGING,4,0,0,0,0,0,2,0,0,0,1,1
860,3.842,NEUROGASTROENT MOTIL,4,0,2,0,0,0,1,1,0,0,0,0
861,1.449,NEUROL RES,4,0,0,0,0,0,0,0,0,0,0,4
862,2.889,NEUROPSYCHOLOGIA,4,0,0,0,0,0,0,0,0,0,0,4
863,2.647,NEUROSURG FOCUS,4,0,0,0,0,0,0,0,0,0,0,4
864,0.805,OPT REV,4,0,0,0,1,0,0,2,0,0,0,1
865,,P 19 INT C HUM INTXB,4,0,0,0,0,0,0,0,0,0,0,4
866,,P 2017 IEEE RUSSXB,4,0,1,1,1,0,0,0,0,0,0,1
867,,P 2017 INT C COMMXB,4,0,0,0,0,1,0,1,0,0,0,2
868,,P 7 INT C CLOUDXB,4,0,0,0,1,0,1,0,0,0,1,1
869,,P INT COMP SOFTW APP,4,0,0,0,0,1,2,0,0,1,0,0
870,1.924,PERS UBIQUIT COMPUT,4,0,0,0,0,0,0,0,1,1,0,2
871,2.748,PHILOS T R SOC A,4,0,0,0,0,0,1,0,0,0,0,3
872,,PHOTOACOUSTICS,4,0,0,1,0,0,3,0,0,0,0,0
873,3.906,PHYS CHEM CHEM PHYS,4,0,0,0,0,0,0,1,0,0,0,3
874,2.240,PHYS MEDICA,4,0,2,0,1,0,0,0,0,0,0,1
875,2.517,PHYSIOL BEHAV,4,0,0,0,0,1,0,1,0,0,0,2
876,,PROC IEEE MICR ELECT,4,0,0,1,0,0,2,0,1,0,0,0
877,1.151,QUANTUM ELECTRON+,4,0,0,0,0,0,0,2,0,0,0,2
878,9.184,RENEW SUST ENERG REV,4,0,0,0,0,0,1,0,0,0,0,3
879,5.863,RESUSCITATION,4,0,0,0,0,0,0,0,0,0,0,4
880,,REV FAC ING-UNIV ANT,4,0,0,1,0,0,0,0,0,0,0,3
881,,REV ITECKNE,4,0,0,0,0,1,0,0,0,0,0,3
882,1.070,SENSOR REV,4,0,0,0,0,0,1,0,0,1,0,2
883,2.361,SIAM J IMAGING SCI,4,0,0,0,1,0,0,0,0,0,0,3
884,3.395,SLEEP MED,4,0,0,0,0,0,0,0,0,0,0,4
885,1.185,SOMATOSENS MOT RES,4,0,0,0,0,0,0,0,1,1,0,2
886,,SOVREM TEHNOL MED,4,0,0,0,0,0,0,0,0,0,0,4
887,0.326,SPECTROSC SPECT ANAL,4,0,0,0,1,0,1,1,1,0,0,0
888,2.075,SUSTAINABILITY-BASEL,4,1,0,1,0,1,0,0,0,0,0,1
889,,SYST SCI CONTROL ENG,4,0,0,0,0,1,1,0,0,0,1,1
890,1.579,T I MEAS CONTROL,4,0,0,0,0,1,0,0,0,0,0,3
891,13.578,TRENDS BIOTECHNOL,4,0,1,1,1,1,0,0,0,0,0,0
892,1.808,TRENDS HEAR,4,0,0,1,0,1,0,0,0,0,0,2
893,6.012,ULTRASON SONOCHEM,4,0,0,1,0,0,0,0,3,0,0,0
894,2.069,VISION RES,4,0,0,1,0,0,0,0,0,0,0,3
895,1.036,VISUAL COMPUT,4,0,0,0,0,1,0,1,0,0,0,2
896,,2017 13 INT C COMPXB,3,1,0,0,0,1,0,0,0,0,0,1
897,,2017 14 C COMP ROBXB,3,0,0,0,0,0,0,2,0,1,0,0
898,,2017 3 IEEE INT CXB,3,0,0,0,0,0,0,0,0,1,0,2
899,,2017 3 INT MOR ENGXB,3,0,0,1,0,0,0,0,0,0,0,2
900,,2017 4 INT C ELXB,3,0,0,0,0,0,0,0,0,0,1,2
901,,2017 6 DAT DRIVXB,3,0,0,1,0,1,0,0,0,0,0,1
902,,2017 CHIL C EL ELXB,3,0,0,0,0,0,0,0,0,0,1,2
903,,2017 ELCT EL COMPXB,3,0,0,1,0,0,0,0,1,0,1,0
904,,2017 INT C ALG METXB,3,0,0,1,0,0,0,0,0,0,1,1
905,,2017 INT C COMMXB,3,0,0,2,0,0,0,0,0,0,0,1
906,,2017 INT C REC ADVXB,3,0,0,0,0,0,1,0,0,0,0,2
907,,2017 INT C SMARTXB,3,0,0,0,0,1,0,0,0,0,0,2
908,,2017 INT C VIRT REXB,3,0,0,0,0,0,1,0,0,1,0,1
909,,2017 SEM DET SYSTXB,3,0,0,0,0,0,0,0,0,0,1,2
910,,2017 SENS NETWXB,3,0,0,0,0,1,0,0,1,0,0,1
911,,ACM IEEE INT CONF CY,3,0,0,0,0,0,0,0,0,0,0,3
912,1.489,ACM T KNOWL DISCOV D,3,0,1,1,1,0,0,0,0,0,0,0
913,2.313,ACM T SENSOR NETWORK,3,0,0,0,0,1,0,0,0,0,1,1
914,4.211,ACS CHEM NEUROSCI,3,0,0,0,0,0,0,0,0,2,0,1
915,7.346,ADV COLLOID INTERFAC,3,0,0,0,0,1,0,0,0,0,1,1
916,1.653,ADV DATA ANAL CLASSI,3,0,0,1,0,0,0,0,0,1,0,1
917,0.699,ADV ELECTR COMPUT EN,3,0,0,0,0,0,0,0,0,0,0,3
918,,ADV KNOWL ACQUISITIO,3,0,0,0,0,0,0,0,0,1,0,2
919,,ADV MED TECH CLIN PR,3,0,0,0,0,0,0,0,0,0,0,3
920,0.889,AEROSP MED HUM PERF,3,0,0,0,0,0,0,0,0,0,0,3
921,,AGRO FOOD IND HI TEC,3,0,0,0,0,0,0,0,0,2,0,1
922,4.171,AM HEART J,3,0,0,0,0,0,0,0,0,0,0,3
923,1.843,AM J PHYS MED REHAB,3,0,0,0,0,0,1,0,0,0,0,2
924,3.293,AM J PHYSIOL-GASTR L,3,1,0,0,0,0,1,1,0,0,0,0
925,15.239,AM J RESP CRIT CARE,3,0,0,0,0,0,0,0,0,0,0,3
926,1.713,AM J SPEECH-LANG PAT,3,0,0,0,1,0,2,0,0,0,0,0
927,6.057,AM J SPORT MED,3,0,0,0,0,0,0,0,0,0,0,3
928,,AMB ASS LIV ENH LIXB,3,0,0,0,1,0,0,0,0,0,0,2
929,1.271,ANATOL J CARDIOL,3,0,1,0,0,0,0,0,0,0,0,2
930,3.174,APPETITE,3,0,0,0,1,0,0,0,1,1,0,0
931,,APPL MATER TODAY,3,0,0,0,0,1,0,0,0,0,0,2
932,3.771,APPL THERM ENG,3,0,0,0,0,1,0,0,0,0,0,2
933,1.092,ARAB J SCI ENG,3,0,0,1,1,0,0,0,0,0,1,0
934,,ARCH CARDIOL MEX,3,0,0,1,0,0,0,1,0,0,0,1
935,2.050,ARCH ORAL BIOL,3,0,1,0,0,0,1,0,0,0,0,1
936,3.658,ARCH PATHOL LAB MED,3,0,0,0,0,0,0,1,1,0,0,1
937,1.842,ASAIO J,3,0,1,2,0,0,0,0,0,0,0,0
938,1.678,ATTEN PERCEPT PSYCHO,3,0,0,0,0,0,0,0,0,0,0,3
939,,BALT J HEALTH PHYS A,3,0,0,0,0,0,0,0,0,0,0,3
940,2.968,BEILSTEIN J NANOTECH,3,0,0,0,0,0,0,0,0,0,0,3
941,1.400,BIOCHIP J,3,0,0,0,0,0,0,0,0,0,0,3
942,3.789,BIOELECTROCHEMISTRY,3,0,0,0,0,1,0,0,0,0,0,2
943,5.481,BIOINFORMATICS,3,1,0,0,0,0,0,0,1,0,0,1
944,,BIOL MED PHYS BIOMED,3,0,0,0,0,0,0,0,1,1,0,1
945,,BIONANOSCIENCE,3,0,0,0,0,0,0,1,0,0,0,2
946,1.619,BIOSYSTEMS,3,0,0,0,0,0,0,0,0,0,0,3
947,3.952,BIOTECHNOL BIOENG,3,1,0,0,0,0,1,0,0,0,0,1
948,1.813,BMC BIOPHYS,3,0,0,0,0,0,0,0,0,1,0,2
949,,BMC EAR NOSE THROAT,3,0,0,0,0,0,0,0,1,0,0,2
950,2.170,BMC NEUROL,3,0,0,1,0,0,0,0,0,0,0,2
951,3.581,BONE JOINT J,3,0,0,0,0,0,0,0,0,0,0,3
952,3.440,BRAIN RES BULL,3,0,0,1,0,0,0,0,0,0,0,2
953,6.302,BRIEF BIOINFORM,3,0,0,1,1,0,0,0,0,0,0,1
954,,C HUM SYST INTERACT,3,0,0,0,1,0,0,0,0,0,0,2
955,7.082,CARBON,3,0,0,0,0,0,1,0,1,0,0,1
956,2.826,CHEM ENG PROCESS,3,0,0,0,0,0,0,0,0,0,0,3
957,4.446,CHEMELECTROCHEM,3,0,0,1,0,0,0,0,0,0,0,2
958,0.880,CHINESE J GEOPHYS-CH,3,0,0,0,0,0,0,1,1,0,0,1
959,1.914,CLIN HEMORHEOL MICRO,3,0,0,0,0,0,0,0,1,0,0,2
960,2.084,CNS NEUROL DISORD-DR,3,0,1,0,1,1,0,0,0,0,0,0
961,0.501,COMMUN STAT-SIMUL C,3,0,0,0,0,0,0,1,0,0,0,2
962,0.534,COMPEL,3,0,0,0,0,0,3,0,0,0,0,0
963,2.084,COMPLEMENT THER MED,3,0,0,0,0,0,0,0,0,0,0,3
964,5.797,COMPR PHYSIOL,3,0,0,0,0,0,0,0,0,0,0,3
965,2.522,COMPUT NETW,3,0,0,0,1,1,0,1,0,0,0,0
966,,COMPUTERS,3,0,0,0,1,0,0,0,1,1,0,0
967,0.684,CONCEPT MAGN RESON B,3,0,0,0,0,0,2,0,0,0,0,1
968,6.425,CRIT CARE,3,1,0,0,1,0,1,0,0,0,0,0
969,,CURR OPIN ELECTROCHE,3,0,1,0,0,0,0,0,0,0,0,2
970,,CURR SURG REP,3,2,0,0,1,0,0,0,0,0,0,0
971,,DES AUT TEST EUROPE,3,0,0,0,1,0,1,0,0,0,1,0
972,,DIABETES MELLIT,3,0,0,0,0,0,0,0,0,0,0,3
973,3.340,DIABETES VASC DIS RE,3,0,0,0,0,0,0,1,0,0,0,2
974,0.944,ELECTRON J DIFFER EQ,3,0,0,0,0,0,0,0,0,0,0,3
975,,ESSC 2017 43 IEEEXB,3,0,0,0,0,0,1,0,0,0,1,1
976,23.425,EUR HEART J,3,0,0,0,0,0,0,0,0,1,0,2
977,2.843,EUR J RADIOL,3,0,0,0,0,0,0,0,0,0,1,2
978,2.576,EUR J SPORT SCI,3,0,0,0,0,1,1,0,0,0,0,1
979,4.027,EUR RADIOL,3,0,1,0,0,0,1,0,0,0,0,1
980,,EURASIP J BIOINFORM,3,0,0,0,0,0,0,1,0,0,0,2
981,2.319,EXP MECH,3,0,0,0,0,0,0,2,0,1,0,0
982,2.732,EXP PHYSIOL,3,0,0,1,0,0,0,0,0,0,0,2
983,0.625,FLUCT NOISE LETT,3,0,0,0,0,0,0,0,0,0,1,2
984,,FOOD CHEM FUNCT ANAL,3,0,0,0,0,0,0,0,0,0,1,2
985,3.131,FRONT NEURAL CIRCUIT,3,0,0,1,0,0,0,0,0,0,0,2
986,,FRONT NUTR,3,0,0,0,1,0,0,0,1,1,0,0
987,3.831,FRONT PHARMACOL,3,0,0,0,0,0,0,1,0,0,0,2
988,2.857,FRONT PSYCHIATRY,3,0,0,0,0,0,1,0,0,0,0,2
989,7.267,GIGASCIENCE,3,0,0,0,0,0,0,0,1,0,0,2
990,2.249,GRAEF ARCH CLIN EXP,3,0,0,0,0,0,1,1,0,0,0,1
991,0.993,HEALTH PHYS,3,0,0,0,1,0,0,0,0,0,0,2
