Cited Journal Data: NEUROIMAGE,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
663,3.859,INT J STROKE,13,0,0,0,0,0,2,1,1,1,1,7
664,,IRAN C ELECTR ENG,13,0,0,0,0,0,0,2,1,1,2,7
665,4.155,J AM GERIATR SOC,13,0,0,2,3,1,1,1,1,0,0,4
666,13.251,J CLIN INVEST,13,0,1,1,0,0,2,0,0,0,0,9
667,7.877,J CONTROL RELEASE,13,0,0,0,2,0,1,3,0,0,0,7
668,3.054,J GERONTOL B-PSYCHOL,13,0,0,0,2,1,3,0,0,0,0,7
669,3.239,J MECH BEHAV BIOMED,13,0,0,2,0,1,0,3,1,3,2,1
670,1.211,J MED BIOL ENG,13,0,0,1,1,3,0,2,2,0,2,2
671,3.438,J NEUROGASTROENTEROL,13,0,1,0,0,0,1,1,1,0,1,8
672,3.490,J NEUROPATH EXP NEUR,13,0,0,1,1,0,1,2,0,0,2,6
673,3.433,J SLEEP RES,13,0,1,1,0,0,1,1,2,1,0,6
674,27.144,LANCET NEUROL,13,0,2,0,0,0,3,2,1,1,0,4
675,2.218,MEASUREMENT,13,0,0,0,0,2,3,1,0,1,0,6
676,41.577,NATURE,13,0,1,0,0,1,2,1,0,0,2,6
677,7.197,NEURAL NETWORKS,13,0,1,0,3,2,0,1,1,1,0,4
678,,PROC CVPR IEEE,13,0,1,0,1,0,0,3,1,3,0,4
679,0.601,REV NEUROLOGIA,13,0,0,0,0,1,1,1,1,1,0,8
680,2.046,SIAM J SCI COMPUT,13,0,0,0,1,0,0,3,0,6,0,3
681,1.256,SYMMETRY-BASEL,13,0,0,1,0,1,0,2,2,1,3,3
682,,THINK REASONING,13,0,1,1,0,0,1,1,4,2,0,3
683,3.300,WORLD J GASTROENTERO,13,0,0,2,1,0,0,1,1,1,1,6
684,,Z PSYCHOL,13,0,0,0,1,0,3,2,0,0,1,6
685,,AGRO FOOD IND HI TEC,12,0,2,0,2,0,1,0,2,0,0,5
686,3.405,ANN BIOMED ENG,12,0,0,0,1,0,1,0,2,0,2,6
687,3.077,ARCH PHYS MED REHAB,12,0,0,1,2,0,1,1,0,2,0,5
688,,ART PSYCHOTHER,12,0,0,2,2,1,3,2,0,0,0,2
689,1.555,BEHAV PROCESS,12,0,0,1,0,2,1,1,1,0,0,6
690,,BEHAV SCI-BASEL,12,0,0,0,1,0,1,3,0,0,0,7
691,4.485,BIOCONJUGATE CHEM,12,0,1,0,1,0,0,1,2,1,2,4
692,1.374,BIOCYBERN BIOMED ENG,12,1,0,3,1,0,0,0,1,1,1,4
693,23.562,BMJ-BRIT MED J,12,1,1,0,1,0,0,1,1,1,0,6
694,2.006,CAN J NEUROL SCI,12,0,0,0,0,1,0,1,3,0,0,7
695,1.736,CLIN NEUROL NEUROSUR,12,0,1,0,1,0,2,0,1,0,1,6
696,1.974,COMPUT METHOD BIOMEC,12,0,0,0,0,0,2,0,0,2,0,8
697,2.819,ENG APPL ARTIF INTEL,12,1,0,0,0,0,1,0,0,0,1,9
698,,EXPLOR MENT HEAL,12,0,2,4,0,0,1,0,0,0,1,4
699,5.595,FASEB J,12,0,0,0,0,1,1,2,1,2,1,4
700,3.652,FOOD QUAL PREFER,12,0,0,0,0,0,2,3,0,2,1,4
701,,FUTUR NEUROL,12,0,0,0,0,3,3,1,2,0,1,2
702,2.281,J MACH LEARN RES,12,1,0,0,0,2,3,0,2,2,0,2
703,3.339,J SEX MED,12,0,2,0,0,0,1,1,2,0,1,5
704,1.833,J THEOR BIOL,12,0,0,4,1,2,1,0,0,0,0,4
705,,NEG AFF STAT COGNXB,12,0,0,0,0,2,3,2,2,1,1,1
706,,NEUR SPAC SPATXB,12,0,0,0,0,0,1,0,0,1,0,10
707,0.929,NEUROSCIENCES,12,0,1,0,0,1,2,3,3,0,1,1
708,2.000,NPJ MICROGRAVITY,12,0,2,0,1,1,1,0,0,1,1,5
709,4.196,NUTRIENTS,12,0,0,0,1,0,1,3,1,0,1,5
710,,PHILOS PSYCHOL,12,0,0,0,2,1,0,0,0,1,1,7
711,2.587,PHYS THER,12,0,1,0,2,1,2,1,0,1,1,3
712,,PSICOLOGICA,12,0,0,1,1,1,0,1,1,1,0,6
713,,REV GEN PSYCHOL,12,0,0,0,0,3,0,1,1,3,1,3
714,0.600,RIV PSICHIATR,12,0,0,0,0,0,1,1,2,2,1,5
715,16.710,SCI TRANSL MED,12,0,1,0,2,2,3,1,1,1,0,1
716,2.067,TRIALS,12,0,0,0,2,0,0,2,1,0,2,5
717,,2017 IEEE 5 PORT MXB,11,0,1,0,1,1,0,0,0,0,0,8
718,,2017 IEEE INT CXB,11,0,0,0,0,0,1,1,0,1,1,7
719,,2017 INT C INN ELXB,11,0,1,0,2,0,3,0,0,3,0,2
720,,ADAPT HUM BEHAV PHYS,11,0,2,0,0,0,1,0,1,1,0,6
721,2.663,AGING MENT HEALTH,11,0,0,0,1,0,2,1,1,2,1,3
722,,ANN REHABIL MED-ARM,11,0,0,0,0,0,0,2,1,0,2,6
723,14.675,ANNU REV NEUROSCI,11,0,1,0,1,2,0,1,1,2,1,2
724,,ARCH SEX BEHAV,11,0,0,0,0,0,0,0,0,0,0,11
725,1.440,BIOL CYBERN,11,0,0,0,2,1,0,0,1,0,0,7
726,1.504,BIOSTATISTICS,11,0,1,1,2,2,1,0,2,1,0,1
727,,BIOSYST BIOROBOT,11,0,0,2,1,1,2,1,1,0,0,3
728,2.134,BMC MED INFORM DECIS,11,0,0,1,3,1,1,1,2,0,0,2
729,31.398,CELL,11,0,0,3,3,1,1,0,1,1,0,1
730,,CEPHALALGIAXB,11,0,0,0,0,0,0,2,0,2,1,6
731,1.235,CHILD NERV SYST,11,0,0,2,0,0,1,0,1,0,1,6
732,,CLIN NEUROPSYCHIATR,11,0,1,1,0,0,1,2,0,1,1,4
733,1.444,COGN BEHAV NEUROL,11,0,0,0,0,0,0,0,1,1,2,7
734,,COMPUT HUM BEHAV,11,0,1,0,0,1,1,2,2,1,2,1
735,2.934,CONTRAST MEDIA MOL I,11,0,2,0,0,0,2,0,2,1,2,2
736,,IEEE INT CONF COMP V,11,2,1,1,1,1,1,0,0,0,0,4
737,0.500,IEICE T INF SYST,11,0,1,0,1,1,0,2,1,1,0,4
738,0.524,IRAN J RADIOL,11,0,0,0,0,1,1,0,0,1,0,8
739,1.136,J INNOV OPT HEAL SCI,11,0,0,0,2,0,1,0,0,2,0,6
740,1.023,J INT MED RES,11,0,0,0,2,2,0,0,1,1,2,3
741,3.392,J NEUROENDOCRINOL,11,0,2,0,1,0,0,1,1,1,1,4
742,,J PHYS CONF SER,11,0,0,1,1,2,1,0,2,2,0,2
743,2.947,J PSYCHOSOM RES,11,0,1,1,0,0,0,0,1,1,1,6
744,3.199,MULT SCLER RELAT DIS,11,0,0,0,0,0,0,1,0,0,0,10
745,,MUSIC SCI,11,0,0,0,0,0,1,1,1,1,1,6
746,1.605,NEUROPEDIATRICS,11,0,0,0,0,0,0,0,0,0,3,8
747,2.842,NEUROPSYCHOL REHABIL,11,0,0,0,0,1,1,0,1,0,0,8
748,3.356,OPT EXPRESS,11,0,0,0,5,0,2,0,0,0,1,3
749,,PSICOTHEMA,11,0,0,0,2,0,0,2,0,0,0,7
750,,PSYCH J,11,0,0,0,1,1,3,1,0,0,0,5
751,2.361,SIAM J IMAGING SCI,11,0,0,1,1,0,1,0,0,1,1,6
752,2.792,SPINE,11,0,0,0,0,0,0,1,1,0,0,9
753,1.648,STEREOT FUNCT NEUROS,11,1,0,0,0,1,1,1,0,3,0,4
754,5.872,TRANSL NEURODEGENER,11,0,0,0,1,1,2,0,0,1,0,6
755,2.645,ULTRASOUND MED BIOL,11,0,3,1,2,0,0,2,0,0,0,3
756,6.383,ACTA BIOMATER,10,0,0,0,0,1,0,2,0,2,4,1
757,1.760,ADV EXP MED BIOL,10,0,0,0,1,0,1,1,0,2,0,5
758,,ALCOHOL RES-CURR REV,10,0,0,0,0,3,0,0,2,0,0,5
759,3.125,AM J ROENTGENOL,10,0,0,1,0,0,1,0,0,2,1,5
760,,AM PSYCHOL,10,0,0,1,0,2,1,1,1,0,1,3
761,,ANN DYSLEXIA,10,0,1,0,1,0,1,1,0,1,0,5
762,,ARTIF LIFE ROBOT,10,0,0,1,1,0,1,1,2,0,0,4
763,,BRIT J PSYCHOL,10,0,0,0,3,0,2,1,1,0,0,3
764,,CACS INT AUTOMAT CON,10,0,1,0,0,0,1,0,1,1,0,6
765,1.908,CLIN ANAT,10,0,0,0,0,2,0,0,0,3,0,5
766,1.014,CLIN IMAG,10,0,0,0,0,0,0,1,0,0,2,7
767,,CLIN TRANSL IMAGING,10,1,0,0,2,1,2,0,0,1,1,2
768,,COGENT PSYCHOL,10,0,0,0,1,0,0,1,2,0,0,6
769,1.425,COGN SYST RES,10,0,1,0,0,0,0,2,1,1,1,4
770,,CULT DIVERS ETHN MIN,10,0,0,0,1,0,0,1,1,0,0,7
771,,CUR ISS PSYCHOL LANG,10,0,0,0,1,1,1,1,0,1,1,4
772,3.466,EUR J PHARM SCI,10,0,0,0,0,5,0,2,0,1,1,1
773,2.349,FRONT BIOSCI-LANDMRK,10,0,0,1,0,2,1,0,3,1,1,1
774,2.656,GERIATR GERONTOL INT,10,0,0,1,1,0,2,0,1,2,0,3
775,,GEROSCIENCE,10,0,1,0,1,2,0,0,2,2,0,2
776,,IEEE INT CONF FUZZY,10,0,0,1,0,1,1,1,0,1,0,5
777,4.361,IEEE J-STSP,10,0,0,0,1,1,2,0,0,0,0,6
778,2.813,IEEE SIGNAL PROC LET,10,2,1,1,2,0,1,0,0,0,2,1
779,,IFAC PAPERSONLINE,10,0,0,0,1,0,0,1,1,0,1,6
780,11.541,INT J COMPUT VISION,10,0,0,0,0,0,0,1,1,2,2,4
781,0.691,INTELL DATA ANAL,10,0,0,0,1,0,1,1,2,1,0,4
782,3.628,J BEHAV ADDICT,10,0,1,0,1,0,0,0,1,0,1,6
783,,J BEHAV THER EXP PSY,10,0,1,1,0,0,1,0,2,0,0,5
784,6.253,J MED CHEM,10,0,0,0,0,0,1,2,0,0,1,6
785,4.671,J MED INTERNET RES,10,0,0,0,0,2,2,0,0,1,0,5
786,,J MORAL EDUC,10,0,0,0,0,0,1,1,0,0,1,7
787,2.706,J NEURORADIOLOGY,10,0,1,2,0,1,3,2,1,0,0,0
788,1.088,J SIGNAL PROCESS SYS,10,0,0,0,0,0,2,0,1,0,2,5
789,3.072,KOREAN J RADIOL,10,0,0,0,3,0,0,1,1,0,0,5
790,,LECT N BIOINFORMAT,10,0,1,1,0,0,2,0,3,1,0,2
791,2.969,LUPUS,10,0,0,1,1,0,0,1,1,0,0,6
792,,MAGN RESON INSIGHTS,10,0,0,0,0,0,2,0,1,1,2,4
793,1.087,MICROSC RES TECHNIQ,10,0,0,0,0,1,2,3,0,1,2,1
794,,MUSIC PERCEPT,10,0,0,0,0,2,1,0,1,2,0,4
795,9.384,NEURO-ONCOLOGY,10,0,0,0,1,0,2,1,2,0,1,3
796,,NEUROSCIENCEXB,10,0,0,0,0,1,1,3,1,0,1,3
797,2.647,NEUROSURG FOCUS,10,1,0,1,0,1,1,1,1,2,0,2
798,,NPJ PARKINSON DIS,10,0,0,1,0,1,0,1,1,1,0,5
799,5.515,PEDIATRICS,10,0,1,0,2,1,0,0,1,1,1,3
800,,PHENOMENOL COGN SCI,10,0,0,0,1,1,1,0,0,0,0,7
801,,PSYCHOL AESTHET CREA,10,0,0,1,2,0,2,1,1,3,0,0
802,,RHYTHM STIM PROCXB,10,0,1,1,0,2,0,1,2,1,0,2
803,,SOC PERSONAL PSYCHOL,10,0,0,0,0,0,0,1,1,1,0,7
804,,Z SPORTPSYCHOL,10,0,1,0,5,0,2,0,0,0,1,1
805,,AER ADV ENG RES,9,0,1,0,1,0,1,0,0,0,0,6
806,2.216,AGGRESSIVE BEHAV,9,0,0,0,0,0,1,0,0,0,0,8
807,6.042,ANAL CHEM,9,0,3,0,2,1,0,0,1,0,0,2
808,1.032,AUSTRALAS PHYS ENG S,9,0,0,0,3,0,0,1,0,1,0,4
809,0.887,BALK MED J,9,0,0,0,2,1,0,0,1,3,2,0
810,,BIOM NEUR DIS MECHXB,9,0,0,0,1,0,6,0,0,1,0,1
811,9.088,BMC MED,9,0,2,0,0,1,1,1,0,1,1,2
812,20.565,CELL METAB,9,0,0,2,1,0,1,0,0,0,1,4
813,2.505,CLIN INTERV AGING,9,0,0,3,0,1,1,1,1,0,1,1
814,6.754,COCHRANE DB SYST REV,9,0,0,1,2,1,1,0,1,0,1,2
815,3.181,COMMUN NONLINEAR SCI,9,0,0,0,2,0,0,1,4,1,0,1
816,4.266,CURR OPIN PSYCHIATR,9,1,0,0,1,1,1,2,2,1,0,0
817,3.671,DIALOGUES CLIN NEURO,9,1,0,0,1,0,0,0,0,0,1,6
818,8.440,ENVIRON HEALTH PERSP,9,0,0,0,3,0,0,1,1,0,0,4
819,,EPJ NONLINEAR BIOMED,9,0,1,1,0,2,1,1,2,0,0,1
820,3.623,EVOL HUM BEHAV,9,0,0,0,1,0,2,0,0,1,1,4
821,1.065,EXP AGING RES,9,0,0,0,1,1,1,1,2,1,0,2
822,3.519,FRONT ENDOCRINOL,9,0,0,1,0,1,3,0,1,1,1,1
823,,FRONT NUTR,9,0,0,0,1,1,0,1,2,0,1,3
824,2.989,GEN HOSP PSYCHIAT,9,0,4,0,1,1,1,0,2,0,0,0
825,3.177,HEALTH PSYCHOL,9,0,0,0,0,1,1,1,2,1,0,3
826,2.806,HUM PSYCHOPHARM CLIN,9,1,0,1,1,1,1,1,0,0,0,3
827,,HUM RELAT,9,0,0,0,0,3,1,1,0,0,1,3
828,6.823,HYPERTENSION,9,0,0,0,0,0,2,1,0,3,0,3
829,0.252,IDEGGYOGY SZEMLE,9,0,0,1,2,0,2,0,1,0,1,2
830,2.617,IEEE SENS J,9,0,2,0,1,1,1,0,1,0,0,3
831,3.078,IEEE T VIS COMPUT GR,9,0,0,0,1,2,1,0,1,0,0,4
832,,INN NEURXB,9,0,0,0,0,2,0,2,1,0,0,4
833,5.554,INT J RADIAT ONCOL,9,0,1,1,0,0,0,1,0,0,0,6
834,2.607,ISR J CHEM,9,1,1,1,1,3,1,0,0,0,1,0
835,2.267,J ADV NURS,9,0,0,0,0,0,1,2,1,1,0,4
836,1.593,J AM ACAD AUDIOL,9,0,0,0,1,1,0,0,0,1,0,6
837,2.882,J BIOMED INFORM,9,0,0,0,1,3,2,1,0,1,0,1
838,,J CONSUM RES,9,0,0,0,0,1,0,1,0,0,0,7
839,,J EXP NEUROSCI,9,0,0,0,1,1,1,0,2,2,1,1
840,2.183,J GERIATR PSYCH NEUR,9,0,0,1,0,1,0,0,2,0,0,5
841,0.493,J KOREAN PHYS SOC,9,0,0,0,0,0,1,1,0,1,0,6
842,2.786,J MECH DESIGN,9,0,0,1,0,0,1,0,1,0,0,6
843,2.183,J PERINATOL,9,0,0,0,2,1,1,0,0,0,1,4
844,1.102,J SOC INF DISPLAY,9,0,0,0,2,0,3,0,0,0,0,4
845,0.814,J STAT PLAN INFER,9,0,0,0,0,1,0,1,2,1,0,4
846,0.158,KLIN NEUROPHYSIOL,9,0,1,1,1,0,3,1,1,0,0,1
847,,LANG LEARN DEV,9,0,0,1,2,0,1,1,2,0,0,2
848,12.423,NAT PROTOC,9,0,1,1,2,4,1,0,0,0,0,0
849,1.495,NUCL MED COMMUN,9,0,0,0,0,0,1,0,1,1,0,6
850,7.479,OPHTHALMOLOGY,9,0,0,0,2,0,0,0,0,0,2,5
851,2.538,PHARMACOL BIOCHEM BE,9,0,0,0,0,0,0,1,0,0,3,5
852,,PHILOS EXPLOR,9,0,1,0,1,0,0,0,1,2,0,4
853,,PSYCHOL MUSIC,9,0,0,0,0,1,0,2,0,1,0,5
854,,RADIOL PHYS TECHNOL,9,0,0,0,0,0,0,0,1,1,2,5
855,3.739,RIV NUOVO CIMENTO,9,0,0,0,1,1,0,0,1,0,1,5
856,,SCI STUD READ,9,0,0,0,0,1,0,0,1,1,2,4
857,1.643,SIGNAL IMAGE VIDEO P,9,0,0,1,1,0,0,2,0,1,0,4
858,0.629,SPAN J PSYCHOL,9,0,0,0,0,0,1,0,0,0,1,7
859,2.861,SUPERCOND SCI TECH,9,4,0,0,0,3,1,0,1,0,0,0
860,,Z PSYCHIATR PSYCH PS,9,0,2,0,1,0,1,0,0,1,2,2
861,,2017 IEEE INT C INXB,8,0,0,0,0,0,1,1,2,1,0,3
862,5.414,ACTA NEUROPATHOL COM,8,0,0,0,2,0,2,1,1,0,0,2
863,5.930,ACTA PHYSIOL,8,0,0,0,0,1,1,2,0,2,0,2
864,2.121,AGING CLIN EXP RES,8,0,0,0,0,0,1,0,2,1,0,4
865,1.852,ANN ANAT,8,0,0,1,0,1,1,0,0,0,0,5
866,2.320,ANNU REV CONTROL,8,1,1,0,1,0,2,1,0,1,0,1
867,,APPL COGNITIVE PSYCH,8,0,0,0,0,1,2,1,0,0,2,2
868,2.435,APPL ERGON,8,0,0,1,1,1,1,0,0,1,0,3
869,1.854,BEHAV PHARMACOL,8,0,0,2,1,1,0,1,1,0,0,2
870,,BIOCOMPUTING,8,0,0,0,1,0,2,1,3,0,1,0
871,1.579,BIOL RES NURS,8,0,1,0,3,0,1,0,0,0,0,3
872,11.700,BIOL REV,8,0,0,0,0,0,0,1,1,0,0,6
873,8.806,BIOMATERIALS,8,0,0,0,1,1,2,0,1,0,0,3
874,3.730,BMC GENOMICS,8,0,0,0,1,2,1,1,2,0,0,1
875,3.077,CLIN ENDOCRINOL,8,0,0,2,0,0,1,1,1,0,0,3
876,,COGNITIVE DEV,8,0,0,0,1,2,1,0,2,0,1,1
877,6.630,CRIT CARE MED,8,0,0,1,0,1,2,0,1,0,1,2
878,,CURR BLADDER DYSFUNC,8,0,0,0,0,0,1,1,1,3,0,2
879,2.042,DISABIL REHABIL,8,0,0,0,0,1,2,0,0,0,1,4
880,2.362,DOC OPHTHALMOL,8,0,0,0,0,2,0,0,1,0,0,5
881,6.848,DRUG DISCOV TODAY,8,0,1,3,0,1,0,0,0,2,0,1
882,,EKSP PSIKHOLOGIYA,8,0,0,0,0,1,1,0,0,1,1,4
883,1.697,ETHOLOGY,8,0,2,4,0,0,0,1,1,0,0,0
884,,EUR EAT DISORD REV,8,0,1,0,2,1,1,0,1,0,1,1
885,12.244,EUR RESPIR J,8,2,0,0,0,1,1,0,0,2,0,2
886,0.910,FRONT INFORM TECH EL,8,0,0,0,2,0,2,2,1,0,0,1
887,4.416,FRONT ONCOL,8,0,1,0,0,2,0,0,0,1,3,1
888,0.368,GERIATR PSYCHOL NEUR,8,0,1,0,0,0,1,1,1,0,0,4
889,,GLOSSA,8,0,0,0,0,0,0,0,0,0,1,7
890,,HORM BRAIN BEHAVXB,8,0,0,1,1,0,0,2,0,1,0,3
891,0.587,IEEE PULSE,8,2,1,1,0,4,0,0,0,0,0,0
892,,INFORMATION,8,1,0,1,3,0,0,0,0,0,0,3
893,2.454,INT FORUM ALLERGY RH,8,0,0,0,0,1,0,0,0,1,1,5
894,,INT J ADV COMPUT SC,8,0,0,2,1,0,0,3,0,0,0,2
895,2.864,J COMPUT PHYS,8,0,0,0,0,0,0,0,0,0,1,7
896,6.754,J INTERN MED,8,0,0,1,1,0,1,0,4,0,0,1
897,1.767,J NEUROSURG SCI,8,0,0,0,0,2,1,2,0,0,1,2
898,2.761,J NEUROSURG-SPINE,8,0,0,0,0,0,2,0,0,0,0,6
899,3.414,J ORTHOP RES,8,0,0,0,0,1,0,0,0,3,1,3
900,3.706,J PHARMACOL EXP THER,8,0,0,1,0,0,0,3,2,0,2,0
901,1.487,J PHYSIOL ANTHROPOL,8,0,0,0,0,0,0,1,1,1,1,4
902,0.917,J PSYCHOPHYSIOL,8,0,0,0,1,0,1,2,2,0,0,2
903,2.410,J SPORT EXERCISE PSY,8,0,1,1,0,0,1,1,0,0,1,3
904,0.857,J TRADIT CHIN MED,8,0,0,0,0,0,3,2,1,0,0,2
905,10.769,JAMA PEDIATR,8,0,1,2,0,0,1,0,2,1,0,1
906,,JP J BIOSTAT,8,0,0,0,1,0,0,0,1,0,0,6
907,7.199,MAYO CLIN PROC,8,1,1,1,1,1,3,0,0,0,0,0
908,,NAT BIOMED ENG,8,0,1,2,3,0,1,0,0,1,0,0
909,4.215,NEURAL COMPUT APPL,8,0,0,0,1,0,1,0,1,1,0,4
910,4.936,OXID MED CELL LONGEV,8,0,1,0,0,0,2,1,0,0,0,4
911,,PET CLIN,8,0,1,1,1,0,0,3,0,0,1,1
912,0.288,PROG BIOCHEM BIOPHYS,8,0,2,0,1,0,0,1,0,1,0,3
913,,REV PHILOS PSYCHOL,8,0,0,0,0,1,0,0,0,1,1,5
914,,SELF IDENTITY,8,0,1,2,0,0,1,1,0,0,0,3
915,1.936,SPINAL CORD,8,0,0,0,2,2,0,1,1,0,2,0
916,,TIM NEUR BEHAV EVXB,8,0,0,0,0,0,0,0,0,0,1,7
917,1.771,TOP STROKE REHABIL,8,0,0,0,0,1,2,1,2,0,0,2
918,,2017 51 ANN C INFXB,7,0,2,0,1,1,1,0,1,0,0,1
919,,2017 INT C DIG IMXB,7,0,0,0,1,0,2,1,0,0,0,3
920,6.853,ADV NUTR,7,0,0,0,0,1,0,0,1,0,1,4
921,5.732,AM J OBSTET GYNECOL,7,0,0,0,1,3,1,0,1,0,0,1
922,2.982,AMYOTROPH LAT SCL FR,7,0,0,0,1,0,0,0,0,1,0,5
923,3.864,ANALYST,7,0,0,0,1,0,5,1,0,0,0,0
924,3.907,APPL SOFT COMPUT,7,0,2,1,1,0,0,0,1,0,0,2
925,3.543,BIOL SEX DIFFER,7,0,0,0,0,0,0,3,0,0,0,4
926,,BIOMED ENG INT CONF,7,0,1,0,1,0,0,0,2,0,0,3
927,1.088,BIOMED ENG-BIOMED TE,7,0,0,1,1,1,2,0,0,1,0,1
928,2.109,BMC COMPLEM ALTERN M,7,0,0,0,0,0,0,1,0,2,0,4
929,2.866,BMC GERIATR,7,0,0,0,1,0,2,1,1,1,0,1
930,0.977,BRAIN IMPAIR,7,0,0,0,0,0,0,1,0,1,1,4
931,6.187,BRAIN PATHOL,7,0,1,0,1,0,2,0,0,0,0,3
932,1.492,BRAZ J MED BIOL RES,7,0,2,1,0,1,0,2,0,0,0,1
933,2.931,CEREBROVASC DIS,7,0,0,0,0,0,0,0,1,1,0,5
934,9.117,CLIN INFECT DIS,7,0,0,0,1,0,0,1,0,1,0,4
935,1.191,CLIN LINGUIST PHONET,7,0,0,0,0,0,0,0,0,1,1,5
936,2.930,CLIN REHABIL,7,0,0,0,0,0,2,0,0,0,0,5
937,2.211,CLIN RESPIR J,7,0,0,0,0,0,0,1,1,0,0,5
938,,COMP M BIO BIO E-IV,7,0,0,0,0,1,0,0,0,0,0,6
939,4.441,COMPUT METHOD APPL M,7,0,0,0,1,0,0,0,0,0,2,4
940,3.279,CURR OPIN ENDOCRINOL,7,0,2,2,0,0,0,2,1,0,0,0
941,3.079,CURR RHEUMATOL REP,7,0,0,0,0,1,1,1,0,2,1,1
942,2.633,CURR TREAT OPTION NE,7,0,0,1,0,0,1,0,0,0,1,4
943,2.481,DATA MIN KNOWL DISC,7,0,0,1,0,0,2,1,0,2,1,0
944,4.690,DRUGS,7,0,1,0,0,0,1,2,2,0,0,1
945,3.895,ECOL ECON,7,0,1,1,0,1,0,0,1,1,0,2
946,0.599,ENCEPHALE,7,0,1,0,1,0,1,2,0,0,0,2
947,,ENCY SPECTR SPECTRXB,7,0,0,0,0,0,0,0,0,0,0,7
948,,ESTUD PSICOL-MADRID,7,0,1,1,0,1,0,1,0,1,2,0
949,1.546,EUR ARCH OTO-RHINO-L,7,0,0,0,0,2,0,0,0,0,1,4
950,,EUR J PSYCHIAT,7,0,0,0,0,0,0,2,0,0,0,5
951,,FLUIDS BARRIERS CNS,7,0,1,2,0,0,0,0,0,0,0,4
952,5.511,FRONT IMMUNOL,7,0,0,0,0,0,2,0,1,1,0,3
953,,HEALTHCARE,7,0,0,0,0,0,3,1,0,0,0,3
954,1.854,HIGH ALT MED BIOL,7,0,0,0,1,1,0,1,1,1,0,2
955,0.723,IEEJ T ELECTR ELECTR,7,0,0,0,0,0,2,0,2,0,2,1
956,4.305,INFORM SCIENCES,7,0,0,0,2,0,1,0,0,0,0,4
957,,INT C INFORM COMM,7,0,1,0,1,0,1,2,0,0,1,1
958,,INT C SYST INFORM,7,0,0,1,0,0,1,0,1,1,2,1
959,2.957,INT J MED INFORM,7,1,0,1,0,1,1,2,1,0,0,0
960,1.441,INT J SPEECH-LANG PA,7,0,0,0,1,0,0,0,0,4,0,2
961,,IOP C SER-MAT SCI,7,0,0,1,1,0,0,2,1,0,1,1
962,,J ABNORM CHILD PSYCH,7,0,0,1,0,0,0,1,0,1,0,4
963,2.479,J ANAT,7,0,0,0,2,0,1,0,1,1,0,2
964,1.916,J BIOMECH ENG-T ASME,7,0,0,2,1,0,0,0,1,0,1,2
965,,J CLIN CHILD ADOLESC,7,0,0,0,1,0,2,0,0,0,2,2
966,5.789,J CLIN ENDOCR METAB,7,0,0,0,0,1,1,1,0,0,0,4
967,,J IMAGING,7,0,0,0,1,1,1,1,0,0,0,3
968,,J MARKET MANAG-UK,7,0,0,0,1,0,2,0,1,0,0,3
969,1.927,J MATH IMAGING VIS,7,0,1,0,0,0,0,1,0,3,0,2
970,2.414,J MATH NEUROSCI,7,0,0,1,0,0,0,0,4,1,0,1
971,3.664,J NEUROIMMUNE PHARM,7,1,0,0,1,0,0,2,0,0,3,0
972,1.882,J SPINAL CORD MED,7,0,0,0,0,0,1,1,0,0,0,5
973,,LECT NOTES ELECTR EN,7,0,0,0,1,0,2,0,0,0,1,3
974,1.776,MAGN RESON CHEM,7,0,0,2,0,1,0,1,0,1,1,1
975,1.145,MATH PROBL ENG,7,0,1,0,2,0,0,0,0,0,3,1
976,,MATH SCI,7,0,0,0,1,0,3,0,1,0,0,2
977,,MICR MAGN RES IMXB,7,0,0,0,0,1,2,0,0,2,0,2
978,27.125,NAT GENET,7,0,1,0,1,0,1,0,0,0,0,4
979,32.621,NAT MED,7,1,0,1,0,0,3,0,0,1,1,0
980,3.603,NEUROCHEM INT,7,0,0,2,0,2,0,0,0,0,1,2
981,5.024,NEUROENDOCRINOLOGY,7,0,0,1,0,1,1,0,1,1,1,1
982,1.421,NEUROPSYCHOBIOLOGY,7,0,0,0,1,0,1,0,1,0,0,4
983,,NEUROPSYCHOL TRENDS,7,0,0,0,0,1,4,0,0,0,0,2
984,3.186,NEUROTOX RES,7,0,0,0,1,1,1,1,0,1,0,2
985,1.764,NORD J PSYCHIAT,7,0,0,0,0,0,2,0,1,0,3,1
986,2.153,OBES RES CLIN PRACT,7,0,0,1,0,0,2,0,0,0,1,3
987,8.483,OBES REV,7,0,0,0,2,1,2,1,0,0,0,1
988,3.589,OPT LETT,7,0,0,0,4,1,0,1,0,1,0,0
989,,PERSP PRAGMAT PHILO,7,0,0,0,1,0,1,1,0,1,0,3
990,8.839,PHYS REV LETT,7,0,1,1,0,2,0,0,0,0,0,3
991,1.341,PSYCHIAT DANUB,7,0,0,0,0,1,2,0,0,1,0,3
992,2.231,QUANT IMAG MED SURG,7,0,0,0,2,1,2,1,0,0,0,1
993,,RIV INT FILOS PSICOL,7,0,0,0,0,0,0,1,0,0,0,6
994,,SAGE OPEN,7,0,0,0,1,0,0,0,0,0,0,6
995,,SCAND J PAIN,7,0,1,0,0,0,1,1,0,0,0,4
996,,SCI COGN BEHAV THEXB,7,0,2,1,1,0,2,1,0,0,0,0
